Year,TotalTDFDistance,Stages,Start,End,Winner of stage,Yellow Jersey,Green jersey,Polka-dot jersey,White jersey,Leader
2000,3662,3.0,Loudun,Nantes,Tom Steels  (Mapei - Quick Step),David Millar,Tom Steels,Marcel Wust,David Millar,
2000,3662,4.0,Nantes,Saint Nazaire,O.N.C.E - Deutsche Bank,Laurent Jalabert,Tom Steels,Marcel Wust,David Cañada Gracia,
2000,3662,5.0,Vannes,Vitré,Marcel Wust  (Festina Watches),Laurent Jalabert,Tom Steels,Paolo Bettini,David Cañada Gracia,
2000,3662,6.0,Vitré,Tours,Leon Van Bon  (Rabobank),Alberto Elli,Tom Steels,Paolo Bettini,Salvatore Commesso,
2000,3662,7.0,Tours,Limoges,Christophe Agnolutto  (Ag2R Prevoyance),Alberto Elli,Marcel Wust,Paolo Bettini,Salvatore Commesso,
2000,3662,8.0,Limoges,Villeneuve-sur-Lot,Erik Dekker  (Rabobank),Alberto Elli,Marcel Wust,Erik Dekker,Salvatore Commesso,
2000,3662,9.0,Agen,Dax,Paolo Bettini  (Mapei - Quick Step),Alberto Elli,Erik Zabel,Erik Dekker,Salvatore Commesso,
2000,3662,10.0,Dax,Hautacam,Javier Otxoa  (Kelme - Costa Blanca),Nan,Erik Zabel,Javier Otxoa,Francisco Mancebo,
2000,3662,11.0,Bagnères-de-Bigorre,Revel,Erik Dekker  (Rabobank),Nan,Erik Zabel,Javier Otxoa,Francisco Mancebo,
2000,3662,12.0,Carpentras,Mont Ventoux,Marco Pantani  (Mercatone Uno - Albacom),Nan,Erik Zabel,Javier Otxoa,Francisco Mancebo,
2000,3662,13.0,Avignon,Draguignan,Vicente Garcia Acosta  (Banesto),Nan,Erik Zabel,Javier Otxoa,Francisco Mancebo,
2000,3662,14.0,Draguignan,Briançon,Santiago Botero  (Kelme - Costa Blanca),Nan,Erik Zabel,Santiago Botero,Francisco Mancebo,
2000,3662,15.0,Briançon,Courchevel,Marco Pantani  (Mercatone Uno - Albacom),Nan,Erik Zabel,Santiago Botero,Francisco Mancebo,
2000,3662,16.0,Courchevel,Morzine,Richard Virenque  (Team Polti),Nan,Erik Zabel,Santiago Botero,Francisco Mancebo,
2000,3662,17.0,Evian-les-Bains,Lausanne,Erik Dekker  (Rabobank),Nan,Erik Zabel,Santiago Botero,Francisco Mancebo,
2000,3662,18.0,Lausanne,Fribourg-en-Brisgau,Salvatore Commesso  (Saeco - Valli & Valli),Nan,Erik Zabel,Santiago Botero,Francisco Mancebo,
2000,3662,19.0,Fribourg-en-Brisgau,Mulhouse,,Nan,Erik Zabel,Santiago Botero,Francisco Mancebo,
2000,3662,20.0,Belfort,Troyes,Erik Zabel  (Team Deutsche Telekom),Nan,Erik Zabel,Santiago Botero,Francisco Mancebo,
2000,3662,21.0,Paris,Champs-Elysées,Stefano Zanini  (Mapei - Quick Step),Nan,Erik Zabel,Santiago Botero,Francisco Mancebo,
1999,3870,0.0,Puy-du-Fou,Puy-du-Fou,,Nan,Alex Zulle,Mariano Piccoli,Rik Verbrugghe,
1999,3870,1.0,Montaigu,Challans,Jaan Kirsipuu  (Casino),Nan,Jaan Kirsipuu,Mariano Piccoli,Rik Verbrugghe,
1999,3870,2.0,Challans,Saint Nazaire,Tom Steels  (Mapei - Quick Step),Jaan Kirsipuu,Jaan Kirsipuu,Mariano Piccoli,Christian Vande Velde,
1999,3870,3.0,Nantes,Laval,Tom Steels  (Mapei - Quick Step),Jaan Kirsipuu,Jaan Kirsipuu,Mariano Piccoli,Christian Vande Velde,
1999,3870,4.0,Laval,Blois,Mario Cipollini  (Saeco - Cannondale),Jaan Kirsipuu,Jaan Kirsipuu,Mariano Piccoli,Christian Vande Velde,
1999,3870,5.0,Bonneval,Amiens,Mario Cipollini  (Saeco - Cannondale),Jaan Kirsipuu,Jaan Kirsipuu,Mariano Piccoli,Christian Vande Velde,
1999,3870,6.0,Amiens,Maubeuge,Mario Cipollini  (Saeco - Cannondale),Jaan Kirsipuu,Jaan Kirsipuu,Mariano Piccoli,Christian Vande Velde,
1999,3870,7.0,Avesnes-sur-Helpe,Thionville,Mario Cipollini  (Saeco - Cannondale),Jaan Kirsipuu,Jaan Kirsipuu,Mariano Piccoli,Christian Vande Velde,
1999,3870,8.0,Metz,Metz,,Nan,Jaan Kirsipuu,Mariano Piccoli,Magnus Backstedt,
1999,3870,9.0,le_grand_bornand,Sestrières,,Nan,Stuart O'Grady,Richard Virenque,Benoit Salmon,
1999,3870,10.0,Sestrières,L'Alpe-d'Huez,Giuseppe Guerini  (Team Deutsche Telekom),Nan,Stuart O'Grady,Richard Virenque,Benoit Salmon,
1999,3870,11.0,Bourg-d'Oisans,Saint-Etienne,Ludo Dierckxsens  (Lampre - Daikin),Nan,Stuart O'Grady,Richard Virenque,Benoit Salmon,
1999,3870,12.0,Saint-Galmier,Saint-Flour,David Etxebarria  (O.N.C.E - Deutsche Bank),Nan,Erik Zabel,Richard Virenque,Benoit Salmon,
1999,3870,13.0,Saint-Flour,Albi,Salvatore Commesso  (Saeco - Cannondale),Nan,Erik Zabel,Richard Virenque,Benoit Salmon,
1999,3870,14.0,Castres,Saint Gaudens,Dimitri Konyshev  (Mercatone Uno - Bianchi),Nan,Erik Zabel,Richard Virenque,Benoit Salmon,
1999,3870,15.0,Saint Gaudens,Piau-Engaly,Fernando Escartin  (Kelme - Costa Blanca),Nan,Erik Zabel,Richard Virenque,Benoit Salmon,
1999,3870,16.0,Lannemezan,Pau,David Etxebarria  (O.N.C.E - Deutsche Bank),Nan,Erik Zabel,Richard Virenque,Benoit Salmon,
1999,3870,17.0,Mourenx,Bordeaux,Tom Steels  (Mapei - Quick Step),Nan,Erik Zabel,Richard Virenque,Benoit Salmon,
1999,3870,18.0,Jonzac,Futuroscope,Gianpaolo Mondini  (Cantina Tollo-Alexia Alluminio),Nan,Erik Zabel,Richard Virenque,Benoit Salmon,
1999,3870,19.0,Futuroscope,Futuroscope,,Nan,Erik Zabel,Richard Virenque,Benoit Salmon,
1999,3870,20.0,Arpajon,Paris,Robbie Mc Ewen  (Rabobank),Nan,Erik Zabel,Richard Virenque,Benoit Salmon,
1998,3875,0.0,Dublin,Dublin,Chris Boardman  (Gan),Chris Boardman,Chris Boardman,Nan,Jan Ullrich,
1998,3875,1.0,Dublin,Dublin,Tom Steels  (Mapei - Bricobi),Chris Boardman,Tom Steels,Stefano Zanini,Jan Ullrich,
1998,3875,2.0,Enniscothy,Cork,Jan Svorada  (Mapei - Bricobi),Erik Zabel,Tom Steels,Stefano Zanini,Jan Ullrich,
1998,3875,3.0,Roscoff,Lorient,Jens Heppner  (Team Deutsche Telekom),Bo Hamburger,Jan Svorada,Pascal Herve,George Hincapie,
1998,3875,4.0,Plouay,Cholet,Jeroen Blijlevens  (T.V.M - Farm Frites),Stuart O'Grady,Jan Svorada,Pascal Herve,Stuart O'Grady,
1998,3875,5.0,Cholet,Chateauroux,Mario Cipollini  (Saeco Macchine Da Caffe - Cannondale),Stuart O'Grady,Erik Zabel,Pascal Herve,Stuart O'Grady,
1998,3875,6.0,La Châtre,Brive-la-Gaillarde,Mario Cipollini  (Saeco Macchine Da Caffe - Cannondale),Stuart O'Grady,Erik Zabel,Pascal Herve,Stuart O'Grady,
1998,3875,7.0,Meyrignac l'Eglise,Corrèze,Jan Ullrich  (Team Deutsche Telekom),Jan Ullrich,Erik Zabel,Stefano Zanini,Jan Ullrich,
1998,3875,8.0,Brive-la-Gaillarde,Montauban,Jacky Durand  (Casino),Laurent Desbiens,Erik Zabel,Stefano Zanini,Jan Ullrich,
1998,3875,9.0,Montauban,Pau,Robbie Mc Ewen  (Rabobank),Laurent Desbiens,Erik Zabel,Jens Voigt,Jan Ullrich,
1998,3875,10.0,Pau,Luchon,Rodolfo Massi  (Casino),Jan Ullrich,Erik Zabel,Rodolfo Massi,Jan Ullrich,
1998,3875,11.0,Luchon,plateau_de_beille,Marco Pantani  (Mercatone Uno - Bianchi),Jan Ullrich,Erik Zabel,Rodolfo Massi,Jan Ullrich,
1998,3875,12.0,Tarascon-sur-Ariège,Cap d'Agde,Tom Steels  (Mapei - Bricobi),Jan Ullrich,Erik Zabel,Rodolfo Massi,Jan Ullrich,
1998,3875,13.0,Frontignan-La-Peyrade,Carpentras,Daniele Nardello  (Mapei - Bricobi),Jan Ullrich,Erik Zabel,Rodolfo Massi,Jan Ullrich,
1998,3875,14.0,Valréas,Grenoble,Stuart O'Grady  (Gan),Jan Ullrich,Erik Zabel,Rodolfo Massi,Jan Ullrich,
1998,3875,15.0,Grenoble,Les Deux Alpes,Marco Pantani  (Mercatone Uno - Bianchi),Marco Pantani,Erik Zabel,Rodolfo Massi,Jan Ullrich,
1998,3875,16.0,Vizille,Albertville,Jan Ullrich  (Team Deutsche Telekom),Marco Pantani,Erik Zabel,Rodolfo Massi,Jan Ullrich,
1998,3875,17.0,Albertville,Aix-les-Bains,,Marco Pantani,Erik Zabel,Rodolfo Massi,Jan Ullrich,
1998,3875,18.0,Aix-les-Bains,Neuchâtel,Tom Steels  (Mapei - Bricobi),Marco Pantani,Erik Zabel,Christophe Rinero,Jan Ullrich,
1998,3875,19.0,La Chaux-de-Fonds,Autun,Magnus Backstedt  (Gan),Marco Pantani,Erik Zabel,Christophe Rinero,Jan Ullrich,
1998,3875,20.0,Montceau-les-Mines,Le Creusot,Jan Ullrich  (Team Deutsche Telekom),Marco Pantani,Erik Zabel,Christophe Rinero,Jan Ullrich,
1998,3875,21.0,Melun,Paris,Tom Steels  (Mapei - Bricobi),Marco Pantani,Erik Zabel,Christophe Rinero,Jan Ullrich,
1997,3950,0.0,Rouen,Rouen,Chris Boardman  (Gan),Chris Boardman,Chris Boardman,Cyril Saugrain,Jan Ullrich,
1997,3950,1.0,Rouen,Forges-les-Eaux,Mario Cipollini  (Saeco-Estro),Mario Cipollini,Mario Cipollini,Arturas Kasputis,Jan Ullrich,
1997,3950,2.0,St Valery-en-Caux,Vire,Mario Cipollini  (Saeco-Estro),Mario Cipollini,Mario Cipollini,Laurent Brochard,Jan Ullrich,
1997,3950,3.0,Vire,Plumelec,Erik Zabel  (Team Deutsche Telekom),Mario Cipollini,Erik Zabel,Laurent Brochard,Jan Ullrich,
1997,3950,4.0,Plumelec,Puy-du-Fou,Nicola Minali  (Batik-Del Monte),Mario Cipollini,Erik Zabel,Laurent Brochard,Jan Ullrich,
1997,3950,5.0,Chantonnay,La Châtre,Cédric Vasseur  (Gan),Cédric Vasseur,Erik Zabel,Laurent Brochard,Jan Ullrich,
1997,3950,6.0,Le Blanc,Marennes,Jeroen Blijlevens  (Tvm),Cédric Vasseur,Erik Zabel,Laurent Brochard,Jan Ullrich,
1997,3950,7.0,Marennes,Bordeaux,Erik Zabel  (Team Deutsche Telekom),Cédric Vasseur,Erik Zabel,Laurent Brochard,Jan Ullrich,
1997,3950,8.0,Sauternes,Pau,Erik Zabel  (Team Deutsche Telekom),Cédric Vasseur,Erik Zabel,Laurent Brochard,Jan Ullrich,
1997,3950,9.0,Pau,Loudenvielle,Laurent Brochard  (Festina Watches),Cédric Vasseur,Erik Zabel,Laurent Brochard,Jan Ullrich,
1997,3950,10.0,Luchon,Andorre,Jan Ullrich  (Team Deutsche Telekom),Jan Ullrich,Erik Zabel,Richard Virenque,Jan Ullrich,
1997,3950,11.0,Andorre,Perpignan,Laurent Desbiens  (Cofidis),Jan Ullrich,Erik Zabel,Richard Virenque,Jan Ullrich,
1997,3950,12.0,Saint-Etienne,Saint-Etienne,Jan Ullrich  (Team Deutsche Telekom),Jan Ullrich,Erik Zabel,Richard Virenque,Jan Ullrich,
1997,3950,13.0,Saint-Etienne,L'Alpe-d'Huez,Marco Pantani  (Mercatone-Uno),Jan Ullrich,Erik Zabel,Richard Virenque,Jan Ullrich,
1997,3950,14.0,Bourg-d'Oisans,Courchevel,Richard Virenque  (Festina Watches),Jan Ullrich,Erik Zabel,Richard Virenque,Jan Ullrich,
1997,3950,15.0,Courchevel,Morzine,Marco Pantani  (Mercatone-Uno),Jan Ullrich,Erik Zabel,Richard Virenque,Jan Ullrich,
1997,3950,16.0,Morzine,Fribourg,Christophe Mengin  (La Francaise Des Jeux),Jan Ullrich,Erik Zabel,Richard Virenque,Jan Ullrich,
1997,3950,17.0,Fribourg,Colmar,Neil Stephens  (Festina Watches),Jan Ullrich,Erik Zabel,Richard Virenque,Jan Ullrich,
1997,3950,18.0,Colmar,Montbéliard,Didier Rous  (Festina Watches),Jan Ullrich,Erik Zabel,Richard Virenque,Jan Ullrich,
1997,3950,19.0,Montbéliard,Dijon,Mario Traversoni  (Mercatone-Uno),Jan Ullrich,Erik Zabel,Richard Virenque,Jan Ullrich,
1997,3950,20.0,Disneyland-Paris,Disneyland-Paris,Abraham Olano  (Banesto),Jan Ullrich,Erik Zabel,Richard Virenque,Jan Ullrich,
1997,3950,21.0,Disneyland-Paris,Paris,Nicola Minali  (Batik-Del Monte),Jan Ullrich,Erik Zabel,Richard Virenque,Jan Ullrich,
1996,3765,0.0,'s-Hertogenbosch,'s-Hertogenbosch,Alex Zulle  (Once),Alex Zulle,Nan,Nan,Nan,
1996,3765,1.0,'s-Hertogenbosch,'s-Hertogenbosch,Frédéric Moncassin  (Gan),Alex Zulle,Nan,Nan,Nan,
1996,3765,2.0,'s-Hertogenbosch,Wasquehal,Mario Cipollini  (Saeco),Alex Zulle,Nan,Nan,Nan,
1996,3765,3.0,Wasquehal,Nogent-sur-Oise,Erik Zabel  (Team Deutsche Telekom),Frédéric Moncassin,Nan,Nan,Nan,
1996,3765,4.0,Soissons,Lac de Madine,Cyril Saugrain  (Aubervilliers 93-Peugeot),Stéphane Heulot,Nan,Nan,Nan,
1996,3765,5.0,Lac de Madine,Besançon,Jeroen Blijlevens  (Tvm),Stéphane Heulot,Nan,Nan,Nan,
1996,3765,6.0,Arc-et-Senans,Aix-les-Bains,Michael Boogerd  (Rabobank),Stéphane Heulot,Nan,Nan,Nan,
1996,3765,7.0,Chambéry,Les Arcs,Luc Leblanc  (Team Polti),Evgueni Berzin,Nan,Nan,Nan,
1996,3765,8.0,Bourg Saint Maurice,val_d_isere,Evgueni Berzin  (Gewiss-Playbus),Evgueni Berzin,Nan,Nan,Nan,
1996,3765,9.0,Monetier les Bains,Sestrières,Bjarne Riis  (Team Deutsche Telekom),Bjarne Riis,Nan,Nan,Nan,
1996,3765,10.0,Turin,Gap,Erik Zabel  (Team Deutsche Telekom),Bjarne Riis,Nan,Nan,Nan,
1996,3765,11.0,Gap,Valence,Chepe Gonzalez Pico  (Kelme-Artiach-Costa Blanca),Bjarne Riis,Nan,Nan,Nan,
1996,3765,12.0,Valence,Le Puy-en-Velay,Pascal Richard  (Mg-Technogym),Bjarne Riis,Nan,Nan,Nan,
1996,3765,13.0,Le Puy-en-Velay,Superbesse,Rolf Sorensen  (Rabobank),Bjarne Riis,Nan,Nan,Nan,
1996,3765,14.0,Besse,Tulle,Djamolidine Abdoujaparov  (Ceramiche Refin-Mobilvetta),Bjarne Riis,Nan,Nan,Nan,
1996,3765,15.0,Brive-la-Gaillarde,Villeneuve-sur-Lot,Massimo Podenzana  (Carrera Blue Jeans-Longoni),Bjarne Riis,Nan,Nan,Nan,
1996,3765,16.0,Agen,Hautacam,Bjarne Riis  (Team Deutsche Telekom),Bjarne Riis,Nan,Nan,Nan,
1996,3765,17.0,Argelès-Gazost,Pampelune,Laurent Dufaux  (Festina),Bjarne Riis,Nan,Nan,Nan,
1996,3765,18.0,Pampelune,Hendaye,Bart Voskamp  (Tvm),Bjarne Riis,Nan,Nan,Nan,
1996,3765,19.0,Hendaye,Bordeaux,Frédéric Moncassin  (Gan),Bjarne Riis,Nan,Nan,Nan,
1996,3765,20.0,Bordeaux,Saint-Emilion,Jan Ullrich  (Team Deutsche Telekom),Bjarne Riis,Nan,Nan,Nan,
1996,3765,21.0,Palaiseau,Paris,Fabio Baldato  (Mg-Technogym),Bjarne Riis,Erik Zabel,Richard Virenque,Jan Ullrich,
1995,3635,0.0,Saint-Brieuc,Saint-Brieuc,Jacky Durand  (Castorama),Jacky Durand,Nan,Nan,Nan,
1995,3635,1.0,Dinan,Lannion,Fabio Baldato  (Mg-Technogym),Jacky Durand,Nan,Nan,Nan,
1995,3635,2.0,Perros-Guirec,Vitré,Djamolidine Abdoujaparov  (Novell),Laurent Jalabert,Nan,Nan,Nan,
1995,3635,3.0,Mayenne,Alençon,Gewiss-Ballan,Laurent Jalabert,Nan,Nan,Nan,
1995,3635,4.0,Alençon,Le Havre,Djamolidine Abdoujaparov  (Novell),Ivan Gotti,Nan,Nan,Nan,
1995,3635,5.0,Fecamp,Dunkerque,Jeroen Blijlevens  (Tvm-Polis Direct),Ivan Gotti,Nan,Nan,Nan,
1995,3635,6.0,Dunkerque,Charleroi,Erik Zabel  (Telecom-Zg-Selle Italia),Bjarne Riis,Nan,Nan,Nan,
1995,3635,7.0,Charleroi,Liège,Johan Bruyneel  (Once),Johan Bruyneel,Nan,Nan,Nan,
1995,3635,8.0,Huy,Seraing,Miguel Indurain  (Banesto),Miguel Indurain,Nan,Nan,Nan,
1995,3635,9.0,le_grand_bornand,La Plagne,Alex Zulle  (Once),Miguel Indurain,Nan,Nan,Nan,
1995,3635,10.0,Aime,L'Alpe-d'Huez,Marco Pantani  (Carrera-Tassoni),Miguel Indurain,Nan,Nan,Nan,
1995,3635,11.0,Bourg-d'Oisans,Saint-Etienne,Maximilian Sciandri  (Mg-Technogym),Miguel Indurain,Nan,Nan,Nan,
1995,3635,12.0,Saint-Etienne,Mende,Laurent Jalabert  (Once),Miguel Indurain,Nan,Nan,Nan,
1995,3635,13.0,Mende,Revel,Serguei Outschakov  (Team Polti),Miguel Indurain,Nan,Nan,Nan,
1995,3635,14.0,Saint Orens de G.,Guzet-Neige,Marco Pantani  (Carrera-Tassoni),Miguel Indurain,Nan,Nan,Nan,
1995,3635,15.0,Saint-Girons,Cauterets,Richard Virenque  (Festina Watches),Miguel Indurain,Nan,Nan,Nan,
1995,3635,16.0,Tarbes,Pau,,Miguel Indurain,Nan,Nan,Nan,
1995,3635,17.0,Pau,Bordeaux,Erik Zabel  (Telecom-Zg-Selle Italia),Miguel Indurain,Nan,Nan,Nan,
1995,3635,18.0,Montpon-Monesterol,Limoges,Lance Armstrong  (Motorola),Miguel Indurain,Nan,Nan,Nan,
1995,3635,19.0,Lac de Vassivière,Lac de Vassivière,Miguel Indurain  (Banesto),Miguel Indurain,Nan,Nan,Nan,
1995,3635,20.0,Sainte Geneviève des Bois,Paris,Djamolidine Abdoujaparov  (Novell),Miguel Indurain,Laurent Jalabert,Richard Virenque,Marco Pantani,
1994,3978,0.0,Lille,Lille,Chris Boardman  (Gan),Chris Boardman,Nan,Nan,,
1994,3978,1.0,Lille,Armentieres,Djamolidine Abdoujaparov  (Team Polti),Chris Boardman,Nan,Nan,,
1994,3978,2.0,Roubaix,Boulogne-sur-Mer,Jean-Paul Van Poppel  (Festina-Andorra),Chris Boardman,Nan,Nan,,
1994,3978,3.0,Calais,Eurotunnel,Gb-Mg Technogym,Johan Museeuw,Nan,Nan,,
1994,3978,4.0,Douvres,Brighton,Francisco Cabello  (Kelme-Avianca),Flavio Vanzella,Nan,Nan,,
1994,3978,5.0,Portsmouth,Portsmouth,Nicola Minali  (Gewiss-Ballan),Flavio Vanzella,Nan,Nan,,
1994,3978,6.0,Cherbourg-en-Cotentin,Rennes,Gianluca Bortolami  (Mapei-Clas),Sean Yates,Nan,Nan,,
1994,3978,7.0,Rennes,Futuroscope,Jan Svorada  (Lampre-Panaria),Johan Museeuw,Nan,Nan,,
1994,3978,8.0,Poitiers,Trelissac,Bo Hamburger  (Tvm-Bison),Johan Museeuw,Nan,Nan,,
1994,3978,9.0,Périgueux,Bergerac,Miguel Indurain  (Banesto),Miguel Indurain,Nan,Nan,,
1994,3978,10.0,Bergerac,Cahors,Jacky Durand  (Castorama),Miguel Indurain,Nan,Nan,,
1994,3978,11.0,Cahors,Hautacam,Luc Leblanc  (Festina-Andorra),Miguel Indurain,Nan,Nan,,
1994,3978,12.0,Hautacam,Luz-Ardiden,Richard Virenque  (Festina-Andorra),Miguel Indurain,Nan,Nan,,
1994,3978,13.0,Bagnères-de-Bigorre,Albi,Bjarne Riis  (Gewiss-Ballan),Miguel Indurain,Nan,Nan,,
1994,3978,14.0,Castres,Montpellier,Rolf Sorensen  (Gb-Mg Technogym),Miguel Indurain,Nan,Nan,,
1994,3978,15.0,Montpellier,Carpentras,Eros Poli  (Mercatone Uno-Medeghini),Miguel Indurain,Nan,Nan,,
1994,3978,16.0,Valréas,L'Alpe-d'Huez,Roberto Conti  (Lampre-Panaria),Miguel Indurain,Nan,Nan,,
1994,3978,17.0,Bourg-d'Oisans,Val Thorens,Nelson Rodriguez  (Zg Mobili-Selle Italia),Miguel Indurain,Nan,Nan,,
1994,3978,18.0,Moûtiers,Cluses,Piotr Ugrumov  (Gewiss-Ballan),Miguel Indurain,Nan,Nan,,
1994,3978,19.0,Cluses,Avoriaz,Piotr Ugrumov  (Gewiss-Ballan),Miguel Indurain,Nan,Nan,,
1994,3978,20.0,Morzine,Lac Saint Point - Malbuisson,Djamolidine Abdoujaparov  (Team Polti),Miguel Indurain,Nan,Nan,,
1994,3978,21.0,Disneyland-Paris,Paris,Eddy Seigneur  (Gan),Miguel Indurain,Djamolidine Abdoujaparov,Richard Virenque,,
1993,3714,0.0,Puy-du-Fou,Puy-du-Fou,Miguel Indurain  (Banesto),Miguel Indurain,Nan,Nan,Nan,
1993,3714,1.0,Luçon,Les Sables,Mario Cipollini  (Gb-Mg-Maglificio),Miguel Indurain,Nan,Nan,Nan,
1993,3714,2.0,Les Sables,Vannes,Wilfried Nelissen  (Novemail-Laser Computer),Wilfried Nelissen,Nan,Nan,Nan,
1993,3714,3.0,Vannes,Dinard,Djamolidine Abdoujaparov  (Lampre-Polti),Wilfried Nelissen,Nan,Nan,Nan,
1993,3714,4.0,Dinard,Avranches,Gb-Mg-Maglificio,Mario Cipollini,Nan,Nan,Nan,
1993,3714,5.0,Avranches,Evreux,Jesper Skibby  (Tvm-Bison),Wilfried Nelissen,Nan,Nan,Nan,
1993,3714,6.0,Evreux,Amiens,Johan Bruyneel  (Once),Mario Cipollini,Nan,Nan,Nan,
1993,3714,7.0,Péronne,Chalons-sur-Marne,Bjarne Riis  (Tdf 1993 Ari),Johan Museeuw,Nan,Nan,Nan,
1993,3714,8.0,Chalons-sur-Marne,Verdun,Lance Armstrong  (Motorola),Johan Museeuw,Nan,Nan,Nan,
1993,3714,9.0,Lac de Madine,Lac de Madine,Miguel Indurain  (Banesto),Miguel Indurain,Nan,Nan,Nan,
1993,3714,10.0,Villard-de-Lans,Serre-Chevalier,Tony Rominger  (Clas-Cajastur),Miguel Indurain,Nan,Nan,Nan,
1993,3714,11.0,Serre-Chevalier,Isola 2000,Tony Rominger  (Clas-Cajastur),Miguel Indurain,Nan,Nan,Nan,
1993,3714,12.0,Isola 2000,Marseille,Fabio Roscioli  (Carrera Jeans-Tassoni),Miguel Indurain,Nan,Nan,Nan,
1993,3714,13.0,Marseille,Montpellier,Olaf Ludwig  (Telecom),Miguel Indurain,Nan,Nan,Nan,
1993,3714,14.0,Montpellier,Perpignan,Pascal Lino  (Festina),Miguel Indurain,Nan,Nan,Nan,
1993,3714,15.0,Perpignan,Andorre,Oliverio Rincon  (Amaya Seguros),Miguel Indurain,Nan,Nan,Nan,
1993,3714,16.0,Andorre,Saint-Lary-Soulan Col du Portet,Zenon Jaskula  (Gb-Mg-Maglificio),Miguel Indurain,Nan,Nan,Nan,
1993,3714,17.0,Tarbes,Pau,Claudio Chiappucci  (Carrera Jeans-Tassoni),Miguel Indurain,Nan,Nan,Nan,
1993,3714,18.0,Orthez,Bordeaux,Djamolidine Abdoujaparov  (Lampre-Polti),Miguel Indurain,Nan,Nan,Nan,
1993,3714,19.0,Brétigny-sur-Orge,Montlhéry,Tony Rominger  (Clas-Cajastur),Miguel Indurain,Nan,Nan,Nan,
1993,3714,20.0,Viry-Chatillon,Paris,Djamolidine Abdoujaparov  (Lampre-Polti),Miguel Indurain,Djamolidine Abdoujaparov,Tony Rominger,Antonio Martin,
1992,3983,0.0,Saint-Sébastien,Saint-Sébastien,Miguel Indurain  (Banesto),Miguel Indurain,Nan,Nan,Nan,
1992,3983,1.0,Saint-Sébastien,Saint-Sébastien,Dominique Arnould  (Castorama),Alex Zulle,Nan,Nan,Nan,
1992,3983,2.0,Saint-Sébastien,Pau,Javier Murguialday  (Amaya Seguros),Richard Virenque,Nan,Nan,Nan,
1992,3983,3.0,Pau,Bordeaux,Rob Harmeling  (Tvm),Pascal Lino,Nan,Nan,Nan,
1992,3983,4.0,Libourne,Libourne,Panasonic-Sportlife,Pascal Lino,Nan,Nan,Nan,
1992,3983,5.0,Nogent-sur-Oise,Wasquehal,Guido Bontempi  (Carrera Jeans-Tassoni),Pascal Lino,Nan,Nan,Nan,
1992,3983,6.0,Roubaix,Bruxelles,Laurent Jalabert  (Once),Pascal Lino,Nan,Nan,Nan,
1992,3983,7.0,Bruxelles,Valkenburg,Gilles Delion  (Helvetia-Commodore),Pascal Lino,Nan,Nan,Nan,
1992,3983,8.0,Valkenburg,Coblence,Jan Nevens  (Lotto-Belgacom),Pascal Lino,Nan,Nan,Nan,
1992,3983,9.0,Luxembourg,Luxembourg,Miguel Indurain  (Banesto),Pascal Lino,Nan,Nan,Nan,
1992,3983,10.0,Luxembourg,Strasbourg,Jean-Paul Van Poppel  (Pdm-Concorde),Pascal Lino,Nan,Nan,Nan,
1992,3983,11.0,Strasbourg,Mulhouse,Laurent Fignon  (Gatorade-Chateau D'Ax),Pascal Lino,Nan,Nan,Nan,
1992,3983,12.0,Dole,Saint-Gervais,Rolf Jaermann  (Ariostea),Pascal Lino,Nan,Nan,Nan,
1992,3983,13.0,Saint-Gervais,Sestrières,Claudio Chiappucci  (Carrera Jeans-Tassoni),Miguel Indurain,Nan,Nan,Nan,
1992,3983,14.0,Sestrières,L'Alpe-d'Huez,Andrew ''Andy'' Hampsten  (Motorola),Miguel Indurain,Nan,Nan,Nan,
1992,3983,15.0,Bourg-d'Oisans,Saint-Etienne,Franco Chioccioli  (Gb-Mg-Maglificio),Miguel Indurain,Nan,Nan,Nan,
1992,3983,16.0,Saint-Etienne,La Bourboule,Stephen Roche  (Carrera Jeans-Tassoni),Miguel Indurain,Nan,Nan,Nan,
1992,3983,17.0,La Bourboule,Montluçon,Jean-Claude Colotti  (Z),Miguel Indurain,Nan,Nan,Nan,
1992,3983,18.0,Montluçon,Tours,Thierry Marie  (Castorama),Miguel Indurain,Nan,Nan,Nan,
1992,3983,19.0,Tours,Blois,Miguel Indurain  (Banesto),Miguel Indurain,Nan,Nan,Nan,
1992,3983,20.0,Blois,Nanterre,Peter Declercq  (Lotto-Belgacom),Miguel Indurain,Nan,Nan,Nan,
1992,3983,21.0,La Défense,Paris,Olaf Ludwig  (Panasonic-Sportlife),Miguel Indurain,Laurent Jalabert,Claudio Chiappucci,Eddy Bouwmans,
1991,3914,0.0,Lyon,Lyon,Thierry Marie  (Castorama),Thierry Marie,Nan,Nan,Nan,
1991,3914,1.0,Lyon,Lyon,Djamolidine Abdoujaparov  (Carrera Jeans),Greg Lemond,Nan,Nan,Nan,
1991,3914,2.0,Bron,Chassieu,Ceramiche-Ariostea,Rolf Sorensen,Nan,Nan,Nan,
1991,3914,3.0,Villeurbanne,Dijon,Etienne De Wilde  (Histor-Sigma),Rolf Sorensen,Nan,Nan,Nan,
1991,3914,4.0,Dijon,Reims,Djamolidine Abdoujaparov  (Carrera Jeans),Rolf Sorensen,Nan,Nan,Nan,
