Stages,Parcours,Winner of stage,Year,Start,Finish,Rider,Team
16.0,Trets > Pra Loup,JOS DE SCHOENMACKER  (MARC-IWC-VRD),1980,Trets,Pra Loup,JOS DE SCHOENMACKER,MARC-IWC-VRD
17.0,Serre-Chevalier > Morzine,MARIANO MARTINEZ  (LA REDOUTE-MOTOBECANE),1980,Serre-Chevalier,Morzine,MARIANO MARTINEZ,LA REDOUTE-MOTOBECANE
18.0,Morzine > Prapoutel,LUDO LOOS  (MARC-IWC-VRD),1980,Morzine,Prapoutel,LUDO LOOS,MARC-IWC-VRD
19.0,Voreppe > Saint-Etienne,SEAN KELLY  (SPLENDOR-ADMIRAL-TV EKSPRES),1980,Voreppe,Saint-Etienne,SEAN KELLY,SPLENDOR-ADMIRAL-TV EKSPRES
20.0,Saint-Etienne > Saint-Etienne,JOOP ZOETEMELK  (TI-RALEIGH-CREDA),1980,Saint-Etienne,Saint-Etienne,JOOP ZOETEMELK,TI-RALEIGH-CREDA
21.0,Auxerre > Fontenay-sous-Bois,SEAN KELLY  (SPLENDOR-ADMIRAL-TV EKSPRES),1980,Auxerre,Fontenay-sous-Bois,SEAN KELLY,SPLENDOR-ADMIRAL-TV EKSPRES
22.0,Fontenay-sous-Bois > Paris,POL VERSCHUERE  (IJSBOERKE-WARNCKE-KOGA MIYATA),1980,Fontenay-sous-Bois,Paris,POL VERSCHUERE,IJSBOERKE-WARNCKE-KOGA MIYATA
0.0,Nice > Nice,BERNARD HINAULT  (RENAULT-GITANE),1981,Nice,Nice,BERNARD HINAULT,RENAULT-GITANE
1.1,Nice > Nice,FREDDY MAERTENS  (SUNAIR-COLNAGO),1981,Nice,Nice,FREDDY MAERTENS,SUNAIR-COLNAGO
1.2,Nice > Antibes,TI-RALEIGH-CREDA,1981,Nice,Antibes,TI-RALEIGH-CREDA,TI-RALEIGH-CREDA
2.0,Nice > Martigues,JOHAN VAN DER VELDE  (TI-RALEIGH-CREDA),1981,Nice,Martigues,JOHAN VAN DER VELDE,TI-RALEIGH-CREDA
3.0,Martigues > Narbonne,FREDDY MAERTENS  (SUNAIR-COLNAGO),1981,Martigues,Narbonne,FREDDY MAERTENS,SUNAIR-COLNAGO
4.0,Narbonne > Carcassonne,TI-RALEIGH-CREDA,1981,Narbonne,Carcassonne,TI-RALEIGH-CREDA,TI-RALEIGH-CREDA
5.0,Saint Gaudens > Saint-Lary-Soulan Col du Portet,LUCIEN VAN IMPE  (BOSTON-MAVIC),1981,Saint Gaudens,Saint-Lary-Soulan Col du Portet,LUCIEN VAN IMPE,BOSTON-MAVIC
6.0,Nay > Pau,BERNARD HINAULT  (RENAULT-GITANE),1981,Nay,Pau,BERNARD HINAULT,RENAULT-GITANE
7.0,Pau > Bordeaux,URS FREULER  (TI-RALEIGH-CREDA),1981,Pau,Bordeaux,URS FREULER,TI-RALEIGH-CREDA
8.0,Rochefort > Nantes,AD WIJNANDS  (TI-RALEIGH-CREDA),1981,Rochefort,Nantes,AD WIJNANDS,TI-RALEIGH-CREDA
9.0,Nantes > Le Mans,RENÉ MARTENS  (DAF TRUCKS-COTE D'OR),1981,Nantes,Le Mans,RENÉ MARTENS,DAF TRUCKS-COTE D'OR
10.0,Le Mans > Aulnay-sous-Bois,AD WIJNANDS  (TI-RALEIGH-CREDA),1981,Le Mans,Aulnay-sous-Bois,AD WIJNANDS,TI-RALEIGH-CREDA
11.0,Compiègne > Roubaix,DANIEL WILLEMS  (CAPRI SONNE- KOGA MIYATA),1981,Compiègne,Roubaix,DANIEL WILLEMS,CAPRI SONNE- KOGA MIYATA
12.1,Roubaix > Bruxelles,FREDDY MAERTENS  (SUNAIR-COLNAGO),1981,Roubaix,Bruxelles,FREDDY MAERTENS,SUNAIR-COLNAGO
12.2,Bruxelles > Zolder,EDDY PLANCKAERT  (WICKES-SPLENDOR-EUROP DECOR),1981,Bruxelles,Zolder,EDDY PLANCKAERT,WICKES-SPLENDOR-EUROP DECOR
13.0,Beringen > Hasselt,FREDDY MAERTENS  (SUNAIR-COLNAGO),1981,Beringen,Hasselt,FREDDY MAERTENS,SUNAIR-COLNAGO
14.0,Hasselt > Mulhouse,BERNARD HINAULT  (RENAULT-GITANE),1981,Hasselt,Mulhouse,BERNARD HINAULT,RENAULT-GITANE
15.0,Besançon > Thonon,SEAN KELLY  (WICKES-SPLENDOR-EUROP DECOR),1981,Besançon,Thonon,SEAN KELLY,WICKES-SPLENDOR-EUROP DECOR
16.0,Thonon > Morzine,ROBERT ALBAN  (LA REDOUTE-MOTOBECANE),1981,Thonon,Morzine,ROBERT ALBAN,LA REDOUTE-MOTOBECANE
17.0,Morzine > L'Alpe-d'Huez,PETER WINNEN  (CAPRI SONNE- KOGA MIYATA),1981,Morzine,L'Alpe-d'Huez,PETER WINNEN,CAPRI SONNE- KOGA MIYATA
18.0,L'Alpe-d'Huez > Le Pleynet,BERNARD HINAULT  (RENAULT-GITANE),1981,L'Alpe-d'Huez,Le Pleynet,BERNARD HINAULT,RENAULT-GITANE
19.0,Veurey > Saint-Priest,DANIEL WILLEMS  (CAPRI SONNE- KOGA MIYATA),1981,Veurey,Saint-Priest,DANIEL WILLEMS,CAPRI SONNE- KOGA MIYATA
20.0,Saint-Priest > Saint-Priest,BERNARD HINAULT  (RENAULT-GITANE),1981,Saint-Priest,Saint-Priest,BERNARD HINAULT,RENAULT-GITANE
21.0,Auxerre > Fontenay-sous-Bois,JOHAN VAN DER VELDE  (TI-RALEIGH-CREDA),1981,Auxerre,Fontenay-sous-Bois,JOHAN VAN DER VELDE,TI-RALEIGH-CREDA
22.0,Fontenay-sous-Bois > Paris,FREDDY MAERTENS  (SUNAIR-COLNAGO),1981,Fontenay-sous-Bois,Paris,FREDDY MAERTENS,SUNAIR-COLNAGO
0.0,Bâle > Bâle,BERNARD HINAULT  (RENAULT-GITANE),1982,Bâle,Bâle,BERNARD HINAULT,RENAULT-GITANE
1.0,Mohlin > Mohlin,LUDO PEETERS  (TI-RALEIGH-CAMPAGNOLO),1982,Mohlin,Mohlin,LUDO PEETERS,TI-RALEIGH-CAMPAGNOLO
2.0,Bâle > Nancy,PHIL ANDERSON  (PEUGEOT-SHELL-MICHELIN),1982,Bâle,Nancy,PHIL ANDERSON,PEUGEOT-SHELL-MICHELIN
3.0,Nancy > Longwy,DANIEL WILLEMS  (SUNAIR-COLNAGO-CAMPAGNOLO),1982,Nancy,Longwy,DANIEL WILLEMS,SUNAIR-COLNAGO-CAMPAGNOLO
4.0,Beauraing > Mouscron,GERRIE KNETEMANN  (TI-RALEIGH-CAMPAGNOLO),1982,Beauraing,Mouscron,GERRIE KNETEMANN,TI-RALEIGH-CAMPAGNOLO
6.0,Lille > Lille,JAN RAAS  (TI-RALEIGH-CAMPAGNOLO),1982,Lille,Lille,JAN RAAS,TI-RALEIGH-CAMPAGNOLO
7.0,Cancale > Concarneau,POL VERSCHUERE  (VERMEER THIJS-GIOS),1982,Cancale,Concarneau,POL VERSCHUERE,VERMEER THIJS-GIOS
8.0,Concarneau > Chateaulin,FRANK HOSTE  (TI-RALEIGH-CAMPAGNOLO),1982,Concarneau,Chateaulin,FRANK HOSTE,TI-RALEIGH-CAMPAGNOLO
9.1,Lorient > Plumelec,TI-RALEIGH-CAMPAGNOLO,1982,Lorient,Plumelec,TI-RALEIGH-CAMPAGNOLO,TI-RALEIGH-CAMPAGNOLO
9.2,Plumelec > Nantes,STEFAN MUTTER  (PUCH-EOROTEX-CAMPAGNOLO),1982,Plumelec,Nantes,STEFAN MUTTER,PUCH-EOROTEX-CAMPAGNOLO
10.0,Saintes > Bordeaux,PIERRE-RAYMOND VILLEMIANE  (WOLBER-SPIDEL),1982,Saintes,Bordeaux,PIERRE-RAYMOND VILLEMIANE,WOLBER-SPIDEL
11.0,Bordeaux > Valence d'Agen,GERRIE KNETEMANN  (TI-RALEIGH-CAMPAGNOLO),1982,Bordeaux,Valence d'Agen,GERRIE KNETEMANN,TI-RALEIGH-CAMPAGNOLO
12.0,Fleurance > Pau,SEAN KELLY  (SEM-FRANCE LOIRE-CAMPAGNOLO),1982,Fleurance,Pau,SEAN KELLY,SEM-FRANCE LOIRE-CAMPAGNOLO
13.0,Pau > Saint-Lary-Soulan Col du Portet,BEAT BREU  (CILO-AUFINA),1982,Pau,Saint-Lary-Soulan Col du Portet,BEAT BREU,CILO-AUFINA
14.0,Martigues > Martigues,BERNARD HINAULT  (RENAULT-GITANE),1982,Martigues,Martigues,BERNARD HINAULT,RENAULT-GITANE
15.0,Manosque > Orcières-Merlette,PASCAL SIMON  (PEUGEOT-SHELL-MICHELIN),1982,Manosque,Orcières-Merlette,PASCAL SIMON,PEUGEOT-SHELL-MICHELIN
16.0,Orcières-Merlette > L'Alpe-d'Huez,BEAT BREU  (CILO-AUFINA),1982,Orcières-Merlette,L'Alpe-d'Huez,BEAT BREU,CILO-AUFINA
17.0,Bourg-d'Oisans > Morzine,PETER WINNEN  (CAPRI SONNE-CAMPAGNOLO-MERCKX),1982,Bourg-d'Oisans,Morzine,PETER WINNEN,CAPRI SONNE-CAMPAGNOLO-MERCKX
18.0,Morzine > Saint-Priest,ADRI VAN HOUWELINGEN  (VERMEER THIJS-GIOS),1982,Morzine,Saint-Priest,ADRI VAN HOUWELINGEN,VERMEER THIJS-GIOS
19.0,Saint-Priest > Saint-Priest,BERNARD HINAULT  (RENAULT-GITANE),1982,Saint-Priest,Saint-Priest,BERNARD HINAULT,RENAULT-GITANE
20.0,Sens > Aulnay-sous-Bois,DANIEL WILLEMS  (SUNAIR-COLNAGO-CAMPAGNOLO),1982,Sens,Aulnay-sous-Bois,DANIEL WILLEMS,SUNAIR-COLNAGO-CAMPAGNOLO
21.0,Fontenay-sous-Bois > Paris,BERNARD HINAULT  (RENAULT-GITANE),1982,Fontenay-sous-Bois,Paris,BERNARD HINAULT,RENAULT-GITANE
0.0,Fontenay-sous-Bois > Fontenay-sous-Bois,ERIC VANDERAERDEN  (AERNOUDT-HOONVED-ZEEP MARC),1983,Fontenay-sous-Bois,Fontenay-sous-Bois,ERIC VANDERAERDEN,AERNOUDT-HOONVED-ZEEP MARC
1.0,Nogent-sur-Marne > Créteil,FRITS PIRARD  (METAUROBILI-PINARELLO),1983,Nogent-sur-Marne,Créteil,FRITS PIRARD,METAUROBILI-PINARELLO
2.0,Soissons > Fontaine-au-Pire,COOP-MERCIER-MAVIC,1983,Soissons,Fontaine-au-Pire,COOP-MERCIER-MAVIC,COOP-MERCIER-MAVIC
3.0,Valenciennes > Roubaix,RUDY MATTHIJS  (BOULE D'OR-COLNAGO-CAMPAGNOLO),1983,Valenciennes,Roubaix,RUDY MATTHIJS,BOULE D'OR-COLNAGO-CAMPAGNOLO
4.0,Roubaix > Le Havre,SERGE DEMIERRE  (CILO-AUFINA),1983,Roubaix,Le Havre,SERGE DEMIERRE,CILO-AUFINA
5.0,Le Havre > Le Mans,DOMINIQUE GAIGNE  (RENAULT-ELF-GITANE),1983,Le Havre,Le Mans,DOMINIQUE GAIGNE,RENAULT-ELF-GITANE
6.0,Châteaubriant > Nantes,BERT OOSTERBOSCH  (TI-RALEIGH-CAMPAGNOLO),1983,Châteaubriant,Nantes,BERT OOSTERBOSCH,TI-RALEIGH-CAMPAGNOLO
7.0,Nantes > Ile d'Oléron,RICCARDO MAGRINI  (METAUROBILI-PINARELLO),1983,Nantes,Ile d'Oléron,RICCARDO MAGRINI,METAUROBILI-PINARELLO
8.0,La Rochelle > Bordeaux,BERT OOSTERBOSCH  (TI-RALEIGH-CAMPAGNOLO),1983,La Rochelle,Bordeaux,BERT OOSTERBOSCH,TI-RALEIGH-CAMPAGNOLO
9.0,Bordeaux > Pau,PHILIPPE CHEVALLIER  (RENAULT-ELF-GITANE),1983,Bordeaux,Pau,PHILIPPE CHEVALLIER,RENAULT-ELF-GITANE
10.0,Pau > Luchon,ROBERT MILLAR  (PEUGEOT-SHELL-MICHELIN),1983,Pau,Luchon,ROBERT MILLAR,PEUGEOT-SHELL-MICHELIN
11.0,Luchon > Fleurance,RÉGIS CLERE  (COOP-MERCIER-MAVIC),1983,Luchon,Fleurance,RÉGIS CLERE,COOP-MERCIER-MAVIC
12.0,Fleurance > Roquefort,KIM ANDERSEN  (COOP-MERCIER-MAVIC),1983,Fleurance,Roquefort,KIM ANDERSEN,COOP-MERCIER-MAVIC
13.0,Roquefort > Aurillac,HENK LUBBERDING  (TI-RALEIGH-CAMPAGNOLO),1983,Roquefort,Aurillac,HENK LUBBERDING,TI-RALEIGH-CAMPAGNOLO
14.0,Aurillac > Issoire,PIERRE LE BIGAULT  (COOP-MERCIER-MAVIC),1983,Aurillac,Issoire,PIERRE LE BIGAULT,COOP-MERCIER-MAVIC
15.0,Clermont-Ferrand > Puy de Dôme,ANGEL ARROYO  (REYNOLDS),1983,Clermont-Ferrand,Puy de Dôme,ANGEL ARROYO,REYNOLDS
16.0,Issoire > Saint-Etienne,MICHEL LAURENT  (COOP-MERCIER-MAVIC),1983,Issoire,Saint-Etienne,MICHEL LAURENT,COOP-MERCIER-MAVIC
17.0,La Tour du Pin > L'Alpe-d'Huez,PETER WINNEN  (TI-RALEIGH-CAMPAGNOLO),1983,La Tour du Pin,L'Alpe-d'Huez,PETER WINNEN,TI-RALEIGH-CAMPAGNOLO
18.0,Bourg-d'Oisans > Morzine,JACQUES MICHAUD  (COOP-MERCIER-MAVIC),1983,Bourg-d'Oisans,Morzine,JACQUES MICHAUD,COOP-MERCIER-MAVIC
19.0,Morzine > Avoriaz,LUCIEN VAN IMPE  (METAUROBILI-PINARELLO),1983,Morzine,Avoriaz,LUCIEN VAN IMPE,METAUROBILI-PINARELLO
20.0,Morzine > Dijon,PHILIPPE LELEU  (WOLBER),1983,Morzine,Dijon,PHILIPPE LELEU,WOLBER
21.0,Dijon > Dijon,LAURENT FIGNON  (RENAULT-ELF-GITANE),1983,Dijon,Dijon,LAURENT FIGNON,RENAULT-ELF-GITANE
22.0,Alfortville > Paris,GILBERT GLAUS  (CILO-AUFINA),1983,Alfortville,Paris,GILBERT GLAUS,CILO-AUFINA
0.0,Montreuil > Noisy-le-Sec,BERNARD HINAULT  (LA VIE CLAIRE-TERRAILLON),1984,Montreuil,Noisy-le-Sec,BERNARD HINAULT,LA VIE CLAIRE-TERRAILLON
1.0,Bondy > Saint-Denis,FRANK HOSTE  (BOULE D'OR-EUROP DECOR-EDDY MERCKX),1984,Bondy,Saint-Denis,FRANK HOSTE,BOULE D'OR-EUROP DECOR-EDDY MERCKX
2.0,Bobigny > Louvroil,MARC MADIOT  (RENAULT-ELF),1984,Bobigny,Louvroil,MARC MADIOT,RENAULT-ELF
3.0,Louvroil > Valenciennes,RENAULT-ELF,1984,Louvroil,Valenciennes,RENAULT-ELF,RENAULT-ELF
4.0,Valenciennes > Béthune,FERDI VAN DEN HAUTE  (LA REDOUTE),1984,Valenciennes,Béthune,FERDI VAN DEN HAUTE,LA REDOUTE
5.0,Béthune > Cergy-Pontoise,PAULO FERREIRA  (SPORTING LISBONNE-RAPOSEIRA),1984,Béthune,Cergy-Pontoise,PAULO FERREIRA,SPORTING LISBONNE-RAPOSEIRA
6.0,Cergy-Pontoise > Alençon,FRANK HOSTE  (BOULE D'OR-EUROP DECOR-EDDY MERCKX),1984,Cergy-Pontoise,Alençon,FRANK HOSTE,BOULE D'OR-EUROP DECOR-EDDY MERCKX
7.0,Alençon > Le Mans,LAURENT FIGNON  (RENAULT-ELF),1984,Alençon,Le Mans,LAURENT FIGNON,RENAULT-ELF
8.0,Le Mans > Nantes,PASCAL JULES  (RENAULT-ELF),1984,Le Mans,Nantes,PASCAL JULES,RENAULT-ELF
9.0,Nantes > Bordeaux,JAN RAAS  (KWANTUM HALLEN-DECOSOL),1984,Nantes,Bordeaux,JAN RAAS,KWANTUM HALLEN-DECOSOL
10.0,Langon > Pau,ERIC VANDERAERDEN  (PANASONIC-RALEIGH),1984,Langon,Pau,ERIC VANDERAERDEN,PANASONIC-RALEIGH
11.0,Pau > Guzet-Neige,ROBERT MILLAR  (PEUGEOT-SHELL-MICHELIN),1984,Pau,Guzet-Neige,ROBERT MILLAR,PEUGEOT-SHELL-MICHELIN
12.0,Saint-Girons > Blagnac,PASCAL POISSON  (RENAULT-ELF),1984,Saint-Girons,Blagnac,PASCAL POISSON,RENAULT-ELF
13.0,Blagnac > Rodez,PIERRE-HENRI MENTHEOUR  (RENAULT-ELF),1984,Blagnac,Rodez,PIERRE-HENRI MENTHEOUR,RENAULT-ELF
14.0,Rodez > Domaine du Rouret,FONS DE WOLF  (BOULE D'OR-EUROP DECOR-EDDY MERCKX),1984,Rodez,Domaine du Rouret,FONS DE WOLF,BOULE D'OR-EUROP DECOR-EDDY MERCKX
15.0,Domaine du Rouret > Grenoble,FRÉDÉRIC VICHOT  (SKIL-REYDEL-SEM),1984,Domaine du Rouret,Grenoble,FRÉDÉRIC VICHOT,SKIL-REYDEL-SEM
16.0,Les Echelles > La Ruchère,LAURENT FIGNON  (RENAULT-ELF),1984,Les Echelles,La Ruchère,LAURENT FIGNON,RENAULT-ELF
17.0,Grenoble > L'Alpe-d'Huez,LUIS ''LUCHO'' HERRERA  (VARTA),1984,Grenoble,L'Alpe-d'Huez,LUIS ''LUCHO'' HERRERA,VARTA
18.0,Bourg-d'Oisans > La Plagne,LAURENT FIGNON  (RENAULT-ELF),1984,Bourg-d'Oisans,La Plagne,LAURENT FIGNON,RENAULT-ELF
19.0,Aime (La Plagne) > Morzine,ANGEL ARROYO  (REYNOLDS-PAPEL ALUMINIO),1984,Aime (La Plagne),Morzine,ANGEL ARROYO,REYNOLDS-PAPEL ALUMINIO
20.0,Morzine > Crans-Montana,LAURENT FIGNON  (RENAULT-ELF),1984,Morzine,Crans-Montana,LAURENT FIGNON,RENAULT-ELF
21.0,Crans-Montana > Villefranche-sur-Saône,FRANK HOSTE  (BOULE D'OR-EUROP DECOR-EDDY MERCKX),1984,Crans-Montana,Villefranche-sur-Saône,FRANK HOSTE,BOULE D'OR-EUROP DECOR-EDDY MERCKX
22.0,Villié-Morgon > Villefranche-sur-Saône,LAURENT FIGNON  (RENAULT-ELF),1984,Villié-Morgon,Villefranche-sur-Saône,LAURENT FIGNON,RENAULT-ELF
23.0,Pantin > Paris,ERIC VANDERAERDEN  (PANASONIC-RALEIGH),1984,Pantin,Paris,ERIC VANDERAERDEN,PANASONIC-RALEIGH
0.0,Plumelec > Plumelec,BERNARD HINAULT  (LA VIE CLAIRE-WONDER-RADAR),1985,Plumelec,Plumelec,BERNARD HINAULT,LA VIE CLAIRE-WONDER-RADAR
1.0,Vannes > Lanester,RUDY MATTHIJS  (HITACHI-SUNAIR-SPLENDOR),1985,Vannes,Lanester,RUDY MATTHIJS,HITACHI-SUNAIR-SPLENDOR
2.0,Lorient > Vitré,RUDY MATTHIJS  (HITACHI-SUNAIR-SPLENDOR),1985,Lorient,Vitré,RUDY MATTHIJS,HITACHI-SUNAIR-SPLENDOR
3.0,Vitré > Fougères,LA VIE CLAIRE-WONDER-RADAR,1985,Vitré,Fougères,LA VIE CLAIRE-WONDER-RADAR,LA VIE CLAIRE-WONDER-RADAR
4.0,Fougères > Pont-Audemer,GERRIT SOLLEVELD  (KWANTUM HALLEN-DECOSOL),1985,Fougères,Pont-Audemer,GERRIT SOLLEVELD,KWANTUM HALLEN-DECOSOL
5.0,Neufchatel-en-Bray > Roubaix,HENRI MANDERS  (KWANTUM HALLEN-DECOSOL),1985,Neufchatel-en-Bray,Roubaix,HENRI MANDERS,KWANTUM HALLEN-DECOSOL
6.0,Roubaix > Reims,FRANCIS CASTAING  (PEUGEOT-SHELL-MICHELIN),1985,Roubaix,Reims,FRANCIS CASTAING,PEUGEOT-SHELL-MICHELIN
7.0,Reims > Nancy,LUDWIG WIJNANTS  (Tönissteiner - TW Rock - BASF - Humo),1985,Reims,Nancy,LUDWIG WIJNANTS,Tönissteiner - TW Rock - BASF - Humo
8.0,Sarrebourg > Strasbourg,BERNARD HINAULT  (LA VIE CLAIRE-WONDER-RADAR),1985,Sarrebourg,Strasbourg,BERNARD HINAULT,LA VIE CLAIRE-WONDER-RADAR
9.0,Strasbourg > Epinal,MAARTEN DUCROT  (KWANTUM HALLEN-DECOSOL),1985,Strasbourg,Epinal,MAARTEN DUCROT,KWANTUM HALLEN-DECOSOL
10.0,Epinal > Pontarlier,JORGEN PEDERSEN  (CARRERA JEANS-INOXPRAN),1985,Epinal,Pontarlier,JORGEN PEDERSEN,CARRERA JEANS-INOXPRAN
11.0,Pontarlier > Avoriaz,LUIS ''LUCHO'' HERRERA  (CAFÉ DE COLOMBIA-VARTA-MAVIC),1985,Pontarlier,Avoriaz,LUIS ''LUCHO'' HERRERA,CAFÉ DE COLOMBIA-VARTA-MAVIC
12.0,Morzine > Lans-en-Vercors,FABIO PARRA  (CAFÉ DE COLOMBIA-VARTA-MAVIC),1985,Morzine,Lans-en-Vercors,FABIO PARRA,CAFÉ DE COLOMBIA-VARTA-MAVIC
13.0,Lans-en-Vercors > Villard-de-Lans,ERIC VANDERAERDEN  (PANASONIC-RALEIGH),1985,Lans-en-Vercors,Villard-de-Lans,ERIC VANDERAERDEN,PANASONIC-RALEIGH
14.0,Autrans > Saint-Etienne,LUIS ''LUCHO'' HERRERA  (CAFÉ DE COLOMBIA-VARTA-MAVIC),1985,Autrans,Saint-Etienne,LUIS ''LUCHO'' HERRERA,CAFÉ DE COLOMBIA-VARTA-MAVIC
15.0,Saint-Etienne > Aurillac,EDUARDO CHOZAS OLMO  (REYNOLDS-TS BATTERIES),1985,Saint-Etienne,Aurillac,EDUARDO CHOZAS OLMO,REYNOLDS-TS BATTERIES
16.0,Aurillac > Toulouse,FRÉDÉRIC VICHOT  (SKIL-SEM-KAS-MIKO),1985,Aurillac,Toulouse,FRÉDÉRIC VICHOT,SKIL-SEM-KAS-MIKO
17.0,Toulouse > Luz-Ardiden,PEDRO DELGADO  (SEAT-ORBEA),1985,Toulouse,Luz-Ardiden,PEDRO DELGADO,SEAT-ORBEA
18.1,Luz-Saint-Sauveur > Col d'Aubisque,STEPHEN ROCHE  (LA REDOUTE),1985,Luz-Saint-Sauveur,Col d'Aubisque,STEPHEN ROCHE,LA REDOUTE
18.2,Laruns > Pau,RÉGIS SIMON  (LA REDOUTE),1985,Laruns,Pau,RÉGIS SIMON,LA REDOUTE
19.0,Pau > Bordeaux,ERIC VANDERAERDEN  (PANASONIC-RALEIGH),1985,Pau,Bordeaux,ERIC VANDERAERDEN,PANASONIC-RALEIGH
20.0,Montpon-Monesterol > Limoges,JOHAN LAMMERTS  (PANASONIC-RALEIGH),1985,Montpon-Monesterol,Limoges,JOHAN LAMMERTS,PANASONIC-RALEIGH
21.0,Limoges > Lac de Vassivière,GREG LEMOND  (LA VIE CLAIRE-WONDER-RADAR),1985,Limoges,Lac de Vassivière,GREG LEMOND,LA VIE CLAIRE-WONDER-RADAR
22.0,Orléans > Paris,RUDY MATTHIJS  (HITACHI-SUNAIR-SPLENDOR),1985,Orléans,Paris,RUDY MATTHIJS,HITACHI-SUNAIR-SPLENDOR
0.0,Boulogne-Billancourt > Boulogne-Billancourt,THIERRY MARIE  (SYSTEME U),1986,Boulogne-Billancourt,Boulogne-Billancourt,THIERRY MARIE,SYSTEME U
1.0,Nanterre > Sceaux,POL VERSCHUERE  (FAGOR),1986,Nanterre,Sceaux,POL VERSCHUERE,FAGOR
2.0,Meudon > Saint-Quentin-en-Yvelines,SYSTEME U,1986,Meudon,Saint-Quentin-en-Yvelines,SYSTEME U,SYSTEME U
3.0,Levallois-Perret > Liévin,JEAN-PHILIPPE VANDENBRANDE  (HITACHI-MARC-SPLENDOR),1986,Levallois-Perret,Liévin,JEAN-PHILIPPE VANDENBRANDE,HITACHI-MARC-SPLENDOR
4.0,Liévin > Evreux,PELLO RUIZ-CABESTANY  (SEAT-ORBEA),1986,Liévin,Evreux,PELLO RUIZ-CABESTANY,SEAT-ORBEA
5.0,Evreux > Villers-sur-Mer,JOHAN VAN DER VELDE  (PANASONIC),1986,Evreux,Villers-sur-Mer,JOHAN VAN DER VELDE,PANASONIC
6.0,Villers-sur-Mer > Cherbourg-en-Cotentin,GUIDO BONTEMPI  (CARRERA JEANS),1986,Villers-sur-Mer,Cherbourg-en-Cotentin,GUIDO BONTEMPI,CARRERA JEANS
7.0,Cherbourg-en-Cotentin > Saint-Hilaire du Harcouët,LUDO PEETERS  (KWANTUM HALLEN-DECOSOL),1986,Cherbourg-en-Cotentin,Saint-Hilaire du Harcouët,LUDO PEETERS,KWANTUM HALLEN-DECOSOL
8.0,Saint-Hilaire du Harcouët > Nantes,EDDY PLANCKAERT  (PANASONIC),1986,Saint-Hilaire du Harcouët,Nantes,EDDY PLANCKAERT,PANASONIC
9.0,Nantes > Nantes,BERNARD HINAULT  (LA VIE CLAIRE-WONDER-RADAR),1986,Nantes,Nantes,BERNARD HINAULT,LA VIE CLAIRE-WONDER-RADAR
10.0,Nantes > Futuroscope,GIUSEPPE SARONNI  (TEKA),1986,Nantes,Futuroscope,GIUSEPPE SARONNI,TEKA
11.0,Futuroscope > Bordeaux,RUDY DHAENENS  (HITACHI-MARC-SPLENDOR),1986,Futuroscope,Bordeaux,RUDY DHAENENS,HITACHI-MARC-SPLENDOR
12.0,Bayonne > Pau,PEDRO DELGADO  (PDM),1986,Bayonne,Pau,PEDRO DELGADO,PDM
13.0,Pau > Superbagnères,GREG LEMOND  (LA VIE CLAIRE-WONDER-RADAR),1986,Pau,Superbagnères,GREG LEMOND,LA VIE CLAIRE-WONDER-RADAR
14.0,Superbagnères > Blagnac,NIKI RUTTIMAN  (LA VIE CLAIRE-WONDER-RADAR),1986,Superbagnères,Blagnac,NIKI RUTTIMAN,LA VIE CLAIRE-WONDER-RADAR
15.0,Carcassonne > Nimes,FRANK HOSTE  (FAGOR),1986,Carcassonne,Nimes,FRANK HOSTE,FAGOR
16.0,Nimes > Gap,JEAN-FRANÇOIS BERNARD  (LA VIE CLAIRE-WONDER-RADAR),1986,Nimes,Gap,JEAN-FRANÇOIS BERNARD,LA VIE CLAIRE-WONDER-RADAR
17.0,Gap > Serre-Chevalier,EDUARDO CHOZAS OLMO  (TEKA),1986,Gap,Serre-Chevalier,EDUARDO CHOZAS OLMO,TEKA
18.0,Briançon > L'Alpe-d'Huez,BERNARD HINAULT  (LA VIE CLAIRE-WONDER-RADAR),1986,Briançon,L'Alpe-d'Huez,BERNARD HINAULT,LA VIE CLAIRE-WONDER-RADAR
19.0,Villard-de-Lans > Saint-Etienne,JULIAN GOROSPE  (REYNOLDS-TS BATTERIES),1986,Villard-de-Lans,Saint-Etienne,JULIAN GOROSPE,REYNOLDS-TS BATTERIES
20.0,Saint-Etienne > Saint-Etienne,BERNARD HINAULT  (LA VIE CLAIRE-WONDER-RADAR),1986,Saint-Etienne,Saint-Etienne,BERNARD HINAULT,LA VIE CLAIRE-WONDER-RADAR
21.0,Saint-Etienne > Puy de Dôme,ERICH MAECHLER  (CARRERA JEANS),1986,Saint-Etienne,Puy de Dôme,ERICH MAECHLER,CARRERA JEANS
22.0,Clermont-Ferrand > Nevers,GUIDO BONTEMPI  (CARRERA JEANS),1986,Clermont-Ferrand,Nevers,GUIDO BONTEMPI,CARRERA JEANS
23.0,Cosne > Paris,GUIDO BONTEMPI  (CARRERA JEANS),1986,Cosne,Paris,GUIDO BONTEMPI,CARRERA JEANS
16.0,Blagnac > Millau,RÉGIS CLERE  (TEKA),1987,Blagnac,Millau,RÉGIS CLERE,TEKA
0.0,Berlin > Berlin,JELLE NIJDAM  (SUPERCONFEX-KWANTUM-YOKO-COLNAGO),1987,Berlin,Berlin,JELLE NIJDAM,SUPERCONFEX-KWANTUM-YOKO-COLNAGO
