,Year,TotalTDFDistance,Stage
1183,1969,4117,Stage 20 : Brive-la-Gaillarde > Puy-de-Dôme
1184,1969,4117,Stage 21 : Clermont-Ferrand > Montargis
1185,1969,4117,Stage 22.1 : Montargis > Créteil
1186,1969,4117,Stage 22.2 : Créteil > Paris
1187,1968,4492,Prologue : Vittel > Vittel
1188,1968,4492,Stage 1 : Vittel > Esch-sur-Alzette
1189,1968,4492,Stage 2 : Arlon > Forest
1190,1968,4492,Stage 3.1 : Forest > Forest
1191,1968,4492,Stage 3.2 : Forest > Roubaix
1192,1968,4492,Stage 4 : Roubaix > Rouen
1193,1968,4492,Stage 5.1 : Rouen > Bagnoles-de-l'Orne
1194,1968,4492,Stage 5.2 : Bagnoles-de-l'Orne > Dinard
1195,1968,4492,Stage 6 : Dinard > Lorient
1196,1968,4492,Stage 7 : Lorient > Nantes
1197,1968,4492,Stage 8 : Nantes > Royan
1198,1968,4492,Stage 9 : Royan > Bordeaux
1199,1968,4492,Stage 10 : Bordeaux > Bayonne
1200,1968,4492,Stage 11 : Bayonne > Pau
1201,1968,4492,Stage 12 : Pau > Saint Gaudens
1202,1968,4492,Stage 13 : Saint Gaudens > Seo de Urgel
1203,1968,4492,Stage 14 : Seo de Urgel > Canet-Plage
1204,1968,4492,Stage 15 : Font Romeu > Albi
1205,1968,4492,Stage 16 : Albi > Aurillac
1206,1968,4492,Stage 17 : Aurillac > Saint-Etienne
1207,1968,4492,Stage 18 : Saint-Etienne > Grenoble
1208,1968,4492,Stage 19 : Grenoble > Sallanches
1209,1968,4492,Stage 20 : Sallanches > Besançon
1210,1968,4492,Stage 21 : Besançon > Auxerre
1211,1968,4492,Stage 22.1 : Auxerre > Melun
1212,1968,4492,Stage 22.2 : Melun > Paris
1213,1967,4779,Prologue : Angers > Angers
1214,1967,4779,Stage 1 : Angers > Saint-Malo
1215,1967,4779,Stage 2 : Saint-Malo > Caen
1216,1967,4779,Stage 3 : Caen > Amiens
1217,1967,4779,Stage 4 : Amiens > Roubaix
1218,1967,4779,Stage 5.1 : Roubaix > Jambes
1219,1967,4779,Stage 5.2 : Jambes > Jambes
1220,1967,4779,Stage 6 : Jambes > Metz
1221,1967,4779,Stage 7 : Metz > Strasbourg
1222,1967,4779,Stage 8 : Strasbourg > Ballon d'Alsace
1223,1967,4779,Stage 9 : Belfort > Divonne
1224,1967,4779,Stage 10 : Divonne > Briançon
1225,1967,4779,Stage 11 : Briançon > Digne-les-Bains
1226,1967,4779,Stage 12 : Digne-les-Bains > Marseille
1227,1967,4779,Stage 13 : Marseille > Carpentras
1228,1967,4779,Stage 14 : Carpentras > Sète
1229,1967,4779,Stage 15 : Sète > Toulouse
1230,1967,4779,Stage 16 : Toulouse > Luchon
1231,1967,4779,Stage 17 : Luchon > Pau
1232,1967,4779,Stage 18 : Pau > Bordeaux
1233,1967,4779,Stage 19 : Bordeaux > Limoges
1234,1967,4779,Stage 20 : Limoges > Puy-de-Dôme
1235,1967,4779,Stage 21 : Clermont-Ferrand > Fontainebleau
1236,1967,4779,Stage 22.1 : Fontainebleau > Versailles
1237,1967,4779,Stage 22.2 : Versailles > Paris
1238,1966,4329,Stage 1 : Nancy > Charleville-Mézières
1239,1966,4329,Stage 2 : Charleville-Mézières > Tournai
1240,1966,4329,Stage 3.1 : Tournai > Tournai
1241,1966,4329,Stage 3.2 : Tournai > Dunkerque
1242,1966,4329,Stage 4 : Dunkerque > Dieppe
1243,1966,4329,Stage 5 : Dieppe > Caen
1244,1966,4329,Stage 6 : Caen > Angers
1245,1966,4329,Stage 7 : Angers > Royan
1246,1966,4329,Stage 8 : Royan > Bordeaux
1247,1966,4329,Stage 9 : Bordeaux > Bayonne
1248,1966,4329,Stage 10 : Bayonne > Pau
1249,1966,4329,Stage 11 : Pau > Luchon
1250,1966,4329,Stage 12 : Luchon > Revel
1251,1966,4329,Stage 13 : Revel > Sète
1252,1966,4329,Stage 14.1 : Montpellier > Aubenas
1253,1966,4329,Stage 14.2 : Aubenas > Vals-les-Bains
1254,1966,4329,Stage 15 : Privas > Bourg-d'Oisans
1255,1966,4329,Stage 16 : Bourg-d'Oisans > Briançon
1256,1966,4329,Stage 17 : Briançon > Turin
1257,1966,4329,Stage 18 : Ivrea > Chamonix
1258,1966,4329,Stage 19 : Chamonix > Saint-Etienne
1259,1966,4329,Stage 20 : Saint-Etienne > Montluçon
1260,1966,4329,Stage 21 : Montluçon > Orléans
1261,1966,4329,Stage 22.1 : Orléans > Rambouillet
1262,1966,4329,Stage 22.2 : Rambouillet > Paris
1263,1965,4188,Stage 1.1 : Cologne > Liège
1264,1965,4188,Stage 1.2 : Liège > Liège
1265,1965,4188,Stage 2 : Liège > Roubaix
1266,1965,4188,Stage 3 : Roubaix > Rouen
1267,1965,4188,Stage 4 : Caen > Saint-Brieuc
1268,1965,4188,Stage 5.1 : Saint-Brieuc > Chateaulin
1269,1965,4188,Stage 5.2 : Chateaulin > Chateaulin
1270,1965,4188,Stage 6 : Quimper > La Baule
1271,1965,4188,Stage 7 : La Baule > La Rochelle
1272,1965,4188,Stage 8 : La Rochelle > Bordeaux
1273,1965,4188,Stage 9 : Dax > Bagnères-de-Bigorre
1274,1965,4188,Stage 10 : Bagnères-de-Bigorre > Ax-les-Thermes
1275,1965,4188,Stage 11 : Ax-les-Thermes > Barcelone
1276,1965,4188,Stage 12 : Barcelone > Perpignan
1277,1965,4188,Stage 16 : Gap > Briançon
1278,1965,4188,Stage 13 : Perpignan > Montpellier
1279,1965,4188,Stage 14 : Montpellier > Mont Ventoux
1280,1965,4188,Stage 15 : Carpentras > Gap
1281,1965,4188,Stage 17 : Briançon > Aix-les-Bains
1282,1965,4188,Stage 18 : Aix-les-Bains > Mont Revard
1283,1965,4188,Stage 19 : Mont Revard > Lyon
1284,1965,4188,Stage 20 : Lyon > Auxerre
1285,1965,4188,Stage 21 : Auxerre > Versailles
1286,1965,4188,Stage 22 : Versailles > Paris
1287,1964,4504,Stage 1 : Rennes > Lisieux
1288,1964,4504,Stage 2 : Lisieux > Amiens
1289,1964,4504,Stage 3.1 : Amiens > Forest
1290,1964,4504,Stage 3.2 : Forest > Forest
1291,1964,4504,Stage 4 : Forest > Metz
1292,1964,4504,Stage 5 : Lunéville > Fribourg
1293,1964,4504,Stage 6 : Fribourg > Besançon
1294,1964,4504,Stage 7 : Champagnole > Thonon
1295,1964,4504,Stage 8 : Thonon > Briançon
1296,1964,4504,Stage 9 : Briançon > Monaco
1297,1964,4504,Stage 10.1 : Monaco > Hyères
1298,1964,4504,Stage 10.2 : Hyères > Toulon
1299,1964,4504,Stage 11 : Toulon > Montpellier
1300,1964,4504,Stage 12 : Montpellier > Perpignan
1301,1964,4504,Stage 13 : Perpignan > Andorre
1302,1964,4504,Stage 14 : Andorre > Toulouse
1303,1964,4504,Stage 15 : Toulouse > Luchon
1304,1964,4504,Stage 16 : Luchon > Pau
1305,1964,4504,Stage 17 : Peyrehorade > Bayonne
1306,1964,4504,Stage 18 : Bayonne > Bordeaux
1307,1964,4504,Stage 19 : Bordeaux > Brive-la-Gaillarde
1308,1964,4504,Stage 20 : Brive-la-Gaillarde > Puy-de-Dôme
1309,1964,4504,Stage 21 : Clermont-Ferrand > Orléans
1310,1964,4504,Stage 22.1 : Orléans > Versailles
1311,1964,4504,Stage 22.2 : Versailles > Paris
1312,1963,4138,Stage 1 : Paris > Épernay
1313,1963,4138,Stage 2.1 : Reims > Jambes
1314,1963,4138,Stage 2.2 : Jambes > Jambes
1315,1963,4138,Stage 3 : Jambes > Roubaix
1316,1963,4138,Stage 4 : Roubaix > Rouen
1317,1963,4138,Stage 5 : Rouen > Rennes
1318,1963,4138,Stage 6.1 : Rennes > Angers
1319,1963,4138,Stage 6.2 : Angers > Angers
1320,1963,4138,Stage 7 : Angers > Limoges
1321,1963,4138,Stage 8 : Limoges > Bordeaux
1322,1963,4138,Stage 9 : Bordeaux > Pau
1323,1963,4138,Stage 10 : Pau > Bagnères-de-Bigorre
1324,1963,4138,Stage 11 : Bagnères-de-Bigorre > Luchon
1325,1963,4138,Stage 12 : Luchon > Toulouse
1326,1963,4138,Stage 13 : Toulouse > Aurillac
1327,1963,4138,Stage 14 : Aurillac > Saint-Etienne
1328,1963,4138,Stage 15 : Saint-Etienne > Grenoble
1329,1963,4138,Stage 16 : Grenoble > val_d_isere
1330,1963,4138,Stage 17 : val_d_isere > Chamonix
1331,1963,4138,Stage 18 : Chamonix > Lons-le-Saunier
1332,1963,4138,Stage 19 : Arbois > Besançon
1333,1963,4138,Stage 20 : Besançon > Troyes
1334,1963,4138,Stage 21 : Troyes > Paris
1335,1962,4274,Stage 1 : Nancy > Spa
1336,1962,4274,Stage 2.1 : Spa > Herenthals
1337,1962,4274,Stage 2.2 : Herenthals > Herenthals
1338,1962,4274,Stage 3 : Bruxelles > Amiens
1339,1962,4274,Stage 4 : Amiens > Le Havre
1340,1962,4274,Stage 5 : Pont l'Evêque > Saint-Malo
1341,1962,4274,Stage 6 : Dinard > Brest
1342,1962,4274,Stage 7 : Quimper > Saint Nazaire
1343,1962,4274,Stage 8.1 : Saint Nazaire > Luçon
1344,1962,4274,Stage 8.2 : Luçon > La Rochelle
1345,1962,4274,Stage 9 : La Rochelle > Bordeaux
1346,1962,4274,Stage 10 : Bordeaux > Bayonne
1347,1962,4274,Stage 11 : Bayonne > Pau
1348,1962,4274,Stage 12 : Pau > Saint Gaudens
1349,1962,4274,Stage 13 : Luchon > Superbagnères
1350,1962,4274,Stage 14 : Luchon > Carcassonne
1351,1962,4274,Stage 15 : Carcassonne > Montpellier
1352,1962,4274,Stage 16 : Montpellier > Aix en Provence
1353,1962,4274,Stage 17 : Aix en Provence > Antibes
1354,1962,4274,Stage 18 : Antibes > Briançon
1355,1962,4274,Stage 19 : Briançon > Aix-les-Bains
1356,1962,4274,Stage 20 : Bourgoin > Lyon
1357,1962,4274,Stage 21 : Lyon > Nevers
1358,1962,4274,Stage 22 : Nevers > Paris
1359,1961,4397,Stage 1.1 : Rouen > Versailles
1360,1961,4397,Stage 1.2 : Versailles > Versailles
1361,1961,4397,Stage 2 : Pontoise > Roubaix
1362,1961,4397,Stage 3 : Roubaix > Charleroi
1363,1961,4397,Stage 4 : Charleroi > Metz
1364,1961,4397,Stage 5 : Metz > Strasbourg
1365,1961,4397,Stage 6 : Strasbourg > Belfort
1366,1961,4397,Stage 7 : Belfort > Chalon-sur-Saône
1367,1961,4397,Stage 8 : Chalon-sur-Saône > Saint-Etienne
1368,1961,4397,Stage 9 : Saint-Etienne > Grenoble
1369,1961,4397,Stage 10 : Grenoble > Turin
1370,1961,4397,Stage 11 : Turin > Antibes
1371,1961,4397,Stage 12 : Antibes > Aix en Provence
1372,1961,4397,Stage 13 : Aix en Provence > Montpellier
1373,1961,4397,Stage 14 : Montpellier > Perpignan
1374,1961,4397,Stage 15 : Perpignan > Toulouse
1375,1961,4397,Stage 16 : Toulouse > Superbagnères
1376,1961,4397,Stage 17 : Luchon > Pau
1377,1961,4397,Stage 18 : Pau > Bordeaux
1378,1961,4397,Stage 19 : Bergerac > Périgueux
1379,1961,4397,Stage 20 : Périgueux > Tours
1380,1961,4397,Stage 21 : Tours > Paris
1381,1960,4173,Stage 1.1 : Lille > Bruxelles
1382,1960,4173,Stage 1.2 : Bruxelles > Bruxelles
1383,1960,4173,Stage 2 : Bruxelles > Dunkerque
1384,1960,4173,Stage 3 : Dunkerque > Dieppe
1385,1960,4173,Stage 4 : Dieppe > Caen
1386,1960,4173,Stage 5 : Caen > Saint-Malo
1387,1960,4173,Stage 6 : Saint-Malo > Lorient
1388,1960,4173,Stage 7 : Lorient > Angers
1389,1960,4173,Stage 8 : Angers > Limoges
1390,1960,4173,Stage 9 : Limoges > Bordeaux
1391,1960,4173,Stage 10 : Mont de Marsan > Pau
1392,1960,4173,Stage 11 : Pau > Luchon
1393,1960,4173,Stage 12 : Luchon > Toulouse
1394,1960,4173,Stage 13 : Toulouse > Millau
1395,1960,4173,Stage 14 : Millau > Avignon
1396,1960,4173,Stage 15 : Avignon > Gap
1397,1960,4173,Stage 16 : Gap > Briançon
1398,1960,4173,Stage 17 : Briançon > Aix-les-Bains
1399,1960,4173,Stage 18 : Aix-les-Bains > Thonon
1400,1960,4173,Stage 19 : Pontarlier > Besançon
1401,1960,4173,Stage 20 : Besançon > Troyes
1402,1960,4173,Stage 21 : Troyes > Paris
1403,1959,4358,Stage 1 : Mulhouse > Metz
1404,1959,4358,Stage 2 : Metz > Namur
1405,1959,4358,Stage 3 : Namur > Roubaix
1406,1959,4358,Stage 4 : Roubaix > Rouen
1407,1959,4358,Stage 5 : Rouen > Rennes
1408,1959,4358,Stage 6 : Blain > Nantes
1409,1959,4358,Stage 7 : Nantes > La Rochelle
1410,1959,4358,Stage 8 : La Rochelle > Bordeaux
1411,1959,4358,Stage 9 : Bordeaux > Bayonne
1412,1959,4358,Stage 10 : Bayonne > Bagnères-de-Bigorre
1413,1959,4358,Stage 11 : Bagnères-de-Bigorre > Saint Gaudens
1414,1959,4358,Stage 12 : Saint Gaudens > Albi
1415,1959,4358,Stage 13 : Albi > Aurillac
1416,1959,4358,Stage 14 : Aurillac > Clermont-Ferrand
1417,1959,4358,Stage 15 : Clermont-Ferrand > Puy-de-Dôme
1418,1959,4358,Stage 16 : Clermont-Ferrand > Saint-Etienne
1419,1959,4358,Stage 17 : Saint-Etienne > Grenoble
1420,1959,4358,Stage 18 : Grenoble > Saint-Vincent d'Aoste
1421,1959,4358,Stage 19 : Saint-Vincent d'Aoste > Annecy
1422,1959,4358,Stage 20 : Annecy > Chalon-sur-Saône
1423,1959,4358,Stage 21 : Seurre > Dijon
1424,1959,4358,Stage 22 : Dijon > Paris
1425,1958,4319,Stage 1 : Bruxelles > Gand
1426,1958,4319,Stage 2 : Gand > Dunkerque
1427,1958,4319,Stage 3 : Dunkerque > Le Tréport
1428,1958,4319,Stage 4 : Le Tréport > Versailles
1429,1958,4319,Stage 5 : Versailles > Caen
1430,1958,4319,Stage 6 : Caen > Saint-Brieuc
1431,1958,4319,Stage 7 : Saint-Brieuc > Brest
1432,1958,4319,Stage 8 : Chateaulin > Chateaulin
1433,1958,4319,Stage 9 : Quimper > Saint Nazaire
1434,1958,4319,Stage 10 : Saint Nazaire > Royan
1435,1958,4319,Stage 11 : Royan > Bordeaux
1436,1958,4319,Stage 12 : Bordeaux > Dax
1437,1958,4319,Stage 13 : Dax > Pau
1438,1958,4319,Stage 14 : Pau > Luchon
1439,1958,4319,Stage 15 : Luchon > Toulouse
1440,1958,4319,Stage 16 : Toulouse > Béziers
1441,1958,4319,Stage 17 : Béziers > Nimes
1442,1958,4319,Stage 18 : Mont Ventoux > Mont Ventoux
1443,1958,4319,Stage 19 : Carpentras > Gap
1444,1958,4319,Stage 20 : Gap > Briançon
1445,1958,4319,Stage 21 : Briançon > Aix-les-Bains
1446,1958,4319,Stage 22 : Aix-les-Bains > Besançon
1447,1958,4319,Stage 23 : Besançon > Dijon
1448,1958,4319,Stage 24 : Dijon > Paris
1449,1957,4669,Stage 1 : Nantes > Granville
1450,1957,4669,Stage 2 : Granville > Caen
1451,1957,4669,Stage 3.1 : Caen > Caen
1452,1957,4669,Stage 3.2 : Caen > Rouen
1453,1957,4669,Stage 4 : Rouen > Roubaix
1454,1957,4669,Stage 5 : Roubaix > Charleroi
1455,1957,4669,Stage 6 : Charleroi > Metz
1456,1957,4669,Stage 7 : Metz > Colmar
1457,1957,4669,Stage 8 : Colmar > Besançon
1458,1957,4669,Stage 9 : Besançon > Thonon
1459,1957,4669,Stage 10 : Thonon > Briançon
1460,1957,4669,Stage 11 : Briançon > Cannes
1461,1957,4669,Stage 12 : Cannes > Marseille
1462,1957,4669,Stage 13 : Marseille > Alès
1463,1957,4669,Stage 14 : Alès > Perpignan
1464,1957,4669,Stage 15.1 : Perpignan > Barcelone
1465,1957,4669,Stage 15.2 : Barcelone > Barcelone
1466,1957,4669,Stage 16 : Barcelone > Ax-les-Thermes
1467,1957,4669,Stage 17 : Ax-les-Thermes > Saint Gaudens
1468,1957,4669,Stage 18 : Saint Gaudens > Pau
1469,1957,4669,Stage 19 : Pau > Bordeaux
1470,1957,4669,Stage 20 : Bordeaux > Libourne
1471,1957,4669,Stage 21 : Libourne > Tours
1472,1957,4669,Stage 22 : Tours > Paris
1473,1956,4498,Stage 1 : Reims > Liège
1474,1956,4498,Stage 2 : Liège > Lille
1475,1956,4498,Stage 3.1 : Lille > Rouen
1476,1956,4498,Stage 3.2 : Les Essarts > Les Essarts
1477,1956,4498,Stage 4 : Rouen > Caen
1478,1956,4498,Stage 5 : Caen > Saint-Malo
1479,1956,4498,Stage 6 : Saint-Malo > Lorient
1480,1956,4498,Stage 7 : Lorient > Angers
1481,1956,4498,Stage 8 : Angers > La Rochelle
1482,1956,4498,Stage 9 : La Rochelle > Bordeaux
1483,1956,4498,Stage 10 : Bordeaux > Bayonne
1484,1956,4498,Stage 11 : Bayonne > Pau
1485,1956,4498,Stage 12 : Pau > Luchon
1486,1956,4498,Stage 13 : Luchon > Toulouse
1487,1956,4498,Stage 14 : Toulouse > Montpellier
1488,1956,4498,Stage 15 : Montpellier > Aix en Provence
1489,1956,4498,Stage 16 : Aix en Provence > Gap
1490,1956,4498,Stage 17 : Gap > Turin
1491,1956,4498,Stage 18 : Turin > Grenoble
1492,1956,4498,Stage 19 : Grenoble > Saint-Etienne
1493,1956,4498,Stage 20 : Saint-Etienne > Lyon
1494,1956,4498,Stage 21 : Lyon > Montluçon
1495,1956,4498,Stage 22 : Montluçon > Paris
1496,1955,4495,Stage 1.1 : Le Havre > Dieppe
1497,1955,4495,Stage 1.2 : Dieppe > Dieppe
1498,1955,4495,Stage 2 : Dieppe > Roubaix
1499,1955,4495,Stage 3 : Roubaix > Namur
1500,1955,4495,Stage 4 : Namur > Metz
1501,1955,4495,Stage 5 : Metz > Colmar
1502,1955,4495,Stage 6 : Colmar > Zurich
1503,1955,4495,Stage 7 : Zurich > Thonon
1504,1955,4495,Stage 8 : Thonon > Briançon
1505,1955,4495,Stage 9 : Briançon > Monaco
1506,1955,4495,Stage 10 : Monaco > Marseille
1507,1955,4495,Stage 11 : Marseille > Avignon
1508,1955,4495,Stage 12 : Avignon > Millau
1509,1955,4495,Stage 13 : Millau > Albi
1510,1955,4495,Stage 14 : Albi > Narbonne
1511,1955,4495,Stage 15 : Narbonne > Ax-les-Thermes
1512,1955,4495,Stage 16 : Ax-les-Thermes > Toulouse
1513,1955,4495,Stage 17 : Toulouse > Saint Gaudens
1514,1955,4495,Stage 18 : Saint Gaudens > Pau
1515,1955,4495,Stage 19 : Pau > Bordeaux
1516,1955,4495,Stage 20 : Bordeaux > Poitiers
1517,1955,4495,Stage 21 : Châtellerault > Tours
1518,1955,4495,Stage 22 : Tours > Paris
1519,1954,4656,Stage 1 : Amsterdam > Anvers Brasschaat
1520,1954,4656,Stage 2 : Anvers Brasschaat > Lille
1521,1954,4656,Stage 3 : Lille > Rouen
1522,1954,4656,Stage 4.1 : Rouen > Les Essarts
1523,1954,4656,Stage 4.2 : Les Essarts > Caen
1524,1954,4656,Stage 5 : Caen > Saint-Brieuc
1525,1954,4656,Stage 6 : Saint-Brieuc > Brest
1526,1954,4656,Stage 7 : Brest > Vannes
1527,1954,4656,Stage 8 : Vannes > Angers
1528,1954,4656,Stage 9 : Angers > Bordeaux
1529,1954,4656,Stage 10 : Bordeaux > Bayonne
1530,1954,4656,Stage 11 : Bayonne > Pau
1531,1954,4656,Stage 12 : Pau > Luchon
1532,1954,4656,Stage 13 : Luchon > Toulouse
1533,1954,4656,Stage 14 : Toulouse > Millau
1534,1954,4656,Stage 15 : Millau > Le Puy en Velay
1535,1954,4656,Stage 16 : Le Puy en Velay > Lyon
1536,1954,4656,Stage 17 : Lyon > Grenoble
1537,1954,4656,Stage 18 : Grenoble > Briançon
1538,1954,4656,Stage 19 : Briançon > Aix-les-Bains
1539,1954,4656,Stage 20 : Aix-les-Bains > Besançon
1540,1954,4656,Stage 21.1 : Besançon > Epinal
1541,1954,4656,Stage 21.2 : Epinal > Nancy
1542,1954,4656,Stage 22 : Nancy > Troyes
1543,1954,4656,Stage 23 : Troyes > Paris
1544,1953,4476,Stage 1 : Strasbourg > Metz
1545,1953,4476,Stage 2 : Metz > Liège
1546,1953,4476,Stage 3 : Liège > Lille
1547,1953,4476,Stage 4 : Lille > Dieppe
1548,1953,4476,Stage 5 : Dieppe > Caen
1549,1953,4476,Stage 6 : Caen > Le Mans
1550,1953,4476,Stage 7 : Le Mans > Nantes
1551,1953,4476,Stage 8 : Nantes > Bordeaux
1552,1953,4476,Stage 9 : Bordeaux > Pau
1553,1953,4476,Stage 10 : Pau > Cauterets
1554,1953,4476,Stage 11 : Cauterets > Luchon
1555,1953,4476,Stage 12 : Luchon > Albi
1556,1953,4476,Stage 13 : Albi > Béziers
1557,1953,4476,Stage 14 : Béziers > Nimes
1558,1953,4476,Stage 15 : Nimes > Marseille
1559,1953,4476,Stage 16 : Marseille > Monaco
1560,1953,4476,Stage 17 : Monaco > Gap
1561,1953,4476,Stage 18 : Gap > Briançon
1562,1953,4476,Stage 19 : Briançon > Lyon
1563,1953,4476,Stage 20 : Lyon > Saint-Etienne
1564,1953,4476,Stage 21 : Saint-Etienne > Montluçon
1565,1953,4476,Stage 22 : Montluçon > Paris
1566,1952,4898,Stage 1 : Brest > Rennes
1567,1952,4898,Stage 2 : Rennes > Le Mans
1568,1952,4898,Stage 3 : Le Mans > Rouen
1569,1952,4898,Stage 4 : Rouen > Roubaix
1570,1952,4898,Stage 5 : Roubaix > Namur
1571,1952,4898,Stage 6 : Namur > Metz
1572,1952,4898,Stage 7 : Metz > Nancy
1573,1952,4898,Stage 8 : Nancy > Mulhouse
1574,1952,4898,Stage 9 : Mulhouse > Lausanne
1575,1952,4898,Stage 10 : Lausanne > Alpe d'Huez
1576,1952,4898,Stage 11 : Bourg-d'Oisans > Sestrières
1577,1952,4898,Stage 12 : Sestrières > Monaco
1578,1952,4898,Stage 13 : Monaco > Aix en Provence
1579,1952,4898,Stage 14 : Aix en Provence > Avignon
1580,1952,4898,Stage 15 : Avignon > Perpignan
1581,1952,4898,Stage 16 : Perpignan > Toulouse
1582,1952,4898,Stage 17 : Toulouse > Bagnères-de-Bigorre
1583,1952,4898,Stage 18 : Bagnères-de-Bigorre > Pau
1584,1952,4898,Stage 19 : Pau > Bordeaux
1585,1952,4898,Stage 20 : Bordeaux > Limoges
1586,1952,4898,Stage 21 : Limoges > Puy-de-Dôme
1587,1952,4898,Stage 22 : Puy-de-Dôme > Vichy
1588,1952,4898,Stage 23 : Vichy > Paris
1589,1951,4690,Stage 1 : Metz > Reims
1590,1951,4690,Stage 2 : Reims > Gand
1591,1951,4690,Stage 3 : Gand > Le Tréport
1592,1951,4690,Stage 4 : Le Tréport > Paris
1593,1951,4690,Stage 5 : Paris > Caen
1594,1951,4690,Stage 6 : Caen > Rennes
1595,1951,4690,Stage 7 : La Guerche > Angers
1596,1951,4690,Stage 8 : Angers > Limoges
1597,1951,4690,Stage 9 : Limoges > Clermont-Ferrand
1598,1951,4690,Stage 10 : Clermont-Ferrand > Brive-la-Gaillarde
1599,1951,4690,Stage 11 : Brive-la-Gaillarde > Agen
1600,1951,4690,Stage 12 : Agen > Dax
1601,1951,4690,Stage 13 : Dax > Tarbes
1602,1951,4690,Stage 14 : Tarbes > Luchon
1603,1951,4690,Stage 15 : Luchon > Carcassonne
1604,1951,4690,Stage 16 : Carcassonne > Montpellier
1605,1951,4690,Stage 17 : Montpellier > Avignon
1606,1951,4690,Stage 18 : Avignon > Marseille
1607,1951,4690,Stage 19 : Marseille > Gap
1608,1951,4690,Stage 20 : Gap > Briançon
1609,1951,4690,Stage 21 : Briançon > Aix-les-Bains
1610,1951,4690,Stage 22 : Aix-les-Bains > Genève
1611,1951,4690,Stage 23 : Genève > Dijon
1612,1951,4690,Stage 24 : Dijon > Paris
1613,1950,4773,Stage 1 : Paris > Metz
1614,1950,4773,Stage 2 : Metz > Liège
1615,1950,4773,Stage 3 : Liège > Lille
1616,1950,4773,Stage 4 : Lille > Rouen
1617,1950,4773,Stage 5 : Rouen > Dinard
1618,1950,4773,Stage 6 : Dinard > Saint-Brieuc
1619,1950,4773,Stage 7 : Saint-Brieuc > Angers
1620,1950,4773,Stage 8 : Angers > Niort
1621,1950,4773,Stage 9 : Niort > Bordeaux
1622,1950,4773,Stage 10 : Bordeaux > Pau
1623,1950,4773,Stage 11 : Pau > Saint Gaudens
1624,1950,4773,Stage 12 : Saint Gaudens > Perpignan
1625,1950,4773,Stage 13 : Perpignan > Nimes
1626,1950,4773,Stage 14 : Nimes > Toulon
1627,1950,4773,Stage 15 : Toulon > Menton
1628,1950,4773,Stage 16 : Menton > Nice
1629,1950,4773,Stage 17 : Nice > Gap
1630,1950,4773,Stage 18 : Gap > Briançon
1631,1950,4773,Stage 19 : Briançon > Saint-Etienne
1632,1950,4773,Stage 20 : Saint-Etienne > Lyon
1633,1950,4773,Stage 21 : Lyon > Dijon
1634,1950,4773,Stage 22 : Dijon > Paris
1635,1949,4808,Stage 1 : Paris > Reims
1636,1949,4808,Stage 2 : Reims > Bruxelles
1637,1949,4808,Stage 3 : Bruxelles > Boulogne-sur-Mer
1638,1949,4808,Stage 4 : Boulogne-sur-Mer > Rouen
1639,1949,4808,Stage 5 : Rouen > Saint-Malo
1640,1949,4808,Stage 6 : Saint-Malo > Les Sables
1641,1949,4808,Stage 7 : Les Sables > La Rochelle
1642,1949,4808,Stage 8 : La Rochelle > Bordeaux
1643,1949,4808,Stage 9 : Bordeaux > Saint-Sébastien
1644,1949,4808,Stage 10 : Saint-Sébastien > Pau
1645,1949,4808,Stage 11 : Pau > Luchon
1646,1949,4808,Stage 12 : Luchon > Toulouse
1647,1949,4808,Stage 13 : Toulouse > Nimes
1648,1949,4808,Stage 14 : Nimes > Marseille
1649,1949,4808,Stage 15 : Marseille > Cannes
1650,1949,4808,Stage 16 : Cannes > Briançon
1651,1949,4808,Stage 17 : Briançon > Aoste
1652,1949,4808,Stage 18 : Aoste > Lausanne
1653,1949,4808,Stage 19 : Lausanne > Colmar
1654,1949,4808,Stage 20 : Colmar > Nancy
1655,1949,4808,Stage 21 : Nancy > Paris
1656,1948,4922,Stage 1 : Paris > Trouville
1657,1948,4922,Stage 2 : Trouville > Dinard
1658,1948,4922,Stage 3 : Dinard > Nantes
1659,1948,4922,Stage 4 : Nantes > La Rochelle
1660,1948,4922,Stage 5 : La Rochelle > Bordeaux
1661,1948,4922,Stage 6 : Bordeaux > Biarritz
1662,1948,4922,Stage 7 : Biarritz > Lourdes
1663,1948,4922,Stage 8 : Lourdes > Toulouse
1664,1948,4922,Stage 9 : Toulouse > Montpellier
1665,1948,4922,Stage 10 : Montpellier > Marseille
1666,1948,4922,Stage 11 : Marseille > San Remo
1667,1948,4922,Stage 12 : San Remo > Cannes
1668,1948,4922,Stage 13 : Cannes > Briançon
1669,1948,4922,Stage 14 : Briançon > Aix-les-Bains
1670,1948,4922,Stage 15 : Aix-les-Bains > Lausanne
1671,1948,4922,Stage 16 : Lausanne > Mulhouse
1672,1948,4922,Stage 17 : Mulhouse > Strasbourg
1673,1948,4922,Stage 18 : Strasbourg > Metz
1674,1948,4922,Stage 19 : Metz > Liège
1675,1948,4922,Stage 20 : Liège > Roubaix
1676,1948,4922,Stage 21 : Roubaix > Paris
1677,1947,4642,Stage 1 : Paris > Lille
1678,1947,4642,Stage 2 : Lille > Bruxelles
1679,1947,4642,Stage 3 : Bruxelles > Luxembourg
1680,1947,4642,Stage 4 : Luxembourg > Strasbourg
1681,1947,4642,Stage 5 : Strasbourg > Besançon
