,Year,TotalTDFDistance,Stage
1682,1947,4642,Stage 6 : Besançon > Lyon
1683,1947,4642,Stage 7 : Lyon > Grenoble
1684,1947,4642,Stage 8 : Grenoble > Briançon
1685,1947,4642,Stage 9 : Briançon > Digne-les-Bains
1686,1947,4642,Stage 10 : Digne-les-Bains > Nice
1687,1947,4642,Stage 11 : Nice > Marseille
1688,1947,4642,Stage 12 : Marseille > Montpellier
1689,1947,4642,Stage 13 : Montpellier > Carcassonne
1690,1947,4642,Stage 14 : Carcassonne > Luchon
1691,1947,4642,Stage 15 : Luchon > Pau
1692,1947,4642,Stage 16 : Pau > Bordeaux
1693,1947,4642,Stage 17 : Bordeaux > Les Sables
1694,1947,4642,Stage 18 : Les Sables > Nantes
1695,1947,4642,Stage 19 : Vannes > Saint-Brieuc
1696,1947,4642,Stage 20 : Saint-Brieuc > Caen
1697,1947,4642,Stage 21 : Caen > Paris
1698,1939,4224,Stage 1 : Paris > Caen
1699,1939,4224,Stage 2.1 : Caen > Vire
1700,1939,4224,Stage 2.2 : Vire > Rennes
1701,1939,4224,Stage 3 : Rennes > Brest
1702,1939,4224,Stage 4 : Brest > Lorient
1703,1939,4224,Stage 5 : Lorient > Nantes
1704,1939,4224,Stage 6.1 : Nantes > La Rochelle
1705,1939,4224,Stage 6.2 : La Rochelle > Royan
1706,1939,4224,Stage 7 : Royan > Bordeaux
1707,1939,4224,Stage 8.1 : Bordeaux > Salies-de-Béarn
1708,1939,4224,Stage 8.2 : Salies-de-Béarn > Pau
1709,1939,4224,Stage 9 : Pau > Toulouse
1710,1939,4224,Stage 10.1 : Toulouse > Narbonne
1711,1939,4224,Stage 10.2 : Narbonne > Béziers
1712,1939,4224,Stage 10.3 : Béziers > Montpellier
1713,1939,4224,Stage 11 : Montpellier > Marseille
1714,1939,4224,Stage 12.1 : Marseille > Saint-Raphaël
1715,1939,4224,Stage 12.2 : Saint-Raphaël > Monaco
1716,1939,4224,Stage 13 : Monaco > Monaco
1717,1939,4224,Stage 14 : Monaco > Digne-les-Bains
1718,1939,4224,Stage 15 : Digne-les-Bains > Briançon
1719,1939,4224,Stage 16.1 : Briançon > Bonneval-sur-Arc
1720,1939,4224,Stage 16.2 : Bonneval-sur-Arc > Bourg Saint Maurice
1721,1939,4224,Stage 16.3 : Bourg Saint Maurice > Annecy
1722,1939,4224,Stage 17.1 : Annecy > Dôle
1723,1939,4224,Stage 17.2 : Dôle > Dijon
1724,1939,4224,Stage 18.1 : Dijon > Troyes
1725,1939,4224,Stage 18.2 : Troyes > Paris
1726,1938,4694,Stage 1 : Paris > Caen
1727,1938,4694,Stage 2 : Caen > Saint-Brieuc
1728,1938,4694,Stage 3 : Saint-Brieuc > Nantes
1729,1938,4694,Stage 4.1 : Nantes > La Roche-sur-Yon
1730,1938,4694,Stage 4.2 : La Roche-sur-Yon > La Rochelle
1731,1938,4694,Stage 4.3 : La Rochelle > Royan
1732,1938,4694,Stage 5 : Royan > Bordeaux
1733,1938,4694,Stage 6.1 : Bordeaux > Arcachon
1734,1938,4694,Stage 6.2 : Arcachon > Bayonne
1735,1938,4694,Stage 7 : Bayonne > Pau
1736,1938,4694,Stage 8 : Pau > Luchon
1737,1938,4694,Stage 9 : Luchon > Perpignan
1738,1938,4694,Stage 10.1 : Perpignan > Narbonne
1739,1938,4694,Stage 10.2 : Narbonne > Béziers
1740,1938,4694,Stage 10.3 : Béziers > Montpellier
1741,1938,4694,Stage 11 : Montpellier > Marseille
1742,1938,4694,Stage 12 : Marseille > Cannes
1743,1938,4694,Stage 13 : Cannes > Digne-les-Bains
1744,1938,4694,Stage 14 : Digne-les-Bains > Briançon
1745,1938,4694,Stage 15 : Briançon > Aix-les-Bains
1746,1938,4694,Stage 16 : Aix-les-Bains > Besançon
1747,1938,4694,Stage 17.2 : Belfort > Strasbourg
1748,1938,4694,Stage 17.1 : Besançon > Belfort
1749,1938,4694,Stage 18 : Strasbourg > Metz
1750,1938,4694,Stage 19 : Metz > Reims
1751,1938,4694,Stage 20.1 : Reims > Laon
1752,1938,4694,Stage 20.2 : Laon > St-Quentin
1753,1938,4694,Stage 20.3 : St-Quentin > Lille
1754,1938,4694,Stage 21 : Lille > Paris
1755,1937,4415,Stage 1 : Paris > Lille
1756,1937,4415,Stage 2 : Lille > Charleville-Mézières
1757,1937,4415,Stage 3 : Charleville-Mézières > Metz
1758,1937,4415,Stage 4 : Metz > Belfort
1759,1937,4415,Stage 5.1 : Belfort > Lons-le-Saunier
1760,1937,4415,Stage 5.2 : Lons-le-Saunier > Champagnole
1761,1937,4415,Stage 5.3 : Champagnole > Genève
1762,1937,4415,Stage 6 : Genève > Aix-les-Bains
1763,1937,4415,Stage 7 : Aix-les-Bains > Grenoble
1764,1937,4415,Stage 8 : Grenoble > Briançon
1765,1937,4415,Stage 9 : Briançon > Digne-les-Bains
1766,1937,4415,Stage 10 : Digne-les-Bains > Nice
1767,1937,4415,Stage 11.1 : Nice > Toulon
1768,1937,4415,Stage 11.2 : Toulon > Marseille
1769,1937,4415,Stage 12.1 : Marseille > Nimes
1770,1937,4415,Stage 12.2 : Nimes > Montpellier
1771,1937,4415,Stage 13.1 : Montpellier > Narbonne
1772,1937,4415,Stage 13.2 : Narbonne > Perpignan
1773,1937,4415,Stage 14.1 : Perpignan > Bourg-Madame
1774,1937,4415,Stage 14.2 : Bourg-Madame > Ax-les-Thermes
1775,1937,4415,Stage 14.3 : Ax-les-Thermes > Luchon
1776,1937,4415,Stage 15 : Luchon > Pau
1777,1937,4415,Stage 16 : Pau > Bordeaux
1778,1937,4415,Stage 17.1 : Bordeaux > Royan
1779,1937,4415,Stage 17.2 : Royan > Saintes
1780,1937,4415,Stage 17.3 : Saintes > La Rochelle
1781,1937,4415,Stage 18.1 : La Rochelle > La Roche-sur-Yon
1782,1937,4415,Stage 18.2 : La Roche-sur-Yon > Rennes
1783,1937,4415,Stage 19.1 : Rennes > Vire
1784,1937,4415,Stage 19.2 : Vire > Caen
1785,1937,4415,Stage 20 : Caen > Paris
1786,1936,4442,Stage 1 : Paris > Lille
1787,1936,4442,Stage 2 : Lille > Charleville-Mézières
1788,1936,4442,Stage 3 : Charleville-Mézières > Metz
1789,1936,4442,Stage 4 : Metz > Belfort
1790,1936,4442,Stage 5 : Belfort > Evian-les-Bains
1791,1936,4442,Stage 6 : Evian-les-Bains > Aix-les-Bains
1792,1936,4442,Stage 7 : Aix-les-Bains > Grenoble
1793,1936,4442,Stage 8 : Grenoble > Briançon
1794,1936,4442,Stage 9 : Briançon > Digne-les-Bains
1795,1936,4442,Stage 10 : Digne-les-Bains > Nice
1796,1936,4442,Stage 11 : Nice > Cannes
1797,1936,4442,Stage 12 : Cannes > Marseille
1798,1936,4442,Stage 13.1 : Marseille > Nimes
1799,1936,4442,Stage 13.2 : Nimes > Montpellier
1800,1936,4442,Stage 14.1 : Montpellier > Narbonne
1801,1936,4442,Stage 14.2 : Narbonne > Perpignan
1802,1936,4442,Stage 15 : Perpignan > Luchon
1803,1936,4442,Stage 16 : Luchon > Pau
1804,1936,4442,Stage 17 : Pau > Bordeaux
1805,1936,4442,Stage 18.1 : Bordeaux > Saintes
1806,1936,4442,Stage 18.2 : Saintes > La Rochelle
1807,1936,4442,Stage 19.1 : La Rochelle > La Roche-sur-Yon
1808,1936,4442,Stage 19.2 : La Roche-sur-Yon > Cholet
1809,1936,4442,Stage 19.3 : Cholet > Angers
1810,1936,4442,Stage 20.1 : Angers > Vire
1811,1936,4442,Stage 20.2 : Vire > Caen
1812,1936,4442,Stage 21 : Caen > Paris
1813,1935,4338,Stage 1 : Paris > Lille
1814,1935,4338,Stage 2 : Lille > Charleville-Mézières
1815,1935,4338,Stage 3 : Charleville-Mézières > Metz
1816,1935,4338,Stage 4 : Metz > Belfort
1817,1935,4338,Stage 5.1 : Belfort > Genève
1818,1935,4338,Stage 5.2 : Genève > Evian-les-Bains
1819,1935,4338,Stage 6 : Evian-les-Bains > Aix-les-Bains
1820,1935,4338,Stage 7 : Aix-les-Bains > Grenoble
1821,1935,4338,Stage 8 : Grenoble > Gap
1822,1935,4338,Stage 9 : Gap > Digne-les-Bains
1823,1935,4338,Stage 10 : Digne-les-Bains > Nice
1824,1935,4338,Stage 11 : Nice > Cannes
1825,1935,4338,Stage 12 : Cannes > Marseille
1826,1935,4338,Stage 13.1 : Marseille > Nimes
1827,1935,4338,Stage 13.2 : Nimes > Montpellier
1828,1935,4338,Stage 14.1 : Montpellier > Narbonne
1829,1935,4338,Stage 14.2 : Narbonne > Perpignan
1830,1935,4338,Stage 15 : Perpignan > Luchon
1831,1935,4338,Stage 16 : Luchon > Pau
1832,1935,4338,Stage 17 : Pau > Bordeaux
1833,1935,4338,Stage 18.1 : Bordeaux > Rochefort
1834,1935,4338,Stage 18.2 : Rochefort > La Rochelle
1835,1935,4338,Stage 19.1 : La Rochelle > La Roche-sur-Yon
1836,1935,4338,Stage 19.2 : La Roche-sur-Yon > Nantes
1837,1935,4338,Stage 20.1 : Nantes > Vire
1838,1935,4338,Stage 20.2 : Vire > Caen
1839,1935,4338,Stage 21 : Caen > Paris
1840,1934,4470,Stage 1 : Paris > Lille
1841,1934,4470,Stage 2 : Lille > Charleville-Mézières
1842,1934,4470,Stage 3 : Charleville-Mézières > Metz
1843,1934,4470,Stage 4 : Metz > Belfort
1844,1934,4470,Stage 5 : Belfort > Evian-les-Bains
1845,1934,4470,Stage 6 : Evian-les-Bains > Aix-les-Bains
1846,1934,4470,Stage 7 : Aix-les-Bains > Grenoble
1847,1934,4470,Stage 8 : Grenoble > Gap
1848,1934,4470,Stage 9 : Gap > Digne-les-Bains
1849,1934,4470,Stage 10 : Digne-les-Bains > Nice
1850,1934,4470,Stage 11 : Nice > Cannes
1851,1934,4470,Stage 12 : Cannes > Marseille
1852,1934,4470,Stage 13 : Marseille > Montpellier
1853,1934,4470,Stage 14 : Montpellier > Perpignan
1854,1934,4470,Stage 15 : Perpignan > Ax-les-Thermes
1855,1934,4470,Stage 16 : Ax-les-Thermes > Luchon
1856,1934,4470,Stage 17 : Luchon > Tarbes
1857,1934,4470,Stage 18 : Tarbes > Pau
1858,1934,4470,Stage 19 : Pau > Bordeaux
1859,1934,4470,Stage 20 : Bordeaux > La Rochelle
1860,1934,4470,Stage 21.1 : La Rochelle > La Roche-sur-Yon
1861,1934,4470,Stage 21.2 : La Roche-sur-Yon > Nantes
1862,1934,4470,Stage 22 : Nantes > Caen
1863,1934,4470,Stage 23 : Caen > Paris
1864,1933,4395,Stage 1 : Paris > Lille
1865,1933,4395,Stage 2 : Lille > Charleville-Mézières
1866,1933,4395,Stage 3 : Charleville-Mézières > Metz
1867,1933,4395,Stage 4 : Metz > Belfort
1868,1933,4395,Stage 5 : Belfort > Evian-les-Bains
1869,1933,4395,Stage 6 : Evian-les-Bains > Aix-les-Bains
1870,1933,4395,Stage 7 : Aix-les-Bains > Grenoble
1871,1933,4395,Stage 8 : Grenoble > Gap
1872,1933,4395,Stage 9 : Gap > Digne-les-Bains
1873,1933,4395,Stage 10 : Digne-les-Bains > Nice
1874,1933,4395,Stage 11 : Nice > Cannes
1875,1933,4395,Stage 12 : Cannes > Marseille
1876,1933,4395,Stage 13 : Marseille > Montpellier
1877,1933,4395,Stage 14 : Montpellier > Perpignan
1878,1933,4395,Stage 15 : Perpignan > Ax-les-Thermes
1879,1933,4395,Stage 16 : Ax-les-Thermes > Luchon
1880,1933,4395,Stage 17 : Luchon > Tarbes
1881,1933,4395,Stage 18 : Tarbes > Pau
1882,1933,4395,Stage 19 : Pau > Bordeaux
1883,1933,4395,Stage 20 : Bordeaux > La Rochelle
1884,1933,4395,Stage 21 : La Rochelle > Rennes
1885,1933,4395,Stage 22 : Rennes > Caen
1886,1933,4395,Stage 23 : Caen > Paris
1887,1932,4479,Stage 1 : Paris > Caen
1888,1932,4479,Stage 2 : Caen > Nantes
1889,1932,4479,Stage 3 : Nantes > Bordeaux
1890,1932,4479,Stage 4 : Bordeaux > Pau
1891,1932,4479,Stage 5 : Pau > Luchon
1892,1932,4479,Stage 6 : Luchon > Perpignan
1893,1932,4479,Stage 7 : Perpignan > Montpellier
1894,1932,4479,Stage 8 : Montpellier > Marseille
1895,1932,4479,Stage 9 : Marseille > Cannes
1896,1932,4479,Stage 10 : Cannes > Nice
1897,1932,4479,Stage 11 : Nice > Gap
1898,1932,4479,Stage 12 : Gap > Grenoble
1899,1932,4479,Stage 13 : Grenoble > Aix-les-Bains
1900,1932,4479,Stage 14 : Aix-les-Bains > Evian-les-Bains
1901,1932,4479,Stage 15 : Evian-les-Bains > Belfort
1902,1932,4479,Stage 16 : Belfort > Strasbourg
1903,1932,4479,Stage 17 : Strasbourg > Metz
1904,1932,4479,Stage 18 : Metz > Charleville-Mézières
1905,1932,4479,Stage 19 : Charleville-Mézières > Malo
1906,1932,4479,Stage 20 : Malo > Amiens
1907,1932,4479,Stage 21 : Amiens > Paris
1908,1931,5091,Stage 1 : Paris > Caen
1909,1931,5091,Stage 2 : Caen > Dinan
1910,1931,5091,Stage 3 : Dinan > Brest
1911,1931,5091,Stage 4 : Brest > Vannes
1912,1931,5091,Stage 5 : Vannes > Les Sables
1913,1931,5091,Stage 6 : Les Sables > Bordeaux
1914,1931,5091,Stage 7 : Bordeaux > Bayonne
1915,1931,5091,Stage 8 : Bayonne > Pau
1916,1931,5091,Stage 9 : Pau > Luchon
1917,1931,5091,Stage 10 : Luchon > Perpignan
1918,1931,5091,Stage 11 : Perpignan > Montpellier
1919,1931,5091,Stage 12 : Montpellier > Marseille
1920,1931,5091,Stage 13 : Marseille > Cannes
1921,1931,5091,Stage 14 : Cannes > Nice
1922,1931,5091,Stage 15 : Nice > Gap
1923,1931,5091,Stage 16 : Gap > Grenoble
1924,1931,5091,Stage 17 : Grenoble > Aix-les-Bains
1925,1931,5091,Stage 18 : Aix-les-Bains > Evian-les-Bains
1926,1931,5091,Stage 19 : Evian-les-Bains > Belfort
1927,1931,5091,Stage 20 : Belfort > Colmar
1928,1931,5091,Stage 21 : Colmar > Metz
1929,1931,5091,Stage 22 : Metz > Charleville-Mézières
1930,1931,5091,Stage 23 : Charleville-Mézières > Malo
1931,1931,5091,Stage 24 : Malo > Paris
1932,1930,4822,Stage 1 : Paris > Caen
1933,1930,4822,Stage 2 : Caen > Dinan
1934,1930,4822,Stage 3 : Dinan > Brest
1935,1930,4822,Stage 4 : Brest > Vannes
1936,1930,4822,Stage 5 : Vannes > Les Sables
1937,1930,4822,Stage 6 : Les Sables > Bordeaux
1938,1930,4822,Stage 7 : Bordeaux > Hendaye
1939,1930,4822,Stage 8 : Hendaye > Pau
1940,1930,4822,Stage 9 : Pau > Luchon
1941,1930,4822,Stage 10 : Luchon > Perpignan
1942,1930,4822,Stage 11 : Perpignan > Montpellier
1943,1930,4822,Stage 12 : Montpellier > Marseille
1944,1930,4822,Stage 13 : Marseille > Cannes
1945,1930,4822,Stage 14 : Cannes > Nice
1946,1930,4822,Stage 15 : Nice > Grenoble
1947,1930,4822,Stage 16 : Grenoble > Evian-les-Bains
1948,1930,4822,Stage 17 : Evian-les-Bains > Belfort
1949,1930,4822,Stage 18 : Belfort > Metz
1950,1930,4822,Stage 19 : Metz > Charleville-Mézières
1951,1930,4822,Stage 20 : Charleville-Mézières > Malo
1952,1930,4822,Stage 21 : Malo > Paris
1953,1929,5286,Stage 1 : Paris > Caen
1954,1929,5286,Stage 2 : Caen > Cherbourg-en-Cotentin
1955,1929,5286,Stage 3 : Cherbourg-en-Cotentin > Dinan
1956,1929,5286,Stage 4 : Dinan > Brest
1957,1929,5286,Stage 5 : Brest > Vannes
1958,1929,5286,Stage 6 : Vannes > Les Sables
1959,1929,5286,Stage 7 : Les Sables > Bordeaux
1960,1929,5286,Stage 8 : Bordeaux > Bayonne
1961,1929,5286,Stage 9 : Bayonne > Luchon
1962,1929,5286,Stage 10 : Luchon > Perpignan
1963,1929,5286,Stage 11 : Perpignan > Marseille
1964,1929,5286,Stage 12 : Marseille > Cannes
1965,1929,5286,Stage 13 : Cannes > Nice
1966,1929,5286,Stage 14 : Nice > Grenoble
1967,1929,5286,Stage 15 : Grenoble > Evian-les-Bains
1968,1929,5286,Stage 16 : Evian-les-Bains > Belfort
1969,1929,5286,Stage 17 : Belfort > Strasbourg
1970,1929,5286,Stage 18 : Strasbourg > Metz
1971,1929,5286,Stage 19 : Metz > Charleville-Mézières
1972,1929,5286,Stage 20 : Charleville-Mézières > Malo
1973,1929,5286,Stage 21 : Malo > Dieppe
1974,1929,5286,Stage 22 : Dieppe > Paris
1975,1928,5476,Stage 1 : Paris > Caen
1976,1928,5476,Stage 2 : Caen > Cherbourg-en-Cotentin
1977,1928,5476,Stage 3 : Cherbourg-en-Cotentin > Dinan
1978,1928,5476,Stage 4 : Dinan > Brest
1979,1928,5476,Stage 5 : Brest > Vannes
1980,1928,5476,Stage 6 : Vannes > Les Sables
1981,1928,5476,Stage 7 : Les Sables > Bordeaux
1982,1928,5476,Stage 8 : Bordeaux > Hendaye
1983,1928,5476,Stage 9 : Hendaye > Luchon
1984,1928,5476,Stage 10 : Luchon > Perpignan
1985,1928,5476,Stage 11 : Perpignan > Marseille
1986,1928,5476,Stage 12 : Marseille > Nice
1987,1928,5476,Stage 13 : Nice > Grenoble
1988,1928,5476,Stage 14 : Grenoble > Evian-les-Bains
1989,1928,5476,Stage 15 : Evian-les-Bains > Pontarlier
1990,1928,5476,Stage 16 : Pontarlier > Belfort
1991,1928,5476,Stage 17 : Belfort > Strasbourg
1992,1928,5476,Stage 18 : Strasbourg > Metz
1993,1928,5476,Stage 19 : Metz > Charleville-Mézières
1994,1928,5476,Stage 20 : Charleville-Mézières > Malo
1995,1928,5476,Stage 21 : Malo > Dieppe
1996,1928,5476,Stage 22 : Dieppe > Paris
1997,1927,5398,Stage 1 : Paris > Dieppe
1998,1927,5398,Stage 2 : Dieppe > Le Havre
1999,1927,5398,Stage 3 : Le Havre > Caen
2000,1927,5398,Stage 4 : Caen > Cherbourg-en-Cotentin
2001,1927,5398,Stage 5 : Cherbourg-en-Cotentin > Dinan
2002,1927,5398,Stage 6 : Dinan > Brest
2003,1927,5398,Stage 7 : Brest > Vannes
2004,1927,5398,Stage 8 : Vannes > Les Sables
2005,1927,5398,Stage 9 : Les Sables > Bordeaux
2006,1927,5398,Stage 10 : Bordeaux > Bayonne
2007,1927,5398,Stage 11 : Bayonne > Luchon
2008,1927,5398,Stage 12 : Luchon > Perpignan
2009,1927,5398,Stage 13 : Perpignan > Marseille
2010,1927,5398,Stage 14 : Marseille > Toulon
2011,1927,5398,Stage 15 : Toulon > Nice
2012,1927,5398,Stage 16 : Nice > Briançon
2013,1927,5398,Stage 17 : Briançon > Evian-les-Bains
2014,1927,5398,Stage 18 : Evian-les-Bains > Pontarlier
2015,1927,5398,Stage 19 : Pontarlier > Belfort
2016,1927,5398,Stage 20 : Belfort > Strasbourg
2017,1927,5398,Stage 21 : Strasbourg > Metz
2018,1927,5398,Stage 22 : Metz > Charleville-Mézières
2019,1927,5398,Stage 23 : Charleville-Mézières > Dunkerque
2020,1927,5398,Stage 24 : Dunkerque > Paris
2021,1926,5745,Stage 1 : Evian-les-Bains > Mulhouse
2022,1926,5745,Stage 2 : Mulhouse > Metz
2023,1926,5745,Stage 3 : Metz > Dunkerque
2024,1926,5745,Stage 4 : Dunkerque > Le Havre
2025,1926,5745,Stage 5 : Le Havre > Cherbourg-en-Cotentin
2026,1926,5745,Stage 6 : Cherbourg-en-Cotentin > Brest
2027,1926,5745,Stage 7 : Brest > Les Sables
2028,1926,5745,Stage 8 : Les Sables > Bordeaux
2029,1926,5745,Stage 9 : Bordeaux > Bayonne
2030,1926,5745,Stage 10 : Bayonne > Luchon
2031,1926,5745,Stage 11 : Luchon > Perpignan
2032,1926,5745,Stage 12 : Perpignan > Toulon
2033,1926,5745,Stage 13 : Toulon > Nice
2034,1926,5745,Stage 14 : Nice > Briançon
2035,1926,5745,Stage 15 : Briançon > Evian-les-Bains
2036,1926,5745,Stage 16 : Evian-les-Bains > Dijon
2037,1926,5745,Stage 17 : Dijon > Paris
2038,1925,5440,Stage 1 : Paris > Le Havre
2039,1925,5440,Stage 2 : Le Havre > Cherbourg-en-Cotentin
2040,1925,5440,Stage 3 : Cherbourg-en-Cotentin > Brest
2041,1925,5440,Stage 4 : Brest > Vannes
2042,1925,5440,Stage 5 : Vannes > Les Sables
2043,1925,5440,Stage 6 : Les Sables > Bordeaux
2044,1925,5440,Stage 7 : Bordeaux > Bayonne
2045,1925,5440,Stage 8 : Bayonne > Luchon
2046,1925,5440,Stage 9 : Luchon > Perpignan
2047,1925,5440,Stage 10 : Perpignan > Nimes
2048,1925,5440,Stage 11 : Nimes > Toulon
2049,1925,5440,Stage 12 : Toulon > Nice
2050,1925,5440,Stage 13 : Nice > Briançon
2051,1925,5440,Stage 14 : Briançon > Evian-les-Bains
2052,1925,5440,Stage 15 : Evian-les-Bains > Mulhouse
2053,1925,5440,Stage 16 : Mulhouse > Metz
2054,1925,5440,Stage 17 : Metz > Dunkerque
2055,1925,5440,Stage 18 : Dunkerque > Paris
2056,1924,5425,Stage 1 : Paris > Le Havre
2057,1924,5425,Stage 2 : Le Havre > Cherbourg-en-Cotentin
2058,1924,5425,Stage 3 : Cherbourg-en-Cotentin > Brest
2059,1924,5425,Stage 4 : Brest > Les Sables
2060,1924,5425,Stage 5 : Les Sables > Bayonne
2061,1924,5425,Stage 6 : Bayonne > Luchon
2062,1924,5425,Stage 7 : Luchon > Perpignan
2063,1924,5425,Stage 8 : Perpignan > Toulon
2064,1924,5425,Stage 9 : Toulon > Nice
2065,1924,5425,Stage 10 : Nice > Briançon
2066,1924,5425,Stage 11 : Briançon > Gex
2067,1924,5425,Stage 12 : Gex > Strasbourg
2068,1924,5425,Stage 13 : Strasbourg > Metz
2069,1924,5425,Stage 14 : Metz > Dunkerque
2070,1924,5425,Stage 15 : Dunkerque > Paris
2071,1923,5386,Stage 1 : Paris > Le Havre
2072,1923,5386,Stage 2 : Le Havre > Cherbourg-en-Cotentin
2073,1923,5386,Stage 3 : Cherbourg-en-Cotentin > Brest
2074,1923,5386,Stage 4 : Brest > Les Sables
2075,1923,5386,Stage 5 : Les Sables > Bayonne
2076,1923,5386,Stage 6 : Bayonne > Luchon
2077,1923,5386,Stage 7 : Luchon > Perpignan
2078,1923,5386,Stage 8 : Perpignan > Toulon
2079,1923,5386,Stage 9 : Toulon > Nice
2080,1923,5386,Stage 10 : Nice > Briançon
2081,1923,5386,Stage 11 : Briançon > Genève
2082,1923,5386,Stage 12 : Genève > Strasbourg
2083,1923,5386,Stage 13 : Strasbourg > Metz
2084,1923,5386,Stage 14 : Metz > Dunkerque
2085,1923,5386,Stage 15 : Dunkerque > Paris
2086,1922,5375,Stage 1 : Paris > Le Havre
2087,1922,5375,Stage 2 : Le Havre > Cherbourg-en-Cotentin
2088,1922,5375,Stage 3 : Cherbourg-en-Cotentin > Brest
2089,1922,5375,Stage 4 : Brest > Les Sables
2090,1922,5375,Stage 5 : Les Sables > Bayonne
2091,1922,5375,Stage 6 : Bayonne > Luchon
2092,1922,5375,Stage 7 : Luchon > Perpignan
2093,1922,5375,Stage 8 : Perpignan > Toulon
2094,1922,5375,Stage 9 : Toulon > Nice
2095,1922,5375,Stage 10 : Nice > Briançon
2096,1922,5375,Stage 11 : Briançon > Genève
2097,1922,5375,Stage 12 : Genève > Strasbourg
2098,1922,5375,Stage 13 : Strasbourg > Metz
2099,1922,5375,Stage 14 : Metz > Dunkerque
2100,1922,5375,Stage 15 : Dunkerque > Paris
2101,1921,5485,Stage 1 : Paris > Le Havre
2102,1921,5485,Stage 2 : Le Havre > Cherbourg-en-Cotentin
2103,1921,5485,Stage 3 : Cherbourg-en-Cotentin > Brest
2104,1921,5485,Stage 4 : Brest > Les Sables
2105,1921,5485,Stage 5 : Les Sables > Bayonne
2106,1921,5485,Stage 6 : Bayonne > Luchon
2107,1921,5485,Stage 7 : Luchon > Perpignan
2108,1921,5485,Stage 8 : Perpignan > Toulon
2109,1921,5485,Stage 9 : Toulon > Nice
2110,1921,5485,Stage 10 : Nice > Grenoble
2111,1921,5485,Stage 11 : Grenoble > Genève
2112,1921,5485,Stage 12 : Genève > Strasbourg
2113,1921,5485,Stage 13 : Strasbourg > Metz
2114,1921,5485,Stage 14 : Metz > Dunkerque
2115,1921,5485,Stage 15 : Dunkerque > Paris
2116,1920,5503,Stage 1 : Paris > Le Havre
2117,1920,5503,Stage 2 : Le Havre > Cherbourg-en-Cotentin
2118,1920,5503,Stage 3 : Cherbourg-en-Cotentin > Brest
2119,1920,5503,Stage 4 : Brest > Les Sables
2120,1920,5503,Stage 5 : Les Sables > Bayonne
2121,1920,5503,Stage 6 : Bayonne > Luchon
2122,1920,5503,Stage 7 : Luchon > Perpignan
2123,1920,5503,Stage 8 : Perpignan > Aix en Provence
2124,1920,5503,Stage 9 : Aix en Provence > Nice
2125,1920,5503,Stage 10 : Nice > Grenoble
2126,1920,5503,Stage 11 : Grenoble > Gex
2127,1920,5503,Stage 12 : Gex > Strasbourg
2128,1920,5503,Stage 13 : Strasbourg > Metz
2129,1920,5503,Stage 14 : Metz > Dunkerque
2130,1920,5503,Stage 15 : Dunkerque > Paris
2131,1919,5560,Stage 1 : Paris > Le Havre
2132,1919,5560,Stage 2 : Le Havre > Cherbourg-en-Cotentin
2133,1919,5560,Stage 3 : Cherbourg-en-Cotentin > Brest
2134,1919,5560,Stage 4 : Brest > Les Sables
2135,1919,5560,Stage 5 : Les Sables > Bayonne
2136,1919,5560,Stage 6 : Bayonne > Luchon
2137,1919,5560,Stage 7 : Luchon > Perpignan
2138,1919,5560,Stage 8 : Perpignan > Marseille
2139,1919,5560,Stage 9 : Marseille > Nice
2140,1919,5560,Stage 10 : Nice > Grenoble
2141,1919,5560,Stage 11 : Grenoble > Genève
2142,1919,5560,Stage 12 : Genève > Strasbourg
2143,1919,5560,Stage 13 : Strasbourg > Metz
2144,1919,5560,Stage 14 : Metz > Dunkerque
2145,1919,5560,Stage 15 : Dunkerque > Paris
