Team,Rider,Country,Year
LA REDOUTE-MOTOBECANE,BERNARD VALLET,FRA,1981
LA REDOUTE-MOTOBECANE,JEAN-LUC VANDENBROUCKE,BEL,1981
LA REDOUTE-MOTOBECANE,FERDI VAN DEN HAUTE,BEL,1981
LA REDOUTE-MOTOBECANE,DIDIER VANOVERSCHEDE,FRA,1981
CAPRI SONNE- KOGA MIYATA,DANIEL WILLEMS,BEL,1981
CAPRI SONNE- KOGA MIYATA,RONNY CLAES,BEL,1981
CAPRI SONNE- KOGA MIYATA,LUDO DELCROIX,BEL,1981
CAPRI SONNE- KOGA MIYATA,THÉO DE ROOY,NED,1981
CAPRI SONNE- KOGA MIYATA,JOS JACOBS,BEL,1981
CAPRI SONNE- KOGA MIYATA,RUDY PEVENAGE,BEL,1981
CAPRI SONNE- KOGA MIYATA,ETRIC VAN DE WIELE,BEL,1981
CAPRI SONNE- KOGA MIYATA,DIRK WAYENBERG,BEL,1981
CAPRI SONNE- KOGA MIYATA,JOSTEIN WILMANN,NOR,1981
CAPRI SONNE- KOGA MIYATA,PETER WINNEN,NED,1981
PUCH-WOLBER,BERNARD THEVENET,FRA,1981
PUCH-WOLBER,DOMINIQUE ARNAUD,FRA,1981
PUCH-WOLBER,JEAN CHASSANG,FRA,1981
PUCH-WOLBER,ALAIN DE CARVALHO,FRA,1981
PUCH-WOLBER,YVES HEZARD,FRA,1981
PUCH-WOLBER,JACQUES OSMONT,FRA,1981
PUCH-WOLBER,RÉGIS OVION,FRA,1981
PUCH-WOLBER,GERHARD SCHONBACHER,AUT,1981
PUCH-WOLBER,KLAUS-PETER THALER,GER,1981
PUCH-WOLBER,CLAUDE VINCENDEAU,FRA,1981
BOSTON-MAVIC,LUCIEN VAN IMPE,BEL,1981
BOSTON-MAVIC,ROGER DE CNIJF,BEL,1981
BOSTON-MAVIC,LUC DE GRAUWE,BEL,1981
BOSTON-MAVIC,MARC GOOSSENS,NED,1981
BOSTON-MAVIC,JAN JONKERS,NED,1981
BOSTON-MAVIC,ALAIN MESLET,FRA,1981
BOSTON-MAVIC,JAN NEVENS,BEL,1981
BOSTON-MAVIC,PHILIPPE TESNIERES,FRA,1981
BOSTON-MAVIC,WILLY TEIRLINCK,BEL,1981
BOSTON-MAVIC,BENNY VERMEULEN,BEL,1981
TEKA,MARINO LEJARETTA,ESP,1981
TEKA,BERNARDO ALFONSEL,ESP,1981
TEKA,FAUSTINO CUELI ARCE,ESP,1981
TEKA,NOËL DEJONCKHEERE,BEL,1981
TEKA,ALBERTO FERNANDEZ DE LA PUEBLA RAMOS,ESP,1981
TEKA,EULALIO GARCIA,ESP,1981
TEKA,ISMAËL LEJARETTA,ESP,1981
TEKA,PAULINO MARTINEZ,ESP,1981
TEKA,JOSÉ-LUIS MAYOZ,ESP,1981
TEKA,JORGE RUIZ-CABESTANY,ESP,1981
DAF TRUCKS-COTE D'OR,HENNIE KUIPER,NED,1981
DAF TRUCKS-COTE D'OR,LUC COLIJN,BEL,1981
DAF TRUCKS-COTE D'OR,MARC DIERICKX,BEL,1981
DAF TRUCKS-COTE D'OR,HENDRIK DEVOS,BEL,1981
DAF TRUCKS-COTE D'OR,MARCEL LAURENS,BEL,1981
DAF TRUCKS-COTE D'OR,RENÉ MARTENS,BEL,1981
DAF TRUCKS-COTE D'OR,GUY NULENS,BEL,1981
DAF TRUCKS-COTE D'OR,EDDY SCHEPERS,BEL,1981
DAF TRUCKS-COTE D'OR,HENNIE STAMSNIJDER,NED,1981
DAF TRUCKS-COTE D'OR,WILLIAM TACKAERT,BEL,1981
KELME,JUAN FERNANDEZ,ESP,1981
KELME,FRANCISCO-RAMON ALBEDA,ESP,1981
KELME,VICENTE BELDA,ESP,1981
KELME,JORGE FORTIA,ESP,1981
KELME,JÉSUS GUZMAN,ESP,1981
KELME,RAFAËL LADRON DE GUEVARRA,ESP,1981
KELME,IMANOL MURGA,ESP,1981
KELME,AVELINO Perez,ESP,1981
KELME,JÉSUS SUAREZ-CUEVAS,ESP,1981
KELME,JAIME VILAMAJO,ESP,1981
SUNAIR-COLNAGO,GERRY VERLINDEN,BEL,1981
SUNAIR-COLNAGO,ALAIN DE ROO,BEL,1981
SUNAIR-COLNAGO,RONALD DE WITTE,BEL,1981
SUNAIR-COLNAGO,FREDDY MAERTENS,BEL,1981
SUNAIR-COLNAGO,FRITS PIRARD,NED,1981
SUNAIR-COLNAGO,ERIC VAN DE PERRE,BEL,1981
SUNAIR-COLNAGO,JAN VAN HOUWELINGEN,NED,1981
SUNAIR-COLNAGO,PAUL WELLENS,BEL,1981
SUNAIR-COLNAGO,LÉO WELLENS,BEL,1981
SUNAIR-COLNAGO,JOHAN WELLENS,BEL,1981
RENAULT-GITANE,BERNARD HINAULT,FRA,1981
RENAULT-GITANE,HUBERT ARBES,FRA,1981
RENAULT-GITANE,BERNARD BECAAS,FRA,1981
RENAULT-GITANE,CHARLY BERARD,FRA,1981
RENAULT-GITANE,YVON BERTIN,FRA,1981
RENAULT-GITANE,JONATHAN BOYER,USA,1981
RENAULT-GITANE,LUCIEN DIDIER,LUX,1981
RENAULT-GITANE,MAURICE LE GUILLOUX,FRA,1981
RENAULT-GITANE,JEAN-FRANÇOIS RODRIGUEZ,FRA,1981
RENAULT-GITANE,ALAIN VIGNERON,FRA,1981
VERMEER THIJS-GIOS,FONS DE WOLF,BEL,1981
VERMEER THIJS-GIOS,HERMANN Beyssens,BEL,1981
VERMEER THIJS-GIOS,JAN BOGAERT,BEL,1981
VERMEER THIJS-GIOS,FRANKY DE GENDT,BEL,1981
VERMEER THIJS-GIOS,JOS DE SCHOENMACKER,BEL,1981
VERMEER THIJS-GIOS,ROLAND LIBOTON,BEL,1981
VERMEER THIJS-GIOS,LOUIS LUYTEN,BEL,1981
VERMEER THIJS-GIOS,MICHEL POLLENTIER,BEL,1981
VERMEER THIJS-GIOS,ADRI VAN HOUWELINGEN,NED,1981
VERMEER THIJS-GIOS,EDDY VERSTRAETEN,BEL,1981
RENAULT-GITANE,BERNARD HINAULT,FRA,1982
RENAULT-GITANE,HUBERT ARBES,FRA,1982
RENAULT-GITANE,CHARLY BERARD,FRA,1982
RENAULT-GITANE,PATRICK BONNET,FRA,1982
RENAULT-GITANE,LUCIEN DIDIER,LUX,1982
RENAULT-GITANE,MAURICE LE GUILLOUX,FRA,1982
RENAULT-GITANE,MARC MADIOT,FRA,1982
RENAULT-GITANE,PASCAL POISSON,FRA,1982
RENAULT-GITANE,JEAN-FRANÇOIS RODRIGUEZ,FRA,1982
RENAULT-GITANE,ALAIN VIGNERON,FRA,1982
LA REDOUTE-MOTOBECANE,ROBERT ALBAN,FRA,1982
LA REDOUTE-MOTOBECANE,PIERRE BAZZO,FRA,1982
LA REDOUTE-MOTOBECANE,JOHAN DE MUYNCK,BEL,1982
LA REDOUTE-MOTOBECANE,ETIENNE DE WILDE,BEL,1982
LA REDOUTE-MOTOBECANE,PASCAL GUYOT,FRA,1982
LA REDOUTE-MOTOBECANE,CHRISTIAN JOURDAN,FRA,1982
LA REDOUTE-MOTOBECANE,PAUL SHERWEN,GBR,1982
LA REDOUTE-MOTOBECANE,BERNARD VALLET,FRA,1982
LA REDOUTE-MOTOBECANE,JEAN-LUC VANDENBROUCKE,BEL,1982
LA REDOUTE-MOTOBECANE,DIDIER VANOVERSCHEDE,FRA,1982
TI-RALEIGH-CAMPAGNOLO,JOHAN VAN DER VELDE,NED,1982
TI-RALEIGH-CAMPAGNOLO,FRANK HOSTE,BEL,1982
TI-RALEIGH-CAMPAGNOLO,LUDO DE KEULENAER,BEL,1982
TI-RALEIGH-CAMPAGNOLO,GERRIE KNETEMANN,NED,1982
TI-RALEIGH-CAMPAGNOLO,HENK LUBBERDING,NED,1982
TI-RALEIGH-CAMPAGNOLO,LUDO PEETERS,BEL,1982
TI-RALEIGH-CAMPAGNOLO,JAN RAAS,NED,1982
TI-RALEIGH-CAMPAGNOLO,LÉO VAN VLIET,NED,1982
TI-RALEIGH-CAMPAGNOLO,GÉRARD VELDSCHOLTEN,NED,1982
TI-RALEIGH-CAMPAGNOLO,AD WIJNANDS,NED,1982
CAPRI SONNE-CAMPAGNOLO-MERCKX,PETER WINNEN,NED,1982
CAPRI SONNE-CAMPAGNOLO-MERCKX,GRÉGOR BRAUN,GER,1982
CAPRI SONNE-CAMPAGNOLO-MERCKX,LUDO DELCROIX,BEL,1982
CAPRI SONNE-CAMPAGNOLO-MERCKX,THÉO DE ROOY,NED,1982
CAPRI SONNE-CAMPAGNOLO-MERCKX,RONALD DE WITTE,BEL,1982
CAPRI SONNE-CAMPAGNOLO-MERCKX,ERIC McKENZIE,NZL,1982
CAPRI SONNE-CAMPAGNOLO-MERCKX,RUDY PEVENAGE,BEL,1982
CAPRI SONNE-CAMPAGNOLO-MERCKX,ETRIC VAN DE WIELE,BEL,1982
CAPRI SONNE-CAMPAGNOLO-MERCKX,DIRK WAYENBERG,BEL,1982
CAPRI SONNE-CAMPAGNOLO-MERCKX,JOSTEIN WILMANN,NOR,1982
PEUGEOT-SHELL-MICHELIN,JEAN-RENÉ BERNAUDEAU,FRA,1982
PEUGEOT-SHELL-MICHELIN,PHIL ANDERSON,AUS,1982
PEUGEOT-SHELL-MICHELIN,BERNARD BOURREAU,FRA,1982
PEUGEOT-SHELL-MICHELIN,FRÉDERIC BRUN,FRA,1982
PEUGEOT-SHELL-MICHELIN,ANDRÉ CHALMEL,FRA,1982
PEUGEOT-SHELL-MICHELIN,GILBERT DUCLOS-LASSALLE,FRA,1982
PEUGEOT-SHELL-MICHELIN,MICHEL LAURENT,FRA,1982
PEUGEOT-SHELL-MICHELIN,HUBERT LINARD,FRA,1982
PEUGEOT-SHELL-MICHELIN,PATRICK PERRET,FRA,1982
PEUGEOT-SHELL-MICHELIN,PASCAL SIMON,FRA,1982
SPLENDOR- WICKES-BOUWMARKT,CLAUDE CRIQUIELION,BEL,1982
SPLENDOR- WICKES-BOUWMARKT,JOHNNY BROERS,NED,1982
SPLENDOR- WICKES-BOUWMARKT,LUC DE SMET,BEL,1982
SPLENDOR- WICKES-BOUWMARKT,EDDY PLANCKAERT,BEL,1982
SPLENDOR- WICKES-BOUWMARKT,WALTER PLANCKAERT,BEL,1982
SPLENDOR- WICKES-BOUWMARKT,JOS SCHIPPER,NED,1982
SPLENDOR- WICKES-BOUWMARKT,EUGÈNE URBANY,LUX,1982
SPLENDOR- WICKES-BOUWMARKT,BENNY VAN BRABANT,BEL,1982
SPLENDOR- WICKES-BOUWMARKT,JEAN-PHILIPPE VANDENBRANDE,BEL,1982
SPLENDOR- WICKES-BOUWMARKT,PAUL WELLENS,BEL,1982
VERMEER THIJS-GIOS,FONS DE WOLF,BEL,1982
VERMEER THIJS-GIOS,ROGER DE CNIJF,BEL,1982
VERMEER THIJS-GIOS,FRANKY DE GENDT,BEL,1982
VERMEER THIJS-GIOS,JOS DE SCHOENMACKER,BEL,1982
VERMEER THIJS-GIOS,JOS JACOBS,BEL,1982
VERMEER THIJS-GIOS,LOUIS LUYTEN,BEL,1982
VERMEER THIJS-GIOS,DANNY SCHOONBAERT,BEL,1982
VERMEER THIJS-GIOS,ADRI VAN HOUWELINGEN,NED,1982
VERMEER THIJS-GIOS,JAN VAN HOUWELINGEN,NED,1982
VERMEER THIJS-GIOS,POL VERSCHUERE,BEL,1982
SEM-FRANCE LOIRE-CAMPAGNOLO,SEAN KELLY,IRL,1982
SEM-FRANCE LOIRE-CAMPAGNOLO,RENÉ BITTINGER,FRA,1982
SEM-FRANCE LOIRE-CAMPAGNOLO,JONATHAN BOYER,USA,1982
SEM-FRANCE LOIRE-CAMPAGNOLO,ANDRÉ CHAPPUIS,FRA,1982
SEM-FRANCE LOIRE-CAMPAGNOLO,JEAN-FRANÇOIS CHAURIN,FRA,1982
SEM-FRANCE LOIRE-CAMPAGNOLO,PATRICK CLERC,FRA,1982
SEM-FRANCE LOIRE-CAMPAGNOLO,GUY GALLOPIN,FRA,1982
SEM-FRANCE LOIRE-CAMPAGNOLO,DOMINIQUE GARDE,FRA,1982
SEM-FRANCE LOIRE-CAMPAGNOLO,HUBERT GRAIGNIC,FRA,1982
SEM-FRANCE LOIRE-CAMPAGNOLO,MARCEL TINAZZI,FRA,1982
SUNAIR-COLNAGO-CAMPAGNOLO,DANIEL WILLEMS,BEL,1982
SUNAIR-COLNAGO-CAMPAGNOLO,ALAIN DE ROO,BEL,1982
SUNAIR-COLNAGO-CAMPAGNOLO,WERNER DEVOS,BEL,1982
SUNAIR-COLNAGO-CAMPAGNOLO,LUDO FRIJNS,BEL,1982
SUNAIR-COLNAGO-CAMPAGNOLO,GUY JANISZEWSKI,BEL,1982
SUNAIR-COLNAGO-CAMPAGNOLO,FRANS VAN VLIERBERGHE,BEL,1982
SUNAIR-COLNAGO-CAMPAGNOLO,GERRY VERLINDEN,BEL,1982
SUNAIR-COLNAGO-CAMPAGNOLO,PATRICK VERSLUYS,BEL,1982
SUNAIR-COLNAGO-CAMPAGNOLO,JAN WIJNANTS,BEL,1982
SUNAIR-COLNAGO-CAMPAGNOLO,LUDWIG WIJNANTS,BEL,1982
DAF TRUCKS-TEVE BLAD-ROSSIN,HENNIE KUIPER,NED,1982
DAF TRUCKS-TEVE BLAD-ROSSIN,HENDRIK DEVOS,BEL,1982
DAF TRUCKS-TEVE BLAD-ROSSIN,MARC DIERICKX,BEL,1982
DAF TRUCKS-TEVE BLAD-ROSSIN,MARCEL LAURENS,BEL,1982
DAF TRUCKS-TEVE BLAD-ROSSIN,RENÉ MARTENS,BEL,1982
DAF TRUCKS-TEVE BLAD-ROSSIN,GUY NULENS,BEL,1982
DAF TRUCKS-TEVE BLAD-ROSSIN,BERT OOSTERBOSCH,NED,1982
DAF TRUCKS-TEVE BLAD-ROSSIN,WILLIAM TACKAERT,BEL,1982
DAF TRUCKS-TEVE BLAD-ROSSIN,ADRI VAN DER POEL,NED,1982
DAF TRUCKS-TEVE BLAD-ROSSIN,PETER ZIJERVELD,NED,1982
COOP-MERCIER-MAVIC,JOOP ZOETEMELK,NED,1982
COOP-MERCIER-MAVIC,KIM ANDERSEN,DEN,1982
COOP-MERCIER-MAVIC,YVON BERTIN,FRA,1982
COOP-MERCIER-MAVIC,RÉGIS CLERE,FRA,1982
COOP-MERCIER-MAVIC,JEAN-LOUIS GAUTHIER,FRA,1982
COOP-MERCIER-MAVIC,PIERRE LE BIGAULT,FRA,1982
COOP-MERCIER-MAVIC,CHRISTIAN LEVAVASSEUR,FRA,1982
COOP-MERCIER-MAVIC,RAYMOND MARTIN,FRA,1982
COOP-MERCIER-MAVIC,PIERRE-HENRI MENTHEOUR,FRA,1982
COOP-MERCIER-MAVIC,JACQUES MICHAUD,FRA,1982
TEKA,MARINO LEJARETTA,ESP,1982
TEKA,BERNARDO ALFONSEL,ESP,1982
TEKA,FRANCISCO-RAMON ALBEDA,ESP,1982
TEKA,JUAN-CARLOS ALONSO-DETEANO,ESP,1982
TEKA,ANTONIO COLL PONTANILLA,ESP,1982
TEKA,ALBERTO FERNANDEZ DE LA PUEBLA RAMOS,ESP,1982
TEKA,ISMAËL LEJARETTA,ESP,1982
TEKA,JOSÉ-LUIS RODRIGUEZ-INGUANZO,ESP,1982
TEKA,MODESTO URRUTIBEASCOA,ESP,1982
TEKA,FELIPE YANEZ,ESP,1982
WOLBER-SPIDEL,SVEN-AKE NILSSON,SWE,1982
WOLBER-SPIDEL,DOMINIQUE ARNAUD,FRA,1982
WOLBER-SPIDEL,JEAN CHASSANG,FRA,1982
WOLBER-SPIDEL,MARC DURANT,FRA,1982
WOLBER-SPIDEL,MARC GOMEZ,FRA,1982
WOLBER-SPIDEL,GÉRARD KERBRAT,FRA,1982
WOLBER-SPIDEL,JEAN-FRANÇOIS RAULT,FRA,1982
WOLBER-SPIDEL,CHRISTIAN SEZNEC,FRA,1982
WOLBER-SPIDEL,PIERRE-RAYMOND VILLEMIANE,FRA,1982
WOLBER-SPIDEL,CLAUDE VINCENDEAU,FRA,1982
PUCH-EOROTEX-CAMPAGNOLO,STEFAN MUTTER,SUI,1982
PUCH-EOROTEX-CAMPAGNOLO,RAIMUND DIETZEN,GER,1982
PUCH-EOROTEX-CAMPAGNOLO,MIKE GUTMAN,SUI,1982
PUCH-EOROTEX-CAMPAGNOLO,SIEGFRIED HEKIMI,SUI,1982
PUCH-EOROTEX-CAMPAGNOLO,HANS KAENEL,SUI,1982
PUCH-EOROTEX-CAMPAGNOLO,ERWIN LIENHARD,SUI,1982
PUCH-EOROTEX-CAMPAGNOLO,HARALD MAIER,AUT,1982
PUCH-EOROTEX-CAMPAGNOLO,HANS NEUMAYER,GER,1982
PUCH-EOROTEX-CAMPAGNOLO,KLAUS-PETER THALER,GER,1982
PUCH-EOROTEX-CAMPAGNOLO,JOSEPH WEHRLI,SUI,1982
INOXPRAN-PENTOLE-POSATE,GIOVANNI BATTAGLIN,ITA,1982
INOXPRAN-PENTOLE-POSATE,GIULIANO BIATTA,ITA,1982
INOXPRAN-PENTOLE-POSATE,GUIDO BONTEMPI,ITA,1982
INOXPRAN-PENTOLE-POSATE,ALFREDO CHINETTI,ITA,1982
INOXPRAN-PENTOLE-POSATE,ALFONSO DAL PIAN,ITA,1982
INOXPRAN-PENTOLE-POSATE,BRUNO LEALI,ITA,1982
INOXPRAN-PENTOLE-POSATE,LUCIANO LORO,ITA,1982
INOXPRAN-PENTOLE-POSATE,LUIGINO MORO,ITA,1982
INOXPRAN-PENTOLE-POSATE,ALMICARE SGALBAZZI,ITA,1982
INOXPRAN-PENTOLE-POSATE,CARLO TONON,ITA,1982
CILO-AUFINA,BEAT BREU,SUI,1982
CILO-AUFINA,THIERRY BOLLE,SUI,1982
CILO-AUFINA,SERGE DEMIERRE,SUI,1982
CILO-AUFINA,ANTONIO FERRETTI,SUI,1982
CILO-AUFINA,GILBERT GLAUS,SUI,1982
CILO-AUFINA,JEAN-MARY GREZET,SUI,1982
CILO-AUFINA,PATRICK MOERLEN,SUI,1982
CILO-AUFINA,CEDRIC ROSSIER,SUI,1982
CILO-AUFINA,MARCEL RUSSENBERGER,SUI,1982
CILO-AUFINA,JULIUS THALMAN,SUI,1982
HOONVED-BOTTECCHIA,MARIO BECCIA,ITA,1982
HOONVED-BOTTECCHIA,FIORENZO ALIVERTI,ITA,1982
HOONVED-BOTTECCHIA,ANTONIO BEVILACQUA,ITA,1982
HOONVED-BOTTECCHIA,BENEDETTO PATELLARO,ITA,1982
HOONVED-BOTTECCHIA,DANIEL GISIGER,SUI,1982
HOONVED-BOTTECCHIA,SILVESTRE MILANI,ITA,1982
HOONVED-BOTTECCHIA,LUCIANO RUI,ITA,1982
HOONVED-BOTTECCHIA,ENZO SERPELLONI,ITA,1982
HOONVED-BOTTECCHIA,DIETRICH THURAU,GER,1982
HOONVED-BOTTECCHIA,RIK VAN LINDEN,BEL,1982
COOP-MERCIER-MAVIC,JOOP ZOETEMELK,NED,1983
COOP-MERCIER-MAVIC,KIM ANDERSEN,DEN,1983
COOP-MERCIER-MAVIC,PIERRE BAZZO,FRA,1983
COOP-MERCIER-MAVIC,RÉGIS CLERE,FRA,1983
COOP-MERCIER-MAVIC,JEAN-LOUIS GAUTHIER,FRA,1983
COOP-MERCIER-MAVIC,MICHEL LAURENT,FRA,1983
COOP-MERCIER-MAVIC,PIERRE LE BIGAULT,FRA,1983
COOP-MERCIER-MAVIC,RAYMOND MARTIN,FRA,1983
COOP-MERCIER-MAVIC,JACQUES MICHAUD,FRA,1983
COOP-MERCIER-MAVIC,CLAUDE MOREAU,FRA,1983
RENAULT-ELF-GITANE,BERNARD BECAAS,FRA,1983
RENAULT-ELF-GITANE,CHARLY BERARD,FRA,1983
RENAULT-ELF-GITANE,PHILIPPE CHEVALLIER,FRA,1983
RENAULT-ELF-GITANE,LUCIEN DIDIER,LUX,1983
RENAULT-ELF-GITANE,LAURENT FIGNON,FRA,1983
RENAULT-ELF-GITANE,DOMINIQUE GAIGNE,FRA,1983
RENAULT-ELF-GITANE,PASCAL JULES,FRA,1983
RENAULT-ELF-GITANE,MARC MADIOT,FRA,1983
RENAULT-ELF-GITANE,PASCAL POISSON,FRA,1983
RENAULT-ELF-GITANE,ALAIN VIGNERON,FRA,1983
TI-RALEIGH-CAMPAGNOLO,JOHAN VAN DER VELDE,NED,1983
TI-RALEIGH-CAMPAGNOLO,LUDO DE KEULENAER,BEL,1983
TI-RALEIGH-CAMPAGNOLO,THÉO DE ROOY,NED,1983
TI-RALEIGH-CAMPAGNOLO,JOHAN LAMMERTS,NED,1983
TI-RALEIGH-CAMPAGNOLO,HENK LUBBERDING,NED,1983
TI-RALEIGH-CAMPAGNOLO,BERT OOSTERBOSCH,NED,1983
TI-RALEIGH-CAMPAGNOLO,JAN RAAS,NED,1983
TI-RALEIGH-CAMPAGNOLO,LÉO VAN VLIET,NED,1983
TI-RALEIGH-CAMPAGNOLO,GÉRARD VELDSCHOLTEN,NED,1983
TI-RALEIGH-CAMPAGNOLO,PETER WINNEN,NED,1983
PEUGEOT-SHELL-MICHELIN,PHIL ANDERSON,AUS,1983
PEUGEOT-SHELL-MICHELIN,JACQUES BOSSIS,FRA,1983
PEUGEOT-SHELL-MICHELIN,BERNARD BOURREAU,FRA,1983
PEUGEOT-SHELL-MICHELIN,FRÉDERIC BRUN,FRA,1983
PEUGEOT-SHELL-MICHELIN,GILBERT DUCLOS-LASSALLE,FRA,1983
PEUGEOT-SHELL-MICHELIN,DOMINIQUE GARDE,FRA,1983
PEUGEOT-SHELL-MICHELIN,HUBERT LINARD,FRA,1983
PEUGEOT-SHELL-MICHELIN,ROBERT MILLAR,GBR,1983
PEUGEOT-SHELL-MICHELIN,STEPHEN ROCHE,IRL,1983
PEUGEOT-SHELL-MICHELIN,PASCAL SIMON,FRA,1983
CILO-AUFINA,BEAT BREU,SUI,1983
CILO-AUFINA,THIERRY BOLLE,SUI,1983
CILO-AUFINA,SERGE DEMIERRE,SUI,1983
CILO-AUFINA,ANTONIO FERRETTI,SUI,1983
CILO-AUFINA,BERNARD GAVILLET,SUI,1983
CILO-AUFINA,GILBERT GLAUS,SUI,1983
CILO-AUFINA,ERICH MAECHLER,SUI,1983
CILO-AUFINA,MARCEL RUSSENBERGER,SUI,1983
CILO-AUFINA,HUBERT SEIZ,SUI,1983
CILO-AUFINA,JULIUS THALMAN,SUI,1983
BOULE D'OR-COLNAGO-CAMPAGNOLO,DANIEL WILLEMS,BEL,1983
BOULE D'OR-COLNAGO-CAMPAGNOLO,ROGER DE CNIJF,BEL,1983
BOULE D'OR-COLNAGO-CAMPAGNOLO,GUY JANISZEWSKI,BEL,1983
BOULE D'OR-COLNAGO-CAMPAGNOLO,RUDY MATTHIJS,BEL,1983
BOULE D'OR-COLNAGO-CAMPAGNOLO,BERTRAM SEGER,LIE,1983
BOULE D'OR-COLNAGO-CAMPAGNOLO,EUGÈNE URBANY,LUX,1983
BOULE D'OR-COLNAGO-CAMPAGNOLO,JAN VAN HOUWELINGEN,NED,1983
BOULE D'OR-COLNAGO-CAMPAGNOLO,PATRICK VERMEULEN,BEL,1983
BOULE D'OR-COLNAGO-CAMPAGNOLO,JAN WIJNANTS,BEL,1983
BOULE D'OR-COLNAGO-CAMPAGNOLO,LUDWIG WIJNANTS,BEL,1983
AERNOUDT-HOONVED-ZEEP MARC,HENNIE KUIPER,NED,1983
AERNOUDT-HOONVED-ZEEP MARC,MARC DIERICKX,BEL,1983
AERNOUDT-HOONVED-ZEEP MARC,NICO EMONDS,BEL,1983
AERNOUDT-HOONVED-ZEEP MARC,MARCEL LAURENS,BEL,1983
AERNOUDT-HOONVED-ZEEP MARC,RENÉ MARTENS,BEL,1983
AERNOUDT-HOONVED-ZEEP MARC,HENRI MANDERS,NED,1983
AERNOUDT-HOONVED-ZEEP MARC,GUY NULENS,BEL,1983
AERNOUDT-HOONVED-ZEEP MARC,RUDY ROGIERS,BEL,1983
AERNOUDT-HOONVED-ZEEP MARC,ERIC VANDERAERDEN,BEL,1983
AERNOUDT-HOONVED-ZEEP MARC,ADRI VAN DER POEL,NED,1983
LA REDOUTE-MOTOBECANE,ROBERT ALBAN,FRA,1983
LA REDOUTE-MOTOBECANE,LAURENT BIONDI,FRA,1983
LA REDOUTE-MOTOBECANE,JOHAN DE MUYNCK,BEL,1983
LA REDOUTE-MOTOBECANE,ETIENNE DE WILDE,BEL,1983
LA REDOUTE-MOTOBECANE,GUY GALLOPIN,FRA,1983
LA REDOUTE-MOTOBECANE,PASCAL GUYOT,FRA,1983
LA REDOUTE-MOTOBECANE,CHRISTIAN JOURDAN,FRA,1983
LA REDOUTE-MOTOBECANE,BERNARD VALLET,FRA,1983
LA REDOUTE-MOTOBECANE,JEAN-LUC VANDENBROUCKE,BEL,1983
LA REDOUTE-MOTOBECANE,DIDIER VANOVERSCHEDE,FRA,1983
WOLBER,JEAN-RENÉ BERNAUDEAU,FRA,1983
WOLBER,DOMINIQUE ARNAUD,FRA,1983
WOLBER,PATRICK BONNET,FRA,1983
WOLBER,MARC DURANT,FRA,1983
WOLBER,MARC GOMEZ,FRA,1983
WOLBER,GRAHAM JONES,GBR,1983
WOLBER,PHILIPPE LELEU,FRA,1983
WOLBER,JEAN-FRANÇOIS RODRIGUEZ,FRA,1983
WOLBER,CHRISTIAN SEZNEC,FRA,1983
WOLBER,CLAUDE VINCENDEAU,FRA,1983
SEM-MAVIC-REYDEL,JOAQUIM AGOSTINHO,POR,1983
SEM-MAVIC-REYDEL,RENÉ BITTINGER,FRA,1983
SEM-MAVIC-REYDEL,JONATHAN BOYER,USA,1983
SEM-MAVIC-REYDEL,ERIC CARITOUX,FRA,1983
SEM-MAVIC-REYDEL,ANDRÉ CHAPPUIS,FRA,1983
SEM-MAVIC-REYDEL,PATRICK CLERC,FRA,1983
SEM-MAVIC-REYDEL,ERIC DALL'ARMELINA,FRA,1983
SEM-MAVIC-REYDEL,JEAN-MARY GREZET,SUI,1983
SEM-MAVIC-REYDEL,SEAN KELLY,IRL,1983
SEM-MAVIC-REYDEL,STEVEN ROOKS,NED,1983
SPLENDOR- EURO SHOP-MONDIAL MOQUETTE,CLAUDE CRIQUIELION,BEL,1983
SPLENDOR- EURO SHOP-MONDIAL MOQUETTE,RONNY CLAES,BEL,1983
SPLENDOR- EURO SHOP-MONDIAL MOQUETTE,HENDRIK DEVOS,BEL,1983
SPLENDOR- EURO SHOP-MONDIAL MOQUETTE,RUDY DHAENENS,BEL,1983
SPLENDOR- EURO SHOP-MONDIAL MOQUETTE,PAUL HAGHEDOOREN,BEL,1983
SPLENDOR- EURO SHOP-MONDIAL MOQUETTE,ERIC McKENZIE,NZL,1983
SPLENDOR- EURO SHOP-MONDIAL MOQUETTE,WILLIAM TACKAERT,BEL,1983
SPLENDOR- EURO SHOP-MONDIAL MOQUETTE,BENNY VAN BRABANT,BEL,1983
SPLENDOR- EURO SHOP-MONDIAL MOQUETTE,ETRIC VAN DE WIELE,BEL,1983
SPLENDOR- EURO SHOP-MONDIAL MOQUETTE,JEAN-MARIE WAMPERS,BEL,1983
METAUROBILI-PINARELLO,LUCIEN VAN IMPE,BEL,1983
METAUROBILI-PINARELLO,PIERANGELO BINCOLETTO,ITA,1983
METAUROBILI-PINARELLO,MARCO FRANCESCHINI,ITA,1983
METAUROBILI-PINARELLO,MARCO GROPPO,ITA,1983
METAUROBILI-PINARELLO,LOUIS LUYTEN,BEL,1983
METAUROBILI-PINARELLO,RICCARDO MAGRINI,ITA,1983
METAUROBILI-PINARELLO,NEDO PINORI,ITA,1983
METAUROBILI-PINARELLO,FRITS PIRARD,NED,1983
METAUROBILI-PINARELLO,OLE SILSETH,NOR,1983
METAUROBILI-PINARELLO,ALFIO VANDI,ITA,1983
