,Year,Rider,Rank,Time,DistanceKilometer,PersonalAvgPace,Hours,Minutes,Seconds,Team,RiderNumber,TotalSeconds,Gap,Bonus,Points,NumberStages,ListedAvgPace
0,1903,MAURICE GARIN,1,94h 33' 14'',2428.0,25.678,94,33,14,TDF 1903 ***,1,340394,-,,,6.0,25.679
1,1903,LUCIEN POTHIER,2,97h 32' 35'',2428.0,24.892,97,32,35,TDF 1903 ***,37,351155,+ 02h 59' 21'',,,6.0,25.679
2,1903,FERNAND AUGEREAU,3,99h 02' 38'',2428.0,24.514,99,2,38,TDF 1903 ***,39,356558,+ 04h 29' 24'',,,6.0,25.679
3,1903,RODOLPHE MULLER,4,99h 12' 44'',2428.0,24.473,99,12,44,TDF 1903 ***,33,357164,+ 04h 39' 30'',,,6.0,25.679
4,1903,JEAN-BAPTISTE FISCHER,5,99h 41' 58'',2428.0,24.353,99,41,58,TDF 1903 ***,12,358918,+ 05h 08' 44'',,,6.0,25.679
5,1903,MARCEL KERFF,6,101h 37' 38'',2428.0,23.891,101,37,38,TDF 1903 ***,9,365858,+ 07h 04' 24'',,,6.0,25.679
6,1903,DIT SAMSON JULIEN LOOTENS,7,104h 06' 22'',2428.0,23.322,104,6,22,TDF 1903 ***,28,374782,+ 09h 33' 08'',,,6.0,25.679
7,1903,GEORGES PASQUIER,8,105h 59' 18'',2428.0,22.908,105,59,18,TDF 1903 ***,2,381558,+ 11h 26' 04'',,,6.0,25.679
8,1903,FRANÇOIS BEAUGENDRE,9,106h 27' 28'',2428.0,22.807,106,27,28,TDF 1903 ***,45,383248,+ 11h 54' 14'',,,6.0,25.679
9,1903,ALOIS CATTEAU,10,108h 20' 11'',2428.0,22.412,108,20,11,TDF 1903 ***,71,390011,+ 13h 46' 57'',,,6.0,25.679
10,1903,JEAN DARGASSIES,11,109h 25' 05'',2428.0,22.19,109,25,5,TDF 1903 ***,21,393905,+ 14h 51' 51'',,,6.0,25.679
11,1903,FERDINAND PAYAN,12,109h 44' 27'',2428.0,22.125,109,44,27,TDF 1903 ***,62,395067,+ 15h 11' 13'',,,6.0,25.679
12,1903,JULIEN GIRBE,13,113h 52' 17'',2428.0,21.322,113,52,17,TDF 1903 ***,50,409937,+ 19h 19' 03'',,,6.0,25.679
13,1903,ISIDORE LE CHARTIER,14,114h 40' 38'',2428.0,21.172,114,40,38,TDF 1903 ***,14,412838,+ 20h 07' 24'',,,6.0,25.679
14,1903,JOSEF FISCHER,15,115h 49' 51'',2428.0,20.962,115,49,51,TDF 1903 ***,48,416991,+ 21h 16' 37'',,,6.0,25.679
15,1903,ALEXANDRE FOUREAUX,16,122h 26' 17'',2428.0,19.83,122,26,17,TDF 1903 ***,5,440777,+ 27h 53' 03'',,,6.0,25.679
16,1903,RENÉ SALAIS,17,123h 10' 08'',2428.0,19.713,123,10,8,TDF 1903 ***,29,443408,+ 28h 36' 54'',,,6.0,25.679
17,1903,EMILE MOULIN,18,140h 16' 40'',2428.0,17.309,140,16,40,TDF 1903 ***,22,505000,+ 45h 43' 26'',,,6.0,25.679
18,1903,GEORGES BOROT,19,142h 11' 14'',2428.0,17.076,142,11,14,TDF 1903 ***,53,511874,+ 47h 38' 00'',,,6.0,25.679
19,1903,PIERRE DESVAGES,20,153h 27' 30'',2428.0,15.822,153,27,30,TDF 1903 ***,43,552450,+ 58h 54' 16'',,,6.0,25.679
20,1903,ARSÈNE MILLOCHEAU,21,155h 30' 44'',2428.0,15.613,155,30,44,TDF 1903 ***,67,559844,+ 60h 57' 30'',,,6.0,25.679
21,1904,HENRI CORNET (GEBOREN JARDY),1,96h 05' 55'',2428.0,25.266,96,5,55,TDF 1904 ***,78,345955,-,,,6.0,25.265
22,1904,JEAN-BAPTISTE DORTIGNACQ,2,98h 22' 09'',2428.0,24.683,98,22,9,TDF 1904 ***,53,354129,+ 02h 16' 14'',,,6.0,25.265
23,1904,ALOIS CATTEAU,3,105h 07' 20'',2428.0,23.097,105,7,20,TDF 1904 ***,14,378440,+ 09h 01' 25'',,,6.0,25.265
24,1904,JEAN DARGASSIES,4,107h 10' 25'',2428.0,22.655,107,10,25,TDF 1904 ***,11,385825,+ 11h 04' 30'',,,6.0,25.265
25,1904,JULIEN MAITRON,5,113h 12' 10'',2428.0,21.448,113,12,10,TDF 1904 ***,85,407530,+ 17h 06' 15'',,,6.0,25.265
26,1904,AUGUSTE DAUMAIN,6,116h 50' 31'',2428.0,20.78,116,50,31,TDF 1904 ***,95,420631,+ 20h 44' 36'',,,6.0,25.265
27,1904,LOUIS COLSAET,7,117h 50' 15'',2428.0,20.605,117,50,15,TDF 1904 ***,34,424215,+ 21h 44' 20'',,,6.0,25.265
28,1904,ACHILLE COLAS,8,119h 15' 45'',2428.0,20.358,119,15,45,TDF 1904 ***,97,429345,+ 23h 09' 50'',,,6.0,25.265
29,1904,RENÉ SAGET,9,120h 01' 11'',2428.0,20.23,120,1,11,TDF 1904 ***,70,432071,+ 23h 55' 16'',,,6.0,25.265
30,1904,GUSTAVE DRIOUL,10,125h 00' 34'',2428.0,19.423,125,0,34,TDF 1904 ***,74,450034,+ 28h 54' 39'',,,6.0,25.265
31,1904,HENRI PARET,11,126h 24' 24'',2428.0,19.208,126,24,24,TDF 1904 ***,30,455064,+ 30h 18' 29'',,,6.0,25.265
32,1904,AUGUSTE GAUTHIER,12,127h 19' 47'',2428.0,19.069,127,19,47,TDF 1904 ***,73,458387,+ 31h 13' 52'',,,6.0,25.265
33,1904,AUGUSTE RIST,13,129h 07' 05'',2428.0,18.804,129,7,5,TDF 1904 ***,67,464825,+ 33h 01' 10'',,,6.0,25.265
34,1904,NICOLAS DAMELINCOURT,14,142h 44' 48'',2428.0,17.009,142,44,48,TDF 1904 ***,80,513888,+ 46h 38' 53'',,,6.0,25.265
35,1904,ANTOINE DEFLOTRIERE,15,196h 34' 37'',2428.0,12.351,196,34,37,TDF 1904 ***,47,707677,+ 100h 28' 42'',,,6.0,25.265
36,1905,LOUIS TROUSSELIER,1,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,14,0,-,,,11.0,27.107
37,1905,HIPPOLYTE AUCOUTURIER,2,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,13,0,-,,,11.0,27.107
38,1905,JEAN-BAPTISTE DORTIGNACQ,3,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,31,0,-,,,11.0,27.107
39,1905,EMILE GEORGET,4,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,50,0,-,,,11.0,27.107
40,1905,LUCIEN MAZAN DIT PETIT-BRETON,5,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,77,0,-,,,11.0,27.107
41,1905,AUGUSTINN RINGEVAL,6,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,22,0,-,,,11.0,27.107
42,1905,PAUL CHAUVET,7,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,52,0,-,,,11.0,27.107
43,1905,PHILIPPE PAUTRAT,8,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,7,0,-,,,11.0,27.107
44,1905,JULIEN GABORY,9,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,21,0,-,,,11.0,27.107
45,1905,JULIEN MAITRON,10,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,54,0,-,,,11.0,27.107
46,1905,ALOIS CATTEAU,11,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,68,0,-,,,11.0,27.107
47,1905,MARTIN SOULIE,12,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,38,0,-,,,11.0,27.107
48,1905,LÉON LEYGOUTTE,13,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,5,0,-,,,11.0,27.107
49,1905,CAMILLE FILY,14,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,3,0,-,,,11.0,27.107
50,1905,ANTOINE WATTELIER,15,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,55,0,-,,,11.0,27.107
51,1905,HENRI LIGNON,16,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,9,0,-,,,11.0,27.107
52,1905,MAURICE DECAUP,17,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,76,0,-,,,11.0,27.107
53,1905,MAURICE CARRERE,18,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,23,0,-,,,11.0,27.107
54,1905,GUSTAVE GUILLARME,19,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,24,0,-,,,11.0,27.107
55,1905,LUDO LOOS,20,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,59,0,-,,,11.0,27.107
56,1905,PINCHAU,21,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,34,0,-,,,11.0,27.107
57,1905,EUGÈNE VENTRESQUE,22,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,35,0,-,,,11.0,27.107
58,1905,FERNAND LALLEMENT,23,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,32,0,-,,,11.0,27.107
59,1905,CLOVIS LACROIX,24,00h 00' 00'',2994.0,inf,0,0,0,TDF 1905 ***,40,0,-,,,11.0,27.107
60,1906,RENÉ POTTIER,1,00h 00' 00'',4637.0,inf,0,0,0,TDF 1906 ***,48,0,-,,,13.0,24.463
61,1906,GEORGES PASSERIEU,2,00h 00' 00'',4637.0,inf,0,0,0,TDF 1906 ***,50,0,-,,,13.0,24.463
62,1906,LOUIS TROUSSELIER,3,00h 00' 00'',4637.0,inf,0,0,0,TDF 1906 ***,49,0,-,,,13.0,24.463
63,1906,LUCIEN MAZAN DIT PETIT-BRETON,4,00h 00' 00'',4637.0,inf,0,0,0,TDF 1906 ***,72,0,-,,,13.0,24.463
64,1906,EMILE GEORGET,5,00h 00' 00'',4637.0,inf,0,0,0,TDF 1906 ***,26,0,-,,,13.0,24.463
65,1906,ALOIS CATTEAU,6,00h 00' 00'',4637.0,inf,0,0,0,TDF 1906 ***,21,0,-,,,13.0,24.463
66,1906,EDOUARD WATTELIER,7,00h 00' 00'',4637.0,inf,0,0,0,TDF 1906 ***,1,0,-,,,13.0,24.463
67,1906,LÉON GEORGET,8,00h 00' 00'',4637.0,inf,0,0,0,TDF 1906 ***,62,0,-,,,13.0,24.463
68,1906,EUGÈNE CHRISTOPHE,9,00h 00' 00'',4637.0,inf,0,0,0,TDF 1906 ***,6,0,-,,,13.0,24.463
69,1906,ANTOINE WATTELIER,10,00h 00' 00'',4637.0,inf,0,0,0,TDF 1906 ***,39,0,-,,,13.0,24.463
70,1906,GEORGES FLEURY,11,00h 00' 00'',4637.0,inf,0,0,0,TDF 1906 ***,46,0,-,,,13.0,24.463
71,1906,FERDINAND PAYAN,12,00h 00' 00'',4637.0,inf,0,0,0,TDF 1906 ***,28,0,-,,,13.0,24.463
72,1906,LÉON WINANT,13,00h 00' 00'',4637.0,inf,0,0,0,TDF 1906 ***,42,0,-,,,13.0,24.463
73,1906,GEORGES BRONCHARD,14,00h 00' 00'',4637.0,inf,0,0,0,TDF 1906 ***,60,0,-,,,13.0,24.463
74,1907,LUCIEN MAZAN DIT PETIT-BRETON,1,,4488.0,,,,,TDF 1907 ***,12,,,,47,14.0,28.47
75,1907,GUSTAVE GARRIGOU,2,,4488.0,,,,,TDF 1907 ***,71,,,,66,14.0,28.47
76,1907,EMILE GEORGET,3,,4488.0,,,,,TDF 1907 ***,73,,,,74,14.0,28.47
77,1907,GEORGES PASSERIEU,4,,4488.0,,,,,TDF 1907 ***,70,,,,85,14.0,28.47
78,1907,FRANÇOIS BEAUGENDRE,5,,4488.0,,,,,TDF 1907 ***,87,,,,123,14.0,28.47
79,1907,EBERADO PAVESI,6,,4488.0,,,,,TDF 1907 ***,43,,,,150,14.0,28.47
80,1907,FRANÇOIS FABER,7,,4488.0,,,,,TDF 1907 ***,4,,,,156,14.0,28.47
81,1907,AUGUSTINN RINGEVAL,8,,4488.0,,,,,TDF 1907 ***,2,,,,184,14.0,28.47
82,1907,ALOIS CATTEAU,9,,4488.0,,,,,TDF 1907 ***,89,,,,189,14.0,28.47
83,1907,FERDINAND PAYAN,10,,4488.0,,,,,TDF 1907 ***,18,,,,227,14.0,28.47
84,1907,PIERRE PRIVAT,11,,4488.0,,,,,TDF 1907 ***,86,,,,251,14.0,28.47
85,1907,GEORGES FLEURY,12,,4488.0,,,,,TDF 1907 ***,29,,,,274,14.0,28.47
86,1907,FRANÇOIS LAFOURCADE,13,,4488.0,,,,,TDF 1907 ***,84,,,,299,14.0,28.47
87,1907,MARIUS VILETTE,14,,4488.0,,,,,TDF 1907 ***,61,,,,333,14.0,28.47
88,1907,ALZIR VIVIER,15,,4488.0,,,,,TDF 1907 ***,46,,,,340,14.0,28.47
89,1907,GASTON TUVACHE,16,,4488.0,,,,,TDF 1907 ***,7,,,,348,14.0,28.47
90,1907,EUGÈNE DELHAYE,17,,4488.0,,,,,TDF 1907 ***,99,,,,378,14.0,28.47
91,1907,BAPTISTE ROUX,18,,4488.0,,,,,TDF 1907 ***,22,,,,389,14.0,28.47
92,1907,PHILIPPE PAUTRAT,19,,4488.0,,,,,TDF 1907 ***,88,,,,393,14.0,28.47
93,1907,HENRI TIMMERMANN,20,,4488.0,,,,,TDF 1907 ***,31,,,,411,14.0,28.47
94,1907,GEORGES BRONCHARD,21,,4488.0,,,,,TDF 1907 ***,30,,,,414,14.0,28.47
95,1907,MARCEAU NARCY,22,,4488.0,,,,,TDF 1907 ***,48,,,,416,14.0,28.47
96,1907,HONORÉ GENIN,23,,4488.0,,,,,TDF 1907 ***,53,,,,434,14.0,28.47
97,1907,EDOUARD WATTELIER,24,,4488.0,,,,,TDF 1907 ***,105,,,,436,14.0,28.47
98,1907,ALBERT BAUDET,25,,4488.0,,,,,TDF 1907 ***,16,,,,439,14.0,28.47
99,1907,ALFRED LE BARS,26,,4488.0,,,,,TDF 1907 ***,57,,,,479,14.0,28.47
100,1907,ALFRED QUENON,27,,4488.0,,,,,TDF 1907 ***,65,,,,487,14.0,28.47
101,1907,LOUIS LORILLON,28,,4488.0,,,,,TDF 1907 ***,39,,,,491,14.0,28.47
102,1907,RENÉ FLEURY,29,,4488.0,,,,,TDF 1907 ***,109,,,,495,14.0,28.47
103,1907,OCTAVE NOEL,30,,4488.0,,,,,TDF 1907 ***,83,,,,505,14.0,28.47
104,1907,ALBERT GERAUD,31,,4488.0,,,,,TDF 1907 ***,104,,,,515,14.0,28.47
105,1907,MARCEL DOZOL,32,,4488.0,,,,,TDF 1907 ***,24,,,,522,14.0,28.47
106,1907,ALBERT CHARTIER,33,,4488.0,,,,,TDF 1907 ***,8,,,,568,14.0,28.47
107,1908,LUCIEN MAZAN DIT PETIT-BRETON,1,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,2,0,-,,,14.0,28.74
108,1908,FRANÇOIS FABER,2,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,86,0,-,,,14.0,28.74
109,1908,GEORGES PASSERIEU,3,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,5,0,-,,,14.0,28.74
110,1908,GUSTAVE GARRIGOU,4,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,3,0,-,,,14.0,28.74
111,1908,LUIGI GANNA,5,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,135,0,-,,,14.0,28.74
112,1908,GEORGES PAULMIER,6,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,9,0,-,,,14.0,28.74
113,1908,GEORGES FLEURY,7,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,13,0,-,,,14.0,28.74
114,1908,HENRI CORNET (GEBOREN JARDY),8,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,7,0,-,,,14.0,28.74
115,1908,MARCEL GODIVIER,9,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,39,0,-,,,14.0,28.74
116,1908,GIOVANNI ROSSIGNOLI,10,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,146,0,-,,,14.0,28.74
117,1908,PAUL DUBOC,11,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,40,0,-,,,14.0,28.74
118,1908,CLEMENTE CANEPARI,12,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,157,0,-,,,14.0,28.74
119,1908,OMER BEAUGENDRE,13,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,10,0,-,,,14.0,28.74
120,1908,PAUL CHAUVET,14,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,88,0,-,,,14.0,28.74
121,1908,EUGÈNE FORESTIER,15,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,50,0,-,,,14.0,28.74
122,1908,ACHILLE GERMAIN,16,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,77,0,-,,,14.0,28.74
123,1908,ANDRÉ POTTIER,17,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,37,0,-,,,14.0,28.74
124,1908,"ERNEST, DIT ''FABER ERNEST'' PAUL",18,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,99,0,-,,,14.0,28.74
125,1908,ALDO BETTINI,19,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,95,0,-,,,14.0,28.74
126,1908,GIOVANNI GERBI,20,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,85,0,-,,,14.0,28.74
127,1908,ALOIS CATTEAU,21,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,45,0,-,,,14.0,28.74
128,1908,MARCEAU NARCY,22,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,54,0,-,,,14.0,28.74
129,1908,MARTIN SOULIE,23,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,42,0,-,,,14.0,28.74
130,1908,FERDINAND PAYAN,24,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,64,0,-,,,14.0,28.74
131,1908,NOËL COMBELLES,25,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,52,0,-,,,14.0,28.74
132,1908,GONZALES,26,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,82,0,-,,,14.0,28.74
133,1908,ALEXANDRE BODINIER,27,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,59,0,-,,,14.0,28.74
134,1908,EDOUARD WATTELIER,28,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,1,0,-,,,14.0,28.74
135,1908,GEORGES BRONCHARD,29,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,105,0,-,,,14.0,28.74
136,1908,ROBERT LECOINTE,30,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,72,0,-,,,14.0,28.74
137,1908,ANTOINE WATTELIER,31,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,162,0,-,,,14.0,28.74
138,1908,ELOI GUICHARD,32,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,140,0,-,,,14.0,28.74
139,1908,LÉON RABOT,33,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,68,0,-,,,14.0,28.74
140,1908,JEAN DARCHE,34,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,118,0,-,,,14.0,28.74
141,1908,LOUIS DI MARIA,35,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,103,0,-,,,14.0,28.74
142,1908,HENRI ANTHOINE,36,00h 00' 00'',4488.0,inf,0,0,0,TDF 1908 ***,142,0,-,,,14.0,28.74
143,1909,FRANÇOIS FABER,1,,4497.0,,,,,ALCYON,5,,,,37,14.0,28.658
144,1909,GUSTAVE GARRIGOU,2,,4497.0,,,,,ALCYON,6,,,,57,14.0,28.658
145,1909,JEAN ALAVOINE,3,,4497.0,,,,,ALCYON,8,,,,66,14.0,28.658
146,1909,PAUL DUBOC,4,,4497.0,,,,,ALCYON,7,,,,70,14.0,28.658
147,1909,CYRILLE VAN HAUWAERT,5,,4497.0,,,,,ALCYON,3,,,,92,14.0,28.658
148,1909,"ERNEST, DIT ''FABER ERNEST'' PAUL",6,,4497.0,,,,,ISOLES,161,,,,95,14.0,28.658
149,1909,CONSTANT MENAGER,7,,4497.0,,,,,LE GLOBE,15,,,,102,14.0,28.658
150,1909,LOUIS TROUSSELIER,8,,4497.0,,,,,ALCYON,4,,,,114,14.0,28.658
151,1909,EUGÈNE CHRISTOPHE,9,,4497.0,,,,,ISOLES,144,,,,139,14.0,28.658
152,1909,ALDO BETTINI,10,,4497.0,,,,,ISOLES,186,,,,142,14.0,28.658
153,1909,JULIEN MAITRON,11,,4497.0,,,,,LE GLOBE,14,,,,148,14.0,28.658
154,1909,GEORGES FLEURY,12,,4497.0,,,,,LE GLOBE,13,,,,152,14.0,28.658
155,1909,ALFRED FAURE,13,,4497.0,,,,,ISOLES,191,,,,205,14.0,28.658
156,1909,MARIO GAJONI,14,,4497.0,,,,,LEGNANO,23,,,,210,14.0,28.658
157,1909,ATTILIO ZAVATTI,15,,4497.0,,,,,LEGNANO,25,,,,241,14.0,28.658
158,1909,JULES DELOFFRE,16,,4497.0,,,,,NIL-SUPRA,33,,,,252,14.0,28.658
159,1909,JOSEPH HABIERRE,17,,4497.0,,,,,ISOLES,154,,,,296,14.0,28.658
160,1909,ILDEBRANDO GAMBERINI,18,,4497.0,,,,,FELSINA,39,,,,305,14.0,28.658
161,1909,ALFRED LE BARS,19,,4497.0,,,,,ISOLES,102,,,,317,14.0,28.658
162,1909,EMILE LACHAISE,20,,4497.0,,,,,ISOLES,216,,,,327,14.0,28.658
163,1909,LUCIEN LEMAN,21,,4497.0,,,,,ISOLES,146,,,,341,14.0,28.658
164,1909,LÉON RABOT,22,,4497.0,,,,,ISOLES,127,,,,343,14.0,28.658
165,1909,GEORGES OUDIN,23,,4497.0,,,,,ISOLES,247,,,,345,14.0,28.658
166,1909,AMÉDÉE DUTIRON,24,,4497.0,,,,,ISOLES,185,,,,351,14.0,28.658
167,1909,PIERRE LANGLADE,26,,4497.0,,,,,ISOLES,222,,,,404,14.0,28.658
168,1909,ANGELO MAGNANOLI,27,,4497.0,,,,,FELSINA,40,,,,407,14.0,28.658
169,1909,ANTOINE WATTELIER,28,,4497.0,,,,,ISOLES,256,,,,411,14.0,28.658
170,1909,ALFRED VAIDIS,29,,4497.0,,,,,ISOLES,155,,,,450,14.0,28.658
171,1909,HENRI ALAVOINE,30,,4497.0,,,,,ISOLES,212,,,,467,14.0,28.658
172,1909,PAUL BOILLAT,31,,4497.0,,,,,ISOLES,128,,,,471,14.0,28.658
173,1909,AMLETO BELLONI,32,,4497.0,,,,,ISOLES,208,,,,477,14.0,28.658
174,1909,RENÉ CHAUDE,33,,4497.0,,,,,ISOLES,122,,,,479,14.0,28.658
175,1909,JOSEPH LEBLANC,34,,4497.0,,,,,ISOLES,238,,,,481,14.0,28.658
176,1909,AUGUSTE DENIZOT,35,,4497.0,,,,,ISOLES,183,,,,484,14.0,28.658
177,1909,AUGUSTE DUFOUR,36,,4497.0,,,,,ISOLES,196,,,,491,14.0,28.658
178,1909,ANTOINE FAURE,37,,4497.0,,,,,ISOLES,137,,,,495,14.0,28.658
179,1909,ALBERT LAGARNIER,38,,4497.0,,,,,ISOLES,103,,,,518,14.0,28.658
180,1909,RODOLPHE MEILI,39,,4497.0,,,,,ISOLES,158,,,,548,14.0,28.658
181,1909,LOUIS GARDENT,40,,4497.0,,,,,ISOLES,164,,,,549,14.0,28.658
182,1909,ROGER RIVIERE,41,,4497.0,,,,,ISOLES,104,,,,556,14.0,28.658
183,1909,FRANÇOIS ROCHE,42,,4497.0,,,,,ISOLES,235,,,,561,14.0,28.658
184,1909,LUCIEN COLIN,43,,4497.0,,,,,ISOLES,175,,,,569,14.0,28.658
185,1909,ANDRÉ HERBELIN,44,,4497.0,,,,,ISOLES,130,,,,573,14.0,28.658
186,1909,JEAN PERRUCA,45,,4497.0,,,,,ISOLES,159,,,,579,14.0,28.658
187,1909,EUGÈNE LEROY,46,,4497.0,,,,,ISOLES,108,,,,596,14.0,28.658
188,1909,CAMILLE MATHIEU,47,,4497.0,,,,,ISOLES,150,,,,596,14.0,28.658
189,1909,CHARLES PONSON,48,,4497.0,,,,,ISOLES,160,,,,596,14.0,28.658
190,1909,PAUL PIETROIS,49,,4497.0,,,,,ISOLES,132,,,,596,14.0,28.658
191,1909,LOUIS DI MARIA,50,,4497.0,,,,,ISOLES,182,,,,596,14.0,28.658
192,1909,HENRI ANTHOINE,51,,4497.0,,,,,ISOLES,233,,,,596,14.0,28.658
193,1909,HENRI ORY,52,,4497.0,,,,,ISOLES,156,,,,596,14.0,28.658
194,1909,ERNEST GOUJON,53,,4497.0,,,,,ISOLES,232,,,,596,14.0,28.658
195,1909,ALFRED GUIDEZ,54,,4497.0,,,,,ISOLES,198,,,,596,14.0,28.658
196,1909,GEORGES DEVILLY,55,,4497.0,,,,,ISOLES,118,,,,596,14.0,28.658
197,1910,OCTAVE LAPIZE,1,,4734.0,,,,,ALCYON,4,,,,63,15.0,29.099
198,1910,FRANÇOIS FABER,2,,4734.0,,,,,ALCYON,1,,,,67,15.0,29.099
199,1910,GUSTAVE GARRIGOU,3,,4734.0,,,,,ALCYON,2,,,,86,15.0,29.099
200,1910,CYRILLE VAN HAUWAERT,4,,4734.0,,,,,ALCYON,6,,,,97,15.0,29.099
201,1910,CHARLES CRUCHON,5,,4734.0,,,,,ISOLES,113,,,,119,15.0,29.099
202,1910,CHARLES CRUPELANDT,6,,4734.0,,,,,LE GLOBE,29,,,,146,15.0,29.099
203,1910,"ERNEST, DIT ''FABER ERNEST'' PAUL",7,,4734.0,,,,,ISOLES,118,,,,154,15.0,29.099
204,1910,ANDRÉ BLAISE,8,,4734.0,,,,,ALCYON,5,,,,166,15.0,29.099
205,1910,JULIEN MAITRON,9,,4734.0,,,,,LE GLOBE,25,,,,171,15.0,29.099
206,1910,ALDO BETTINI,10,,4734.0,,,,,ALCYON,10,,,,175,15.0,29.099
207,1910,PIERINO ALBINI,11,,4734.0,,,,,LEGNANO,17,,,,176,15.0,29.099
208,1910,GEORGES PAULMIER,12,,4734.0,,,,,LE GLOBE,23,,,,182,15.0,29.099
209,1910,ERNESTO AZZINI,13,,4734.0,,,,,LEGNANO,18,,,,194,15.0,29.099
210,1910,FRANÇOIS LAFOURCADE,14,,4734.0,,,,,ISOLES,111,,,,205,15.0,29.099
211,1910,JULES DELOFFRE,15,,4734.0,,,,,LE GLOBE,27,,,,213,15.0,29.099
212,1910,HENRI CORNET (GEBOREN JARDY),16,,4734.0,,,,,LE GLOBE,22,,,,214,15.0,29.099
213,1910,LUIGI AZZINI,17,,4734.0,,,,,LEGNANO,19,,,,220,15.0,29.099
214,1910,CONSTANT MENAGER,18,,4734.0,,,,,LEGNANO,16,,,,222,15.0,29.099
215,1910,AUGUSTINN RINGEVAL,19,,4734.0,,,,,ISOLES,103,,,,241,15.0,29.099
216,1910,FRÉDÉRIC SAILLOT,20,,4734.0,,,,,LE GLOBE,28,,,,258,15.0,29.099
217,1910,MAURICE PARDON,21,,4734.0,,,,,ISOLES,194,,,,316,15.0,29.099
218,1910,JOSEPH LEBLANC,22,,4734.0,,,,,ISOLES,102,,,,346,15.0,29.099
219,1910,GEORGES FLEURY,23,,4734.0,,,,,ISOLES,129,,,,357,15.0,29.099
220,1910,JOSEPH HABIERRE,24,,4734.0,,,,,ISOLES,125,,,,382,15.0,29.099
221,1910,JEAN RIOU,25,,4734.0,,,,,ISOLES,128,,,,399,15.0,29.099
