,Year,Rider,Rank,Time,DistanceKilometer,PersonalAvgPace,Hours,Minutes,Seconds,Team,RiderNumber,TotalSeconds,Gap,Bonus,Points,NumberStages,ListedAvgPace
3560,1978,LUCIEN VAN IMPE,9,108h 39' 01'',3908.0,35.969,108,39,1,C & A,21,391141,+ 00h 21' 01'',,,23.0,36.084
3561,1978,MARIANO MARTINEZ,10,108h 40' 58'',3908.0,35.958,108,40,58,JOBO-SUPERIA,101,391258,+ 00h 22' 58'',,,23.0,36.084
3562,1978,SVEN-AKE NILSSON,11,108h 41' 00'',3908.0,35.958,108,41,0,MIKO-MERCIER,47,391260,+ 00h 23' 00'',,,23.0,36.084
3563,1978,RAYMOND MARTIN,12,108h 50' 58'',3908.0,35.903,108,50,58,MIKO-MERCIER,44,391858,+ 00h 32' 58'',,,23.0,36.084
3564,1978,FREDDY MAERTENS,13,108h 52' 26'',3908.0,35.895,108,52,26,VELDA-LANO-FLANDRIA,91,391946,+ 00h 34' 26'',,,23.0,36.084
3565,1978,MICHEL LAURENT,14,108h 58' 00'',3908.0,35.864,108,58,0,PEUGEOT-ESSO-MICHELIN,7,392280,+ 00h 40' 00'',,,23.0,36.084
3566,1978,ANDRÉ ROMERO,15,109h 07' 34'',3908.0,35.812,109,7,34,JOBO-SUPERIA,110,392854,+ 00h 49' 34'',,,23.0,36.084
3567,1978,WARD Jansens,16,109h 09' 19'',3908.0,35.802,109,9,19,C & A,25,392959,+ 00h 51' 19'',,,23.0,36.084
3568,1978,YVES HEZARD,17,109h 11' 20'',3908.0,35.791,109,11,20,PEUGEOT-ESSO-MICHELIN,6,393080,+ 00h 53' 20'',,,23.0,36.084
3569,1978,ANTONIO MENENDEZ,18,109h 11' 28'',3908.0,35.79,109,11,28,TEKA,68,393088,+ 00h 53' 28'',,,23.0,36.084
3570,1978,RENÉ BITTINGER,19,109h 11' 47'',3908.0,35.789,109,11,47,VELDA-LANO-FLANDRIA,95,393107,+ 00h 53' 47'',,,23.0,36.084
3571,1978,JOS DE SCHOENMACKER,20,109h 12' 14'',3908.0,35.786,109,12,14,C & A,23,393134,+ 00h 54' 14'',,,23.0,36.084
3572,1978,PIERRE BAZZO,21,109h 13' 35'',3908.0,35.779,109,13,35,LEJEUNE-BP,72,393215,+ 00h 55' 35'',,,23.0,36.084
3573,1978,JOSÉ MARTINS FREITAS,22,109h 15' 07'',3908.0,35.771,109,15,7,TEKA,67,393307,+ 00h 57' 07'',,,23.0,36.084
3574,1978,GILBERT LE LAY,23,109h 15' 40'',3908.0,35.768,109,15,40,FIAT-LA FRANCE,86,393340,+ 00h 57' 40'',,,23.0,36.084
3575,1978,JAN RAAS,24,109h 16' 43'',3908.0,35.762,109,16,43,TI-RALEIGH-McGREGOR,16,393403,+ 00h 58' 43'',,,23.0,36.084
3576,1978,FEDOR DEN HERTOG,25,109h 19' 46'',3908.0,35.745,109,19,46,LEJEUNE-BP,73,393586,+ 01h 01' 46'',,,23.0,36.084
3577,1978,RENÉ MARTENS,26,109h 20' 29'',3908.0,35.741,109,20,29,C & A,29,393629,+ 01h 02' 29'',,,23.0,36.084
3578,1978,MAURICE LE GUILLOUX,27,109h 20' 40'',3908.0,35.74,109,20,40,MIKO-MERCIER,43,393640,+ 01h 02' 40'',,,23.0,36.084
3579,1978,BERNARD BOURREAU,28,109h 24' 34'',3908.0,35.719,109,24,34,PEUGEOT-ESSO-MICHELIN,2,393874,+ 01h 06' 34'',,,23.0,36.084
3580,1978,PATRICK PERRET,29,109h 24' 34'',3908.0,35.719,109,24,34,MIKO-MERCIER,48,393874,+ 01h 06' 34'',,,23.0,36.084
3581,1978,FERDINAND JULIEN,30,109h 24' 45'',3908.0,35.718,109,24,45,JOBO-SUPERIA,107,393885,+ 01h 06' 45'',,,23.0,36.084
3582,1978,PIERRE-RAYMOND VILLEMIANE,31,109h 25' 50'',3908.0,35.712,109,25,50,RENAULT-GITANE,60,393950,+ 01h 07' 50'',,,23.0,36.084
3583,1978,JUAN PUJOL,32,109h 26' 20'',3908.0,35.709,109,26,20,KAS-CAMPAGNOLO,38,393980,+ 01h 08' 20'',,,23.0,36.084
3584,1978,CHARLY ROUXEL,33,109h 27' 19'',3908.0,35.704,109,27,19,MIKO-MERCIER,50,394039,+ 01h 09' 19'',,,23.0,36.084
3585,1978,SEAN KELLY,34,109h 28' 18'',3908.0,35.699,109,28,18,VELDA-LANO-FLANDRIA,97,394098,+ 01h 10' 18'',,,23.0,36.084
3586,1978,KLAUS-PETER THALER,35,109h 28' 22'',3908.0,35.698,109,28,22,TI-RALEIGH-McGREGOR,17,394102,+ 01h 10' 22'',,,23.0,36.084
3587,1978,ANDRÉ MOLLET,36,109h 31' 38'',3908.0,35.681,109,31,38,MIKO-MERCIER,46,394298,+ 01h 13' 38'',,,23.0,36.084
3588,1978,GILBERT CHAUMAZ,37,109h 33' 50'',3908.0,35.669,109,33,50,RENAULT-GITANE,56,394430,+ 01h 15' 50'',,,23.0,36.084
3589,1978,WILLY TEIRLINCK,38,109h 34' 30'',3908.0,35.665,109,34,30,RENAULT-GITANE,59,394470,+ 01h 16' 30'',,,23.0,36.084
3590,1978,ANDRES OLIVA,39,109h 38' 06'',3908.0,35.646,109,38,6,TEKA,69,394686,+ 01h 20' 06'',,,23.0,36.084
3591,1978,PEDRO VILARDEBO,40,109h 39' 27'',3908.0,35.638,109,39,27,TEKA,70,394767,+ 01h 21' 27'',,,23.0,36.084
3592,1978,MIGUEL-MARIA LASA,41,109h 39' 37'',3908.0,35.637,109,39,37,TEKA,65,394777,+ 01h 21' 37'',,,23.0,36.084
3593,1978,ROGER LEGEAY,42,109h 47' 19'',3908.0,35.596,109,47,19,LEJEUNE-BP,71,395239,+ 01h 29' 19'',,,23.0,36.084
3594,1978,GERRIE KNETEMANN,43,109h 48' 10'',3908.0,35.591,109,48,10,TI-RALEIGH-McGREGOR,14,395290,+ 01h 30' 10'',,,23.0,36.084
3595,1978,HERMANN Beyssens,44,109h 49' 58'',3908.0,35.581,109,49,58,VELDA-LANO-FLANDRIA,94,395398,+ 01h 31' 58'',,,23.0,36.084
3596,1978,HUBERT MATHIS,45,109h 52' 40'',3908.0,35.567,109,52,40,MIKO-MERCIER,45,395560,+ 01h 34' 40'',,,23.0,36.084
3597,1978,BERNARDO ALFONSEL,46,109h 53' 51'',3908.0,35.56,109,53,51,TEKA,62,395631,+ 01h 35' 51'',,,23.0,36.084
3598,1978,WILFRIED WESEMAEL,47,109h 54' 16'',3908.0,35.558,109,54,16,TI-RALEIGH-McGREGOR,20,395656,+ 01h 36' 16'',,,23.0,36.084
3599,1978,ALAIN DE CARVALHO,48,109h 57' 48'',3908.0,35.539,109,57,48,FIAT-LA FRANCE,84,395868,+ 01h 39' 48'',,,23.0,36.084
3600,1978,MARC DEMEYER,49,109h 58' 50'',3908.0,35.534,109,58,50,VELDA-LANO-FLANDRIA,96,395930,+ 01h 40' 50'',,,23.0,36.084
3601,1978,DOMINIQUE SANDERS,50,109h 59' 26'',3908.0,35.53,109,59,26,FIAT-LA FRANCE,87,395966,+ 01h 41' 26'',,,23.0,36.084
3602,1978,RENÉ DILLEN,51,109h 59' 31'',3908.0,35.53,109,59,31,C & A,24,395971,+ 01h 41' 31'',,,23.0,36.084
3603,1978,LUCIEN DIDIER,52,110h 02' 44'',3908.0,35.513,110,2,44,RENAULT-GITANE,57,396164,+ 01h 44' 44'',,,23.0,36.084
3604,1978,CHRISTIAN MUSELET,53,110h 06' 10'',3908.0,35.494,110,6,10,VELDA-LANO-FLANDRIA,98,396370,+ 01h 48' 10'',,,23.0,36.084
3605,1978,ALAIN PATRITTI,54,110h 08' 07'',3908.0,35.484,110,8,7,JOBO-SUPERIA,108,396487,+ 01h 50' 07'',,,23.0,36.084
3606,1978,JOSÉ DE CAUWER,55,110h 08' 12'',3908.0,35.483,110,8,12,TI-RALEIGH-McGREGOR,12,396492,+ 01h 50' 12'',,,23.0,36.084
3607,1978,ALBERT VAN VLIERBERGHE,56,110h 10' 03'',3908.0,35.473,110,10,3,VELDA-LANO-FLANDRIA,100,396603,+ 01h 52' 03'',,,23.0,36.084
3608,1978,AAD VAN DEN HOEK,57,110h 11' 13'',3908.0,35.467,110,11,13,TI-RALEIGH-McGREGOR,18,396673,+ 01h 53' 13'',,,23.0,36.084
3609,1978,BERNARD QUILFEN,58,110h 11' 46'',3908.0,35.464,110,11,46,RENAULT-GITANE,58,396706,+ 01h 53' 46'',,,23.0,36.084
3610,1978,MARCEL TINAZZI,59,110h 11' 46'',3908.0,35.464,110,11,46,VELDA-LANO-FLANDRIA,99,396706,+ 01h 53' 46'',,,23.0,36.084
3611,1978,MARCEL LAURENS,60,110h 11' 53'',3908.0,35.463,110,11,53,C & A,26,396713,+ 01h 53' 53'',,,23.0,36.084
3612,1978,JACQUES ESCLASSAN,61,110h 18' 25'',3908.0,35.428,110,18,25,PEUGEOT-ESSO-MICHELIN,5,397105,+ 02h 00' 25'',,,23.0,36.084
3613,1978,JACQUES BOSSIS,62,110h 20' 36'',3908.0,35.417,110,20,36,RENAULT-GITANE,54,397236,+ 02h 02' 36'',,,23.0,36.084
3614,1978,ANDRÉ CHALMEL,63,110h 21' 23'',3908.0,35.413,110,21,23,RENAULT-GITANE,55,397283,+ 02h 03' 23'',,,23.0,36.084
3615,1978,JEAN-LUC VANDENBROUCKE,64,110h 22' 07'',3908.0,35.409,110,22,7,PEUGEOT-ESSO-MICHELIN,10,397327,+ 02h 04' 07'',,,23.0,36.084
3616,1978,BARRY HOBAN,65,110h 24' 33'',3908.0,35.396,110,24,33,MIKO-MERCIER,42,397473,+ 02h 06' 33'',,,23.0,36.084
3617,1978,EUGÈNE PLET,66,110h 28' 16'',3908.0,35.376,110,28,16,LEJEUNE-BP,80,397696,+ 02h 10' 16'',,,23.0,36.084
3618,1978,SERGE BEUCHERIE,67,110h 34' 40'',3908.0,35.342,110,34,40,FIAT-LA FRANCE,82,398080,+ 02h 16' 40'',,,23.0,36.084
3619,1978,PHILIPPE DUREL,68,110h 35' 13'',3908.0,35.339,110,35,13,JOBO-SUPERIA,105,398113,+ 02h 17' 13'',,,23.0,36.084
3620,1978,JEAN-LOUIS GAUTHIER,69,110h 35' 16'',3908.0,35.338,110,35,16,LEJEUNE-BP,76,398116,+ 02h 17' 16'',,,23.0,36.084
3621,1978,PAUL SHERWEN,70,110h 36' 54'',3908.0,35.33,110,36,54,FIAT-LA FRANCE,90,398214,+ 02h 18' 54'',,,23.0,36.084
3622,1978,ALAIN BUDET,71,110h 38' 13'',3908.0,35.323,110,38,13,FIAT-LA FRANCE,83,398293,+ 02h 20' 13'',,,23.0,36.084
3623,1978,DINO BERTOLO,72,110h 43' 50'',3908.0,35.293,110,43,50,JOBO-SUPERIA,102,398630,+ 02h 25' 50'',,,23.0,36.084
3624,1978,JEAN-JACQUES FUSSIEN,73,110h 45' 02'',3908.0,35.287,110,45,2,FIAT-LA FRANCE,81,398702,+ 02h 27' 02'',,,23.0,36.084
3625,1978,YVON BERTIN,74,110h 54' 31'',3908.0,35.236,110,54,31,RENAULT-GITANE,53,399271,+ 02h 36' 31'',,,23.0,36.084
3626,1978,DANIEL GISIGER,75,111h 07' 16'',3908.0,35.169,111,7,16,LEJEUNE-BP,77,400036,+ 02h 49' 16'',,,23.0,36.084
3627,1978,RÉGIS DELEPINE,76,111h 20' 41'',3908.0,35.098,111,20,41,PEUGEOT-ESSO-MICHELIN,4,400841,+ 03h 02' 41'',,,23.0,36.084
3628,1978,DANTE COCCOLO,77,111h 42' 18'',3908.0,34.985,111,42,18,JOBO-SUPERIA,104,402138,+ 03h 24' 18'',,,23.0,36.084
3629,1978,PHILIPPE TESNIERES,78,112h 10' 26'',3908.0,34.839,112,10,26,FIAT-LA FRANCE,88,403826,+ 03h 52' 26'',,,23.0,36.084
3630,1979,BERNARD HINAULT,1,103h 06' 50'',3765.0,36.513,103,6,50,RENAULT-GITANE,1,371210,-,,,25.0,36.513
3631,1979,JOOP ZOETEMELK,2,103h 19' 57'',3765.0,36.436,103,19,57,MIKO-MERCIER,11,371997,+ 00h 13' 07'',,,25.0,36.513
3632,1979,JOAQUIM AGOSTINHO,3,103h 33' 43'',3765.0,36.355,103,33,43,FLANDRIA-CA VA SEUL,21,372823,+ 00h 26' 53'',,,25.0,36.513
3633,1979,HENNIE KUIPER,4,103h 34' 52'',3765.0,36.348,103,34,52,PEUGEOT-ESSO,61,372892,+ 00h 28' 02'',,,25.0,36.513
3634,1979,JEAN-RENÉ BERNAUDEAU,5,103h 39' 33'',3765.0,36.321,103,39,33,RENAULT-GITANE,4,373173,+ 00h 32' 43'',,,25.0,36.513
3635,1979,GIOVANNI BATTAGLIN,6,103h 45' 02'',3765.0,36.289,103,45,2,INOXPRAN,131,373502,+ 00h 38' 12'',,,25.0,36.513
3636,1979,JO MAAS,7,103h 45' 28'',3765.0,36.286,103,45,28,DAF TRUCKS,124,373528,+ 00h 38' 38'',,,25.0,36.513
3637,1979,PAUL WELLENS,8,103h 45' 56'',3765.0,36.284,103,45,56,RALEIGH-McGREGOR,39,373556,+ 00h 39' 06'',,,25.0,36.513
3638,1979,CLAUDE CRIQUIELION,9,103h 47' 28'',3765.0,36.275,103,47,28,KAS,44,373648,+ 00h 40' 38'',,,25.0,36.513
3639,1979,DIETRICH THURAU,10,103h 51' 25'',3765.0,36.252,103,51,25,IJSBOERKE-WARNCKE,91,373885,+ 00h 44' 35'',,,25.0,36.513
3640,1979,LUCIEN VAN IMPE,11,103h 54' 16'',3765.0,36.235,103,54,16,KAS,41,374056,+ 00h 47' 26'',,,25.0,36.513
3641,1979,SVEN-AKE NILSSON,12,103h 55' 06'',3765.0,36.23,103,55,6,MIKO-MERCIER,19,374106,+ 00h 48' 16'',,,25.0,36.513
3642,1979,PIERRE-RAYMOND VILLEMIANE,13,104h 05' 59'',3765.0,36.167,104,5,59,RENAULT-GITANE,10,374759,+ 00h 59' 09'',,,25.0,36.513
3643,1979,JOHAN VAN DER VELDE,14,104h 06' 03'',3765.0,36.167,104,6,3,RALEIGH-McGREGOR,37,374763,+ 00h 59' 13'',,,25.0,36.513
3644,1979,EDDY SCHEPERS,15,104h 06' 41'',3765.0,36.163,104,6,41,DAF TRUCKS,121,374801,+ 00h 59' 51'',,,25.0,36.513
3645,1979,MARIANO MARTINEZ,16,104h 08' 26'',3765.0,36.153,104,8,26,LA REDOUTE-MOTOBECANE,51,374906,+ 01h 01' 36'',,,25.0,36.513
3646,1979,YVES HEZARD,17,104h 09' 55'',3765.0,36.144,104,9,55,PEUGEOT-ESSO,67,374995,+ 01h 03' 05'',,,25.0,36.513
3647,1979,HENK LUBBERDING,18,104h 09' 59'',3765.0,36.144,104,9,59,RALEIGH-McGREGOR,32,374999,+ 01h 03' 09'',,,25.0,36.513
3648,1979,ROBERT ALBAN,19,104h 13' 39'',3765.0,36.123,104,13,39,FIAT-LA FRANCE,81,375219,+ 01h 06' 49'',,,25.0,36.513
3649,1979,BERNARD VALLET,20,104h 15' 15'',3765.0,36.114,104,15,15,LA REDOUTE-MOTOBECANE,60,375315,+ 01h 08' 25'',,,25.0,36.513
3650,1979,JOS DE SCHOENMACKER,21,104h 16' 22'',3765.0,36.107,104,16,22,FLANDRIA-CA VA SEUL,26,375382,+ 01h 09' 32'',,,25.0,36.513
3651,1979,CHRISTIAN SEZNEC,22,104h 16' 42'',3765.0,36.105,104,16,42,MIKO-MERCIER,20,375402,+ 01h 09' 52'',,,25.0,36.513
3652,1979,RUDY PEVENAGE,23,104h 18' 14'',3765.0,36.096,104,18,14,IJSBOERKE-WARNCKE,98,375494,+ 01h 11' 24'',,,25.0,36.513
3653,1979,RAYMOND MARTIN,24,104h 21' 20'',3765.0,36.079,104,21,20,MIKO-MERCIER,16,375680,+ 01h 14' 30'',,,25.0,36.513
3654,1979,RENÉ MARTENS,25,104h 21' 36'',3765.0,36.077,104,21,36,FLANDRIA-CA VA SEUL,27,375696,+ 01h 14' 46'',,,25.0,36.513
3655,1979,RENÉ BITTINGER,26,104h 26' 47'',3765.0,36.047,104,26,47,FLANDRIA-CA VA SEUL,22,376007,+ 01h 19' 57'',,,25.0,36.513
3656,1979,KNUT KNUDSEN,27,104h 31' 28'',3765.0,36.02,104,31,28,BIANCHI-FAEMA,114,376288,+ 01h 24' 38'',,,25.0,36.513
3657,1979,FRANCISCO GALDOS,28,104h 33' 39'',3765.0,36.008,104,33,39,KAS,46,376419,+ 01h 26' 49'',,,25.0,36.513
3658,1979,LUCIEN DIDIER,29,104h 34' 18'',3765.0,36.004,104,34,18,RENAULT-GITANE,8,376458,+ 01h 27' 28'',,,25.0,36.513
3659,1979,GERRIE KNETEMANN,30,104h 46' 03'',3765.0,35.937,104,46,3,RALEIGH-McGREGOR,31,377163,+ 01h 39' 13'',,,25.0,36.513
3660,1979,HENDRIK DEVOS,31,104h 46' 50'',3765.0,35.932,104,46,50,FLANDRIA-CA VA SEUL,25,377210,+ 01h 40' 00'',,,25.0,36.513
3661,1979,ALESSANDRO POZZI,32,104h 49' 26'',3765.0,35.917,104,49,26,BIANCHI-FAEMA,117,377366,+ 01h 42' 36'',,,25.0,36.513
3662,1979,PIERRE BAZZO,33,104h 49' 57'',3765.0,35.914,104,49,57,LA REDOUTE-MOTOBECANE,52,377397,+ 01h 43' 07'',,,25.0,36.513
3663,1979,ALAIN MESLET,34,104h 52' 29'',3765.0,35.9,104,52,29,FIAT-LA FRANCE,88,377549,+ 01h 45' 39'',,,25.0,36.513
3664,1979,JEAN CHASSANG,35,104h 53' 36'',3765.0,35.894,104,53,36,RENAULT-GITANE,6,377616,+ 01h 46' 46'',,,25.0,36.513
3665,1979,LUDO PEETERS,36,104h 59' 20'',3765.0,35.861,104,59,20,IJSBOERKE-WARNCKE,97,377960,+ 01h 52' 30'',,,25.0,36.513
3666,1979,MICHEL LAURENT,37,105h 00' 15'',3765.0,35.856,105,0,15,PEUGEOT-ESSO,68,378015,+ 01h 53' 25'',,,25.0,36.513
3667,1979,SEAN KELLY,38,105h 01' 26'',3765.0,35.849,105,1,26,SPLENDOR-EURO SOAP,106,378086,+ 01h 54' 36'',,,25.0,36.513
3668,1979,LUDO DELCROIX,39,105h 02' 48'',3765.0,35.841,105,2,48,IJSBOERKE-WARNCKE,93,378168,+ 01h 55' 58'',,,25.0,36.513
3669,1979,JACQUES MICHAUD,40,105h 04' 03'',3765.0,35.834,105,4,3,FLANDRIA-CA VA SEUL,28,378243,+ 01h 57' 13'',,,25.0,36.513
3670,1979,DIDIER VANOVERSCHEDE,41,105h 06' 12'',3765.0,35.822,105,6,12,LA REDOUTE-MOTOBECANE,59,378372,+ 01h 59' 22'',,,25.0,36.513
3671,1979,BERNARD BECAAS,42,105h 06' 16'',3765.0,35.822,105,6,16,RENAULT-GITANE,3,378376,+ 01h 59' 26'',,,25.0,36.513
3672,1979,JOSEPH BORGUET,43,105h 06' 57'',3765.0,35.818,105,6,57,KAS,43,378417,+ 02h 00' 07'',,,25.0,36.513
3673,1979,BERT PRONK,44,105h 07' 56'',3765.0,35.812,105,7,56,RALEIGH-McGREGOR,34,378476,+ 02h 01' 06'',,,25.0,36.513
3674,1979,JOS JACOBS,45,105h 10' 07'',3765.0,35.8,105,10,7,IJSBOERKE-WARNCKE,96,378607,+ 02h 03' 17'',,,25.0,36.513
3675,1979,GILBERT DUCLOS-LASSALLE,46,105h 16' 57'',3765.0,35.761,105,16,57,PEUGEOT-ESSO,65,379017,+ 02h 10' 07'',,,25.0,36.513
3676,1979,MAURICE LE GUILLOUX,47,105h 17' 39'',3765.0,35.757,105,17,39,RENAULT-GITANE,9,379059,+ 02h 10' 49'',,,25.0,36.513
3677,1979,FEDOR DEN HERTOG,48,105h 18' 19'',3765.0,35.753,105,18,19,IJSBOERKE-WARNCKE,94,379099,+ 02h 11' 29'',,,25.0,36.513
3678,1979,HUBERT MATHIS,49,105h 20' 28'',3765.0,35.741,105,20,28,MIKO-MERCIER,17,379228,+ 02h 13' 38'',,,25.0,36.513
3679,1979,JEAN-LOUIS GAUTHIER,50,105h 22' 13'',3765.0,35.731,105,22,13,MIKO-MERCIER,14,379333,+ 02h 15' 23'',,,25.0,36.513
3680,1979,CHRISTIAN LEVAVASSEUR,51,105h 22' 20'',3765.0,35.73,105,22,20,MIKO-MERCIER,15,379340,+ 02h 15' 30'',,,25.0,36.513
3681,1979,FERDINAND JULIEN,52,105h 22' 55'',3765.0,35.727,105,22,55,FIAT-LA FRANCE,86,379375,+ 02h 16' 05'',,,25.0,36.513
3682,1979,PATRICK FRIOU,53,105h 23' 27'',3765.0,35.724,105,23,27,MIKO-MERCIER,12,379407,+ 02h 16' 37'',,,25.0,36.513
3683,1979,GLAUCO SANTONI,54,105h 24' 11'',3765.0,35.72,105,24,11,BIANCHI-FAEMA,118,379451,+ 02h 17' 21'',,,25.0,36.513
3684,1979,ALAIN DE CARVALHO,55,105h 29' 22'',3765.0,35.691,105,29,22,FIAT-LA FRANCE,85,379762,+ 02h 22' 32'',,,25.0,36.513
3685,1979,WILLY TEIRLINCK,56,105h 30' 10'',3765.0,35.686,105,30,10,KAS,48,379810,+ 02h 23' 20'',,,25.0,36.513
3686,1979,MARC DEMEYER,57,105h 30' 39'',3765.0,35.684,105,30,39,FLANDRIA-CA VA SEUL,24,379839,+ 02h 23' 49'',,,25.0,36.513
3687,1979,GUIDO VAN CALSTER,58,105h 31' 19'',3765.0,35.68,105,31,19,DAF TRUCKS,129,379879,+ 02h 24' 29'',,,25.0,36.513
3688,1979,ANDRÉ CHALMEL,59,105h 34' 21'',3765.0,35.663,105,34,21,RENAULT-GITANE,5,380061,+ 02h 27' 31'',,,25.0,36.513
3689,1979,JACQUES BOSSIS,60,105h 35' 48'',3765.0,35.655,105,35,48,PEUGEOT-ESSO,62,380148,+ 02h 28' 58'',,,25.0,36.513
3690,1979,RENÉ DILLEN,61,105h 36' 35'',3765.0,35.65,105,36,35,KAS,45,380195,+ 02h 29' 45'',,,25.0,36.513
3691,1979,PATRICK BONNET,62,105h 37' 25'',3765.0,35.645,105,37,25,FLANDRIA-CA VA SEUL,23,380245,+ 02h 30' 35'',,,25.0,36.513
3692,1979,ROGER LEGEAY,63,105h 38' 56'',3765.0,35.637,105,38,56,PEUGEOT-ESSO,69,380336,+ 02h 32' 06'',,,25.0,36.513
3693,1979,DORINO VANZO,64,105h 40' 40'',3765.0,35.627,105,40,40,INOXPRAN,140,380440,+ 02h 33' 50'',,,25.0,36.513
3694,1979,MICHEL BALBUENA,65,105h 41' 13'',3765.0,35.624,105,41,13,FIAT-LA FRANCE,82,380473,+ 02h 34' 23'',,,25.0,36.513
3695,1979,SERGIO PARSANI,66,105h 44' 35'',3765.0,35.605,105,44,35,BIANCHI-FAEMA,116,380675,+ 02h 37' 45'',,,25.0,36.513
3696,1979,JOËL GALLOPIN,67,105h 48' 56'',3765.0,35.581,105,48,56,MIKO-MERCIER,13,380936,+ 02h 42' 06'',,,25.0,36.513
3697,1979,CHRISTIAN JOURDAN,68,105h 50' 21'',3765.0,35.573,105,50,21,LA REDOUTE-MOTOBECANE,53,381021,+ 02h 43' 31'',,,25.0,36.513
3698,1979,PATRICE THEVENARD,69,105h 50' 29'',3765.0,35.572,105,50,29,FLANDRIA-CA VA SEUL,29,381029,+ 02h 43' 39'',,,25.0,36.513
3699,1979,ANDRÉ MOLLET,70,105h 53' 22'',3765.0,35.556,105,53,22,MIKO-MERCIER,18,381202,+ 02h 46' 32'',,,25.0,36.513
3700,1979,POL VERSCHUERE,71,105h 53' 43'',3765.0,35.554,105,53,43,FLANDRIA-CA VA SEUL,30,381223,+ 02h 46' 53'',,,25.0,36.513
3701,1979,JEAN-MARIE MICHEL,72,105h 54' 52'',3765.0,35.548,105,54,52,LA REDOUTE-MOTOBECANE,55,381292,+ 02h 48' 02'',,,25.0,36.513
3702,1979,JEAN-FRANÇOIS PESCHEUX,73,105h 55' 02'',3765.0,35.547,105,55,2,LA REDOUTE-MOTOBECANE,57,381302,+ 02h 48' 12'',,,25.0,36.513
3703,1979,HUBERT ARBES,74,105h 56' 33'',3765.0,35.538,105,56,33,RENAULT-GITANE,2,381393,+ 02h 49' 43'',,,25.0,36.513
3704,1979,STEFAN MUTTER,75,105h 59' 19'',3765.0,35.523,105,59,19,RALEIGH-McGREGOR,33,381559,+ 02h 52' 29'',,,25.0,36.513
3705,1979,WIM MYNGHEER,76,106h 01' 50'',3765.0,35.509,106,1,50,SPLENDOR-EURO SOAP,109,381710,+ 02h 55' 00'',,,25.0,36.513
3706,1979,BRUNO LEALI,77,106h 03' 49'',3765.0,35.498,106,3,49,INOXPRAN,135,381829,+ 02h 56' 59'',,,25.0,36.513
3707,1979,BERNARDO ALFONSEL,78,106h 07' 02'',3765.0,35.48,106,7,2,KAS,42,382022,+ 03h 00' 12'',,,25.0,36.513
3708,1979,BERNARD BOURREAU,79,106h 08' 54'',3765.0,35.469,106,8,54,PEUGEOT-ESSO,63,382134,+ 03h 02' 04'',,,25.0,36.513
3709,1979,GILBERT LE LAY,80,106h 09' 12'',3765.0,35.468,106,9,12,FIAT-LA FRANCE,87,382152,+ 03h 02' 22'',,,25.0,36.513
3710,1979,PAUL SHERWEN,81,106h 10' 36'',3765.0,35.46,106,10,36,FIAT-LA FRANCE,90,382236,+ 03h 03' 46'',,,25.0,36.513
3711,1979,MAURIZIO BELLET,82,106h 16' 15'',3765.0,35.428,106,16,15,DAF TRUCKS,122,382575,+ 03h 09' 25'',,,25.0,36.513
3712,1979,ANDRES OLIVA,83,106h 18' 04'',3765.0,35.418,106,18,4,TEKA,77,382684,+ 03h 11' 14'',,,25.0,36.513
3713,1979,DOMINIQUE SANDERS,84,106h 20' 48'',3765.0,35.403,106,20,48,TEKA,79,382848,+ 03h 13' 58'',,,25.0,36.513
3714,1979,JOSÉ DE CAUWER,85,106h 27' 18'',3765.0,35.367,106,27,18,PEUGEOT-ESSO,64,383238,+ 03h 20' 28'',,,25.0,36.513
3715,1979,EULALIO GARCIA,86,106h 34' 04'',3765.0,35.33,106,34,4,TEKA,73,383644,+ 03h 27' 14'',,,25.0,36.513
3716,1979,SERGE BEUCHERIE,87,106h 45' 44'',3765.0,35.265,106,45,44,FIAT-LA FRANCE,83,384344,+ 03h 38' 54'',,,25.0,36.513
3717,1979,ALEX VAN LINDEN,88,106h 56' 47'',3765.0,35.205,106,56,47,BIANCHI-FAEMA,119,385007,+ 03h 49' 57'',,,25.0,36.513
3718,1979,GERHARD SCHONBACHER,89,107h 26' 11'',3765.0,35.044,107,26,11,DAF TRUCKS,127,386771,+ 04h 19' 21'',,,25.0,36.513
3719,1980,JOOP ZOETEMELK,1,109h 19' 14'',3842.0,35.144,109,19,14,TI-RALEIGH-CREDA,11,393554,-,,,23.0,35.144
3720,1980,HENNIE KUIPER,2,109h 26' 09'',3842.0,35.107,109,26,9,PEUGEOT-ESSO-MICHELIN,31,393969,+ 00h 06' 55'',,,23.0,35.144
3721,1980,RAYMOND MARTIN,3,109h 27' 10'',3842.0,35.102,109,27,10,MIKO-MERCIER-VIVAGEL,78,394030,+ 00h 07' 56'',,,23.0,35.144
3722,1980,JOHAN DE MUYNCK,4,109h 31' 38'',3842.0,35.078,109,31,38,SPLENDOR-ADMIRAL-TV EKSPRES,55,394298,+ 00h 12' 24'',,,23.0,35.144
3723,1980,JOAQUIM AGOSTINHO,5,109h 34' 51'',3842.0,35.061,109,34,51,PUCH-SEM,21,394491,+ 00h 15' 37'',,,23.0,35.144
3724,1980,CHRISTIAN SEZNEC,6,109h 35' 30'',3842.0,35.057,109,35,30,MIKO-MERCIER-VIVAGEL,80,394530,+ 00h 16' 16'',,,23.0,35.144
